Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
17, New Super Mario Bros. , DS , Nintendo , Platform ,45657,23344653,228,2010-09-24,E
18, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,44421,1101835,38,2010-09-24,E10+
19, Wii Party , Wii , Nintendo , Misc ,40407,1034341,12,2010-09-24,E
20, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,36230,11465502,46,2010-09-24,M
21, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,35588,8813567,46,2010-09-24,M
22, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,33608,2095763,9,2010-09-24,T
23, NHL 11 , X360 , Electronic Arts , Sports ,33483,184150,3,2010-09-24,E10+
24, Mario Kart Wii , Wii , Nintendo , Racing ,33197,22950019,129,2010-09-24,E
25, Just Dance , Wii , Ubisoft , Misc ,32245,4056102,45,2010-09-24,E10+
26, Mafia II , PS3 , Take-Two Interactive , Action ,31260,543211,5,2010-09-24,M
27, Metroid: Other M , Wii , Nintendo , Action ,29456,457420,4,2010-09-24,T
28, Madden NFL 11 , X360 , Electronic Arts , Sports ,28123,1189689,7,2010-09-24,E
29, Etrian Odyssey III: The Drowned City , DS , Atlus , Role-Playing ,26984,191729,26,2010-09-24,E10+
30, Mafia II , X360 , Take-Two Interactive , Action ,26728,522516,5,2010-09-24,M
1, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,1433769,1433769,1,2010-10-01,E
2, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,836570,836570,1,2010-10-01,E
3, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,442369,442369,0,2010-10-01,E
4, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,398272,4874872,3,2010-10-01,M
5, None , DS , Nintendo , Role-Playing ,377507,3815906,3,2010-10-01,T
6, Dead Rising 2 , X360 , Capcom , Action ,243063,335041,2,2010-10-01,M
7, Dead Rising 2 , PS3 , Capcom , Action ,208786,298673,2,2010-10-01,M
8, K-ON! Houkago Live!! , PSP , Sega , Misc ,169803,169803,1,2010-10-01,E
9, F1 2010 , PS3 , Codemasters , Racing ,142095,418464,2,2010-10-01,E
10, Wii Sports Resort , Wii , Nintendo , Sports ,125281,18632322,67,2010-10-01,E
11, pro evolution soccer 2011 , X360 , Konami Digital Entertainment , Sports ,113553,113553,0,2010-10-01,E
12, Wii Sports , Wii , Nintendo , Sports ,111446,65421571,202,2010-10-01,E
13, F1 2010 , X360 , Codemasters , Racing ,99143,300291,2,2010-10-01,E
14, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,91626,387399,3,2010-10-01,E10+
15, Guitar Hero: Warriors of Rock , X360 , Activision , Misc ,86893,102200,2,2010-10-01,T
16, Eiyuu Densetsu: Zero no Kiseki , PSP , Falcom Corporation , Role-Playing ,77041,77041,1,2010-10-01,M
17, OkamiDen , DS , Capcom , Adventure ,75467,75467,1,2010-10-01,E10+
18, Sid Meier's Civilization V , PC , Take-Two Interactive , Strategy ,66662,256908,2,2010-10-01,E10+
19, None , DS , Nintendo , Role-Playing ,66005,9293876,56,2010-10-01,T
20, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,65978,15983602,46,2010-10-01,E
21, Final Fantasy XIV Online , PC , Square Enix , Role-Playing ,63643,223414,2,2010-10-01,T
22, Guitar Hero: Warriors of Rock , PS3 , Activision , Misc ,61429,76012,2,2010-10-01,T
23, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,61312,4134853,19,2010-10-01,E
24, Wii Fit Plus , Wii , Nintendo , Sports ,59639,13609850,53,2010-10-01,E
25, FIFA Soccer 11 , PSP , Electronic Arts , Sports ,54264,54264,1,2010-10-01,E
26, Guitar Hero: Warriors of Rock , Wii , Activision , Misc ,53805,59492,2,2010-10-01,T
27, FIFA Soccer 11 , Wii , Electronic Arts , Sports ,48102,48102,1,2010-10-01,E
28, New Super Mario Bros. , DS , Nintendo , Platform ,42864,23387517,229,2010-10-01,E
29, Kurohyou: Ryu ga Gotoku Shinshou , PSP , Sega , Adventure ,41561,218432,2,2010-10-01,M
30, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,36872,11502374,47,2010-10-01,M
1, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,558301,1992070,2,2010-10-08,E
2, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,339455,1176025,2,2010-10-08,E
3, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,265224,707593,1,2010-10-08,E
4, NBA 2K11 , X360 , Take-Two Interactive , Sports ,258829,258829,1,2010-10-08,E
5, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,245384,5120256,4,2010-10-08,M
6, None , DS , Nintendo , Role-Playing ,235099,4051005,4,2010-10-08,T
7, NBA 2K11 , PS3 , Take-Two Interactive , Sports ,218148,218148,1,2010-10-08,E
8, Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack , PS3 , Namco Bandai Games , Action ,143851,143851,1,2010-10-08,E10+
9, Wii Sports Resort , Wii , Nintendo , Sports ,124286,18756608,68,2010-10-08,E
10, Dead Rising 2 , X360 , Capcom , Action ,110477,445518,3,2010-10-08,M
11, Wii Sports , Wii , Nintendo , Sports ,109336,65530907,203,2010-10-08,E
12, Wii Party , Wii , Nintendo , Misc ,105921,1169819,14,2010-10-08,E
13, Kingdom Hearts Re:coded , DS , Square Enix , Role-Playing ,105153,105153,1,2010-10-08,E10+
14, Dead Rising 2 , PS3 , Capcom , Action ,97581,396254,3,2010-10-08,M
15, F1 2010 , PS3 , Codemasters , Racing ,86239,504703,3,2010-10-08,E
16, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,83830,2856367,21,2010-10-08,M
17, Castlevania: Lords of Shadow , PS3 , Konami Digital Entertainment , Action ,81616,81616,1,2010-10-08,M
18, pro evolution soccer 2011 , X360 , Konami Digital Entertainment , Sports ,74477,188030,1,2010-10-08,E
19, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,67275,16050877,47,2010-10-08,E
20, Castlevania: Lords of Shadow , X360 , Konami Digital Entertainment , Action ,64799,64799,1,2010-10-08,M
21, Wii Fit Plus , Wii , Nintendo , Sports ,61356,13671206,54,2010-10-08,E
22, None , DS , Nintendo , Role-Playing ,59702,9353578,57,2010-10-08,T
23, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,56445,443844,4,2010-10-08,E10+
24, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,54783,4189636,20,2010-10-08,E
25, New Super Mario Bros. , DS , Nintendo , Platform ,42777,23430294,230,2010-10-08,E
26, Red Dead Redemption , X360 , Take-Two Interactive , Action ,42664,3364251,21,2010-10-08,M
27, F1 2010 , X360 , Codemasters , Racing ,42390,342681,3,2010-10-08,E
28, Enslaved: Odyssey to the West , PS3 , Namco Bandai Games , Action ,42289,42289,1,2010-10-08,T
29, Final Fantasy XIV Online , PC , Square Enix , Role-Playing ,40118,263532,3,2010-10-08,T
30, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,39167,11541541,48,2010-10-08,M
1, Medal of Honor , X360 , Electronic Arts , Shooter ,689096,689096,1,2010-10-15,M
2, Medal of Honor , PS3 , Electronic Arts , Shooter ,618614,618614,1,2010-10-15,M
3, Just Dance 2 , Wii , Ubisoft , Misc ,233691,233691,1,2010-10-15,E10+
4, Wii Party , Wii , Nintendo , Misc ,195410,1365229,15,2010-10-15,E
5, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,182633,2174703,3,2010-10-15,E
6, None , DS , Nintendo , Role-Playing ,167436,4218441,5,2010-10-15,T
7, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,142171,5262427,5,2010-10-15,M
8, Wii Sports Resort , Wii , Nintendo , Sports ,130620,18887228,69,2010-10-15,E
9, NBA 2K11 , X360 , Take-Two Interactive , Sports ,127654,386483,2,2010-10-15,E
10, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,124672,1300697,3,2010-10-15,E
11, Wii Sports , Wii , Nintendo , Sports ,114269,65645176,204,2010-10-15,E
12, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,108162,815755,2,2010-10-15,E
13, NBA 2K11 , PS3 , Take-Two Interactive , Sports ,101539,319687,2,2010-10-15,E
14, Kirby's Epic Yarn , Wii , Nintendo , Platform ,93065,93065,1,2010-10-15,E
15, Lord of Arcana , PSP , Square Enix , Role-Playing ,73541,73541,1,2010-10-15,M
16, Naruto Shippuden: Ultimate Ninja Storm 2 , PS3 , Namco Bandai Games , Fighting ,73272,73272,1,2010-10-15,T
17, Medal of Honor , PC , Electronic Arts , Shooter ,70437,70437,1,2010-10-15,M
18, Super Scribblenauts , DS , Warner Bros. Interactive Entertainment , Puzzle ,66086,66086,1,2010-10-15,E10+
19, Dead Rising 2 , X360 , Capcom , Action ,61636,507154,4,2010-10-15,M
20, Wii Fit Plus , Wii , Nintendo , Sports ,60946,13732152,55,2010-10-15,E
21, Dead Rising 2 , PS3 , Capcom , Action ,55637,451891,4,2010-10-15,M
22, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,55531,16106408,48,2010-10-15,E
23, F1 2010 , PS3 , Codemasters , Racing ,54837,559540,4,2010-10-15,E
24, None , DS , Nintendo , Role-Playing ,54692,9408270,58,2010-10-15,T
25, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,50733,494577,5,2010-10-15,E10+
26, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,47719,4237355,21,2010-10-15,E
27, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,43174,2899541,22,2010-10-15,M
28, Castlevania: Lords of Shadow , PS3 , Konami Digital Entertainment , Action ,41996,123612,2,2010-10-15,M
29, New Super Mario Bros. , DS , Nintendo , Platform ,39253,23469547,231,2010-10-15,E
30, Kingdom Hearts Re:coded , DS , Square Enix , Role-Playing ,33067,138220,2,2010-10-15,E10+
1, Fallout: New Vegas , X360 , Bethesda Softworks , Role-Playing ,815873,815873,1,2010-10-22,M
2, Fallout: New Vegas , PS3 , Bethesda Softworks , Role-Playing ,486982,486982,1,2010-10-22,M
3, Super Mario All-Stars: Limited Edition , Wii , Nintendo , Platform ,308791,308791,1,2010-10-22,E
4, Medal of Honor , PS3 , Electronic Arts , Shooter ,276680,895294,2,2010-10-22,M
5, Medal of Honor , X360 , Electronic Arts , Shooter ,275190,964286,2,2010-10-22,M
6, Just Dance 2 , Wii , Ubisoft , Misc ,198956,432647,2,2010-10-22,E10+
7, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,184263,1113615,6,2010-10-22,E10+
8, Wii Sports Resort , Wii , Nintendo , Sports ,183406,19070634,70,2010-10-22,E
9, Wii Sports , Wii , Nintendo , Sports ,161079,65806255,205,2010-10-22,E
10, Wii Party , Wii , Nintendo , Misc ,146027,1511256,16,2010-10-22,E
11, Naruto Shippuden: Ultimate Ninja Storm 2 , PS3 , Namco Bandai Games , Fighting ,145692,218964,2,2010-10-22,T
12, Fallout: New Vegas , PC , Bethesda Softworks , Role-Playing ,143153,143153,1,2010-10-22,M
13, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,120405,2295108,4,2010-10-22,E
14, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,105212,5367639,6,2010-10-22,M
15, Kirby's Epic Yarn , Wii , Nintendo , Platform ,104744,197809,2,2010-10-22,E
16, Vanquish , PS3 , Sega , Adventure ,92563,92563,1,2010-10-22,M
17, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,85036,1385733,4,2010-10-22,E
18, None , DS , Nintendo , Role-Playing ,84423,4302864,6,2010-10-22,T
19, NBA 2K11 , X360 , Take-Two Interactive , Sports ,73066,459549,3,2010-10-22,E
20, Wii Fit Plus , Wii , Nintendo , Sports ,71164,13803316,56,2010-10-22,E
21, Naruto Shippuden: Ultimate Ninja Storm 2 , X360 , Namco Bandai Games , Fighting ,65179,97066,2,2010-10-22,T
22, None , DS , Nintendo , Role-Playing ,64270,9472540,59,2010-10-22,T
23, NBA 2K11 , PS3 , Take-Two Interactive , Sports ,63577,383264,3,2010-10-22,E
24, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,62161,877916,3,2010-10-22,E
25, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,59569,16165977,49,2010-10-22,E
26, Vanquish , X360 , Sega , Adventure ,58780,58780,1,2010-10-22,M
27, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,52220,4289575,22,2010-10-22,E
28, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,50501,545078,6,2010-10-22,E10+
29, New Super Mario Bros. , DS , Nintendo , Platform ,50422,23519969,232,2010-10-22,E
30, F1 2010 , PS3 , Codemasters , Racing ,41304,600844,5,2010-10-22,E
1, Fable III , X360 , Microsoft Game Studios , Role-Playing ,1122060,1122060,1,2010-10-29,M
2, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,320258,1198174,4,2010-10-29,E
3, Fallout: New Vegas , X360 , Bethesda Softworks , Role-Playing ,290225,1106098,2,2010-10-29,M
4, Gods Eater Burst , PSP , Namco Bandai Games , Action ,251087,251087,1,2010-10-29,T
5, Wii Sports , Wii , Nintendo , Sports ,246102,66052357,206,2010-10-29,E
6, Just Dance 2 , Wii , Ubisoft , Misc ,231720,664367,3,2010-10-29,E10+
7, Star Wars: The Force Unleashed II , X360 , LucasArts , Action ,231466,231466,1,2010-10-29,T
8, Wii Sports Resort , Wii , Nintendo , Sports ,225799,19296433,71,2010-10-29,E
9, Star Wars: The Force Unleashed II , PS3 , LucasArts , Action ,210402,210402,1,2010-10-29,T
10, Wii Party , Wii , Nintendo , Misc ,186570,1697826,17,2010-10-29,E
11, Fallout: New Vegas , PS3 , Bethesda Softworks , Role-Playing ,183707,670689,2,2010-10-29,M
12, Medal of Honor , X360 , Electronic Arts , Shooter ,166817,1131103,3,2010-10-29,M
13, Medal of Honor , PS3 , Electronic Arts , Shooter ,145317,1040611,3,2010-10-29,M
14, WWE SmackDown vs. Raw 2011 , X360 , THQ , Fighting ,135693,135693,1,2010-10-29,T
15, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,135247,1248862,7,2010-10-29,E10+
16, WWE SmackDown vs. Raw 2011 , PS3 , THQ , Fighting ,131459,131459,1,2010-10-29,T
17, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,118341,2413449,5,2010-10-29,E
18, The Sims 3: Late Night Expansion Pack , PC , Electronic Arts , Simulation ,114994,114994,1,2010-10-29,T
19, Rock Band 3 , X360 , MTV Games , Misc ,114820,114820,1,2010-10-29,T
20, Super Mario All-Stars: Limited Edition , Wii , Nintendo , Platform ,113478,422269,2,2010-10-29,E
21, Wii Fit Plus , Wii , Nintendo , Sports ,103219,13906535,57,2010-10-29,E
22, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,102084,5469723,7,2010-10-29,M
23, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,97761,16263738,50,2010-10-29,E
24, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,92602,1478335,5,2010-10-29,E
25, None , DS , Nintendo , Role-Playing ,75136,9547676,60,2010-10-29,T
26, Rock Band 3 , PS3 , MTV Games , Misc ,73644,73644,1,2010-10-29,T
27, None , DS , Nintendo , Role-Playing ,69507,4372371,7,2010-10-29,T
28, NBA 2K11 , X360 , Take-Two Interactive , Sports ,69260,528809,4,2010-10-29,E
29, The Sims 3 , X360 , Electronic Arts , Simulation ,65804,65804,1,2010-10-29,T
30, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,65748,4355323,23,2010-10-29,E
1, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,580771,580771,1,2010-11-05,E
2, Fable III , X360 , Microsoft Game Studios , Role-Playing ,339995,1462055,2,2010-11-05,M
3, Wii Sports , Wii , Nintendo , Sports ,296470,66348827,207,2010-11-05,E
4, Football Manager 2011 , PC , Sega , Sports ,287086,287086,1,2010-11-05,E
5, Wii Sports Resort , Wii , Nintendo , Sports ,207203,19503636,72,2010-11-05,E
6, Just Dance 2 , Wii , Ubisoft , Misc ,202259,866626,4,2010-11-05,E10+
7, Wii Party , Wii , Nintendo , Misc ,181880,1879706,18,2010-11-05,E
8, Kinect Sports , X360 , Microsoft Game Studios , Sports ,181495,181495,1,2010-11-05,E10+
9, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,161533,16425271,51,2010-11-05,E
10, Fallout: New Vegas , X360 , Bethesda Softworks , Role-Playing ,159632,1265730,3,2010-11-05,M
11, GoldenEye 007 , Wii , Activision , Shooter ,141551,141551,1,2010-11-05,T
12, Wii Fit Plus , Wii , Nintendo , Sports ,128121,14034656,58,2010-11-05,E
13, Dance Central , X360 , MTV Games , Misc ,122295,122295,1,2010-11-05,T
14, Medal of Honor , X360 , Electronic Arts , Shooter ,119130,1250233,4,2010-11-05,M
15, Fallout: New Vegas , PS3 , Bethesda Softworks , Role-Playing ,114716,785405,3,2010-11-05,M
16, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,111168,5580891,8,2010-11-05,M
17, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,107824,1305998,5,2010-11-05,E
18, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,103733,2517182,6,2010-11-05,E
19, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,95119,1343981,8,2010-11-05,E10+
20, Star Wars: The Force Unleashed II , X360 , LucasArts , Action ,83040,314506,2,2010-11-05,T
21, God of War: Ghost of Sparta , PSP , Sony Computer Entertainment , Action ,81182,81182,1,2010-11-05,M
22, NBA 2K11 , X360 , Take-Two Interactive , Sports ,80728,609537,5,2010-11-05,E
23, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,79971,688034,8,2010-11-05,E10+
24, Mario Kart DS , DS , Nintendo , Racing ,79416,17931632,260,2010-11-05,E
25, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,76792,1555127,6,2010-11-05,E
26, New Super Mario Bros. , DS , Nintendo , Platform ,76723,23660216,234,2010-11-05,E
27, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,75287,4430610,24,2010-11-05,E
28, None , DS , Nintendo , Role-Playing ,72840,9620516,61,2010-11-05,T
29, Kinectimals , X360 , Microsoft Game Studios , Simulation ,72548,72548,1,2010-11-05,E
30, Medal of Honor , PS3 , Electronic Arts , Shooter ,70502,1111113,4,2010-11-05,M
1, Call of Duty: Black Ops , X360 , Activision , Shooter ,5618948,5618948,1,2010-11-12,M
2, Call of Duty: Black Ops , PS3 , Activision , Shooter ,4315143,4315143,1,2010-11-12,M
3, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,624885,1205656,2,2010-11-12,E
4, Call of Duty: Black Ops , PC , Activision , Shooter ,465828,465828,1,2010-11-12,M
5, Wii Sports , Wii , Nintendo , Sports ,410813,66759640,208,2010-11-12,E
6, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,340507,16765778,52,2010-11-12,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,203019,19706655,73,2010-11-12,E
8, Just Dance 2 , Wii , Ubisoft , Misc ,196643,1063269,5,2010-11-12,E10+
9, Kinect Sports , X360 , Microsoft Game Studios , Sports ,193060,374555,2,2010-11-12,E10+
10, Wii Party , Wii , Nintendo , Misc ,182462,2062168,19,2010-11-12,E
11, Tactics Ogre: Let Us Cling Together , PSP , Square Enix , Role-Playing ,168998,168998,1,2010-11-12,T
12, Wii Fit Plus , Wii , Nintendo , Sports ,143023,14177679,59,2010-11-12,E
13, Fable III , X360 , Microsoft Game Studios , Role-Playing ,139699,1601754,3,2010-11-12,M
14, Football Manager 2011 , PC , Sega , Sports ,121849,408935,2,2010-11-12,E
15, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,119515,5700406,9,2010-11-12,M
16, Mario Kart DS , DS , Nintendo , Racing ,109611,18041243,261,2010-11-12,E
17, Fallout: New Vegas , X360 , Bethesda Softworks , Role-Playing ,93823,1359553,4,2010-11-12,M
18, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,89917,777951,9,2010-11-12,E10+
19, Call of Duty: Black Ops , Wii , Activision , Shooter ,89722,89722,1,2010-11-12,M
20, New Super Mario Bros. , DS , Nintendo , Platform ,87203,23747419,235,2010-11-12,E
21, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,86581,1430562,9,2010-11-12,E10+
22, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,84207,2601389,7,2010-11-12,E
23, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,83749,4514359,25,2010-11-12,E
24, pro evolution soccer 2011 , PS3 , Konami Digital Entertainment , Sports ,82881,1388879,6,2010-11-12,E
25, Mario Kart Wii , Wii , Nintendo , Racing ,80573,23289077,136,2010-11-12,E
26, GoldenEye 007 , Wii , Activision , Shooter ,80339,221890,2,2010-11-12,T
27, NBA 2K11 , X360 , Take-Two Interactive , Sports ,75609,685146,6,2010-11-12,E
28, Dance Central , X360 , MTV Games , Misc ,72854,195149,2,2010-11-12,T
29, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,70059,3099655,56,2010-11-12,E
30, Medal of Honor , X360 , Electronic Arts , Shooter ,68653,1318886,5,2010-11-12,M
1, Call of Duty: Black Ops , X360 , Activision , Shooter ,1052361,6671309,2,2010-11-19,M
2, Call of Duty: Black Ops , PS3 , Activision , Shooter ,963709,5278852,2,2010-11-19,M
3, Assassin's Creed: Brotherhood , X360 , Ubisoft , Action ,560257,560257,1,2010-11-19,M
4, Wii Sports , Wii , Nintendo , Sports ,499769,67259409,209,2010-11-19,E
5, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,441515,1647171,3,2010-11-19,E
6, Assassin's Creed: Brotherhood , PS3 , Ubisoft , Action ,406841,406841,1,2010-11-19,M
7, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,375104,17140882,53,2010-11-19,E
8, Wii Sports Resort , Wii , Nintendo , Sports ,308840,20015495,74,2010-11-19,E
9, Need for Speed: Hot Pursuit , PS3 , Electronic Arts , Racing ,272806,272806,1,2010-11-19,E10+
10, Wii Party , Wii , Nintendo , Misc ,235791,2297959,20,2010-11-19,E
11, Need for Speed: Hot Pursuit , X360 , Electronic Arts , Racing ,234192,234192,1,2010-11-19,E10+
12, Just Dance 2 , Wii , Ubisoft , Misc ,232217,1295486,6,2010-11-19,E10+
13, Wii Fit Plus , Wii , Nintendo , Sports ,171270,14348949,60,2010-11-19,E
14, Mario Kart DS , DS , Nintendo , Racing ,156030,18197273,262,2010-11-19,E
15, Call of Duty: Black Ops , PC , Activision , Shooter ,125000,590828,2,2010-11-19,M
16, Kinect Sports , X360 , Microsoft Game Studios , Sports ,124373,498928,3,2010-11-19,E10+
17, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,116280,5816686,10,2010-11-19,M
18, New Super Mario Bros. , DS , Nintendo , Platform ,114751,23862170,236,2010-11-19,E
19, Mario vs. Donkey Kong: Mini-Land Mayhem! , DS , Nintendo , Puzzle ,103209,103209,1,2010-11-19,E
20, Mario Kart Wii , Wii , Nintendo , Racing ,99130,23388207,137,2010-11-19,E
21, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,94413,3194068,57,2010-11-19,E
22, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,94240,872191,10,2010-11-19,E10+
23, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,93532,4607891,26,2010-11-19,E
24, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,93279,2694668,8,2010-11-19,E
25, Fable III , X360 , Microsoft Game Studios , Role-Playing ,93185,1694939,4,2010-11-19,M
26, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,92790,1523352,10,2010-11-19,E10+
27, Sonic Colors , Wii , Sega , Platform ,80248,90243,2,2010-11-19,E
28, Dance Central , X360 , MTV Games , Misc ,76004,271153,3,2010-11-19,T
29, Fallout: New Vegas , X360 , Bethesda Softworks , Role-Playing ,67617,1427170,5,2010-11-19,M
30, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,67104,1682779,8,2010-11-19,E
1, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,2385184,2385184,1,2010-11-26,E
2, Wii Sports , Wii , Nintendo , Sports ,882584,68141993,210,2010-11-26,E
3, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,875413,2522584,4,2010-11-26,E
4, Call of Duty: Black Ops , X360 , Activision , Shooter ,777840,7449149,3,2010-11-26,M
5, Call of Duty: Black Ops , PS3 , Activision , Shooter ,627688,5906540,3,2010-11-26,M
6, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,583344,17724226,54,2010-11-26,E
7, Donkey Kong Country Returns , Wii , Nintendo , Platform ,541360,541360,1,2010-11-26,E
8, Wii Sports Resort , Wii , Nintendo , Sports ,521856,20537351,75,2010-11-26,E
9, Just Dance 2 , Wii , Ubisoft , Misc ,430439,1725925,7,2010-11-26,E10+
10, Wii Party , Wii , Nintendo , Misc ,377086,2675045,21,2010-11-26,E
11, Wii Fit Plus , Wii , Nintendo , Sports ,372719,14721668,61,2010-11-26,E
12, Mario Kart DS , DS , Nintendo , Racing ,335330,18532603,263,2010-11-26,E
13, Assassin's Creed: Brotherhood , X360 , Ubisoft , Action ,288906,849163,2,2010-11-26,M
14, Mario Party DS , DS , Nintendo , Misc ,252353,7105065,160,2010-11-26,E
15, Michael Jackson: The Experience , Wii , Ubisoft , Misc ,244044,244044,1,2010-11-26,E10+
16, Kinect Sports , X360 , Microsoft Game Studios , Sports ,223330,722258,4,2010-11-26,E10+
17, Mario Kart Wii , Wii , Nintendo , Racing ,214221,23602428,138,2010-11-26,E
18, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,211800,3405868,58,2010-11-26,E
19, Assassin's Creed: Brotherhood , PS3 , Ubisoft , Action ,193906,600747,2,2010-11-26,M
20, New Super Mario Bros. , DS , Nintendo , Platform ,192104,24054274,237,2010-11-26,E
21, Need for Speed: Hot Pursuit , PS3 , Electronic Arts , Racing ,183775,456581,2,2010-11-26,E10+
22, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,174264,5990950,11,2010-11-26,M
23, Need for Speed: Hot Pursuit , X360 , Electronic Arts , Racing ,154812,389004,2,2010-11-26,E10+
24, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,145622,2840290,9,2010-11-26,E
25, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,142610,4750501,27,2010-11-26,E
26, Dance Central , X360 , MTV Games , Misc ,136477,407630,4,2010-11-26,T
27, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,135950,1008141,11,2010-11-26,E10+
28, Art Academy , DS , Nintendo , Misc ,133654,734692,24,2010-11-26,E
29, God of War Collection , PS3 , Sony Computer Entertainment , Action ,133647,1696254,54,2010-11-26,M
30, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,127222,4085379,59,2010-11-26,T
1, Monster Hunter Freedom 3 , PSP , Capcom , Role-Playing ,1972410,1972410,1,2010-12-03,T
2, Wii Sports , Wii , Nintendo , Sports ,882574,69024567,211,2010-12-03,E
3, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,760682,3145866,2,2010-12-03,E
4, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,635676,3158260,5,2010-12-03,E
5, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,553639,18277865,55,2010-12-03,E
6, Call of Duty: Black Ops , X360 , Activision , Shooter ,527453,7976602,4,2010-12-03,M
7, Wii Sports Resort , Wii , Nintendo , Sports ,462690,21000041,76,2010-12-03,E
8, Call of Duty: Black Ops , PS3 , Activision , Shooter ,458093,6364633,4,2010-12-03,M
