Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
18, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,66677,2021605,11,2008-01-12,T,39459 
19, Link's Crossbow Training , Wii , Nintendo , Shooter ,63864,915886,8,2008-01-12,T,39459 
20, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,62823,13159174,69,2008-01-12,T,39459 
21, Mario Kart DS , DS , Nintendo , Racing ,60140,8832029,113,2008-01-12,E,39459 
22, Mario Party 8 , Wii , Nintendo , Misc ,60017,4157831,33,2008-01-12,E,39459 
23, MySims , DS , Electronic Arts , Simulation ,58941,1646351,17,2008-01-12,E,39459 
24, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,56357,1874544,33,2008-01-12,E,39459 
25, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,50497,1647329,38,2008-01-12,E,39459 
26, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,48093,1450542,11,2008-01-12,T,39459 
27, Sonic Riders: Zero Gravity , Wii , Sega , Racing ,43852,43852,1,2008-01-12,E,39459 
28, Cooking Mama , DS , 505 Games , Simulation ,42928,2522013,95,2008-01-12,E,39459 
29, Rock Band , X360 , Unknown , Misc ,39262, NA ,5,2008-01-12,T,39459 
30, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,39021,2582638,57,2008-01-12,T,39459 
1, Wii Sports , Wii , Nintendo , Sports ,216353,18026460,61,2008-01-19,E,39466 
2, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,123966,9413213,108,2008-01-19,E,39466 
3, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,120805,2889385,11,2008-01-19,E,39466 
4, Super Mario Galaxy , Wii , Nintendo , Platform ,120513,4739363,12,2008-01-19,E,39466 
5, Wii Play , Wii , Nintendo , Misc ,118470,9449593,60,2008-01-19,E,39466 
6, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,115510,4343593,11,2008-01-19,M,39466 
7, Mario Party DS , DS , Nintendo , Misc ,113105,2822082,11,2008-01-19,E,39466 
8, Wii Fit , Wii , Nintendo , Sports ,101466,1183190,8,2008-01-19,E,39466 
9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,99542,11451137,140,2008-01-19,E,39466 
10, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,90379,90379,1,2008-01-19,E,39466 
11, Assassin's Creed , X360 , Ubisoft , Adventure ,86673,3143767,10,2008-01-19,M,39466 
12, Nintendogs , DS , Nintendo , Simulation ,77978,17281382,144,2008-01-19,E,39466 
13, Assassin's Creed , PS3 , Ubisoft , Adventure ,75925,2048171,10,2008-01-19,M,39466 
14, New Super Mario Bros. , DS , Nintendo , Platform ,75423,13209289,88,2008-01-19,E,39466 
15, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,72103,2145433,11,2008-01-19,M,39466 
16, Mario Party 8 , Wii , Nintendo , Misc ,65667,4223498,34,2008-01-19,E,39466 
17, Halo 3 , X360 , Microsoft Game Studios , Shooter ,64819,7080133,17,2008-01-19,M,39466 
18, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,64551,3452366,30,2008-01-19,E,39466 
19, Link's Crossbow Training , Wii , Nintendo , Shooter ,63981,979867,9,2008-01-19,T,39466 
20, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,61746,13220920,70,2008-01-19,T,39466 
21, Mario Kart DS , DS , Nintendo , Racing ,58842,8890871,114,2008-01-19,E,39466 
22, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,58278,2079883,12,2008-01-19,T,39466 
23, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,57294,973222,10,2008-01-19,T,39466 
24, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,56384,1930928,34,2008-01-19,E,39466 
25, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,54699,1702028,39,2008-01-19,E,39466 
26, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,46960,1497502,12,2008-01-19,T,39466 
27, Cooking Mama , DS , 505 Games , Simulation ,45023,2567036,96,2008-01-19,E,39466 
28, MySims , DS , Electronic Arts , Simulation ,44266,1690617,18,2008-01-19,E,39466 
29, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,38398,2621036,58,2008-01-19,T,39466 
30, Sonic Riders: Zero Gravity , Wii , Sega , Racing ,33937,77789,2,2008-01-19,E,39466 
1, Wii Sports , Wii , Nintendo , Sports ,269040,18295500,62,2008-01-26,E,39473 
2, Wii Play , Wii , Nintendo , Misc ,176120,9625713,61,2008-01-26,E,39473 
3, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,137501,3026886,12,2008-01-26,E,39473 
4, Burnout Paradise , X360 , Electronic Arts , Racing ,131852,131852,1,2008-01-26,E10+,39473 
5, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,120999,4464592,12,2008-01-26,M,39473 
6, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,116288,206667,2,2008-01-26,E,39473 
7, Burnout Paradise , PS3 , Electronic Arts , Racing ,113965,113965,1,2008-01-26,E10+,39473 
8, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,110855,9524068,109,2008-01-26,E,39473 
9, Super Mario Galaxy , Wii , Nintendo , Platform ,102499,4841862,13,2008-01-26,E,39473 
10, Wii Fit , Wii , Nintendo , Sports ,96917,1280107,9,2008-01-26,E,39473 
11, Link's Crossbow Training , Wii , Nintendo , Shooter ,96669,1076536,10,2008-01-26,T,39473 
12, Mario Party DS , DS , Nintendo , Misc ,94093,2916175,12,2008-01-26,E,39473 
13, New Super Mario Bros. , DS , Nintendo , Platform ,85839,13295127,89,2008-01-26,E,39473 
14, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,82840,2228273,12,2008-01-26,M,39473 
15, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,82562,11533699,141,2008-01-26,E,39473 
16, Nintendogs , DS , Nintendo , Simulation ,76402,17357784,145,2008-01-26,E,39473 
17, Pro Evolution Soccer 2008 , PSP , Konami Digital Entertainment , Sports ,73529,73529,1,2008-01-26,E,39473 
18, Assassin's Creed , X360 , Ubisoft , Adventure ,70480,3214247,11,2008-01-26,M,39473 
19, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,69117,1566619,13,2008-01-26,T,39473 
20, Assassin's Creed , PS3 , Ubisoft , Adventure ,61500,2109671,11,2008-01-26,M,39473 
21, Advance Wars: Days of Ruin , DS , Unknown , Strategy ,61282, NA ,5,2008-01-26,E10+,39473 
22, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,58725,2138608,13,2008-01-26,T,39473 
23, Mario Party 8 , Wii , Nintendo , Misc ,56880,4280378,35,2008-01-26,E,39473 
24, Mario Kart DS , DS , Nintendo , Racing ,55729,8946600,115,2008-01-26,E,39473 
25, Halo 3 , X360 , Microsoft Game Studios , Shooter ,55683,7135816,18,2008-01-26,M,39473 
26, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,55389,13276309,71,2008-01-26,T,39473 
27, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,54981,1028203,11,2008-01-26,T,39473 
28, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,53866,3506232,31,2008-01-26,E,39473 
29, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,51965,1982893,35,2008-01-26,E,39473 
30, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,49990,1752018,40,2008-01-26,E,39473 
1, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,842536,842536,1,2008-02-02,T,39480 
2, Wii Sports , Wii , Nintendo , Sports ,226327,18521827,63,2008-02-02,E,39480 
3, Devil May Cry 4 , PS3 , Capcom , Action ,208837,208837,1,2008-02-02,M,39480 
4, Wii Play , Wii , Nintendo , Misc ,181045,9806758,62,2008-02-02,E,39480 
5, Burnout Paradise , PS3 , Electronic Arts , Racing ,116844,230809,2,2008-02-02,E10+,39480 
6, Burnout Paradise , X360 , Electronic Arts , Racing ,109592,241444,2,2008-02-02,E10+,39480 
7, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,103215,3130101,13,2008-02-02,E,39480 
8, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,101166,4565758,13,2008-02-02,M,39480 
9, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,96216,9620284,110,2008-02-02,E,39480 
10, Super Mario Galaxy , Wii , Nintendo , Platform ,95648,4937509,14,2008-02-02,E,39480 
11, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,85626,292293,3,2008-02-02,E,39480 
12, Assassin's Creed , PS3 , Ubisoft , Adventure ,85139,2194810,12,2008-02-02,M,39480 
13, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,84841,11618540,142,2008-02-02,E,39480 
14, Mario Party DS , DS , Nintendo , Misc ,82396,2998571,13,2008-02-02,E,39480 
15, New Super Mario Bros. , DS , Nintendo , Platform ,80512,13375639,90,2008-02-02,E,39480 
16, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,78392,1645011,14,2008-02-02,T,39480 
17, Link's Crossbow Training , Wii , Nintendo , Shooter ,75348,1151884,11,2008-02-02,T,39480 
18, Nintendogs , DS , Nintendo , Simulation ,73947,17431731,146,2008-02-02,E,39480 
19, Wii Fit , Wii , Nintendo , Sports ,70594,1350701,10,2008-02-02,E,39480 
20, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,69644,2297917,13,2008-02-02,M,39480 
21, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,63024,13339333,72,2008-02-02,T,39480 
22, Assassin's Creed , X360 , Ubisoft , Adventure ,61928,3276175,12,2008-02-02,M,39480 
23, Halo 3 , X360 , Microsoft Game Studios , Shooter ,60284,7196100,19,2008-02-02,M,39480 
24, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,58610,2197218,14,2008-02-02,T,39480 
25, Turok , X360 , Touchstone , Shooter ,58172,58172,0,2008-02-02,M,39480 
26, Disgaea 3: Absence of Justice , PS3 , Square Enix , Role-Playing ,58013,58013,1,2008-02-02,T,39480 
27, Mario Party 8 , Wii , Nintendo , Misc ,56908,4337286,36,2008-02-02,E,39480 
28, Mario Kart DS , DS , Nintendo , Racing ,55721,9002322,116,2008-02-02,E,39480 
29, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,51083,1079286,12,2008-02-02,T,39480 
30, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,49275,2032168,36,2008-02-02,E,39480 
1, Devil May Cry 4 , X360 , Capcom , Action ,376591,419508,2,2008-02-09,M,39487 
2, Devil May Cry 4 , PS3 , Capcom , Action ,346763,555600,2,2008-02-09,M,39487 
3, Wii Sports , Wii , Nintendo , Sports ,307718,18829545,64,2008-02-09,E,39487 
4, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,300938,1143474,2,2008-02-09,T,39487 
5, Wii Play , Wii , Nintendo , Misc ,210365,10017123,63,2008-02-09,E,39487 
6, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,164057,456350,4,2008-02-09,E,39487 
7, Turok , X360 , Touchstone , Shooter ,115914,174086,1,2008-02-09,M,39487 
8, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,103194,4668952,14,2008-02-09,M,39487 
9, Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui , PSP , Namco Bandai Games , Strategy ,98851,98851,1,2008-02-09,E,39487 
10, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,95358,9715642,111,2008-02-09,E,39487 
11, Super Mario Galaxy , Wii , Nintendo , Platform ,93697,5031206,15,2008-02-09,E,39487 
12, Turok , PS3 , Touchstone , Shooter ,89593,123524,1,2008-02-09,M,39487 
13, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,85707,11704247,143,2008-02-09,E,39487 
14, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,82551,1727562,15,2008-02-09,T,39487 
15, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,80475,3210576,14,2008-02-09,E,39487 
16, Wii Fit , Wii , Nintendo , Sports ,74897,1425598,11,2008-02-09,E,39487 
17, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,73378,2371295,14,2008-02-09,M,39487 
18, Mario Party DS , DS , Nintendo , Misc ,72746,3071317,14,2008-02-09,E,39487 
19, Link's Crossbow Training , Wii , Nintendo , Shooter ,69259,1221143,12,2008-02-09,T,39487 
20, Burnout Paradise , X360 , Electronic Arts , Racing ,68007,309451,3,2008-02-09,E10+,39487 
21, New Super Mario Bros. , DS , Nintendo , Platform ,66257,13441896,91,2008-02-09,E,39487 
22, Mario Party 8 , Wii , Nintendo , Misc ,65327,4402613,37,2008-02-09,E,39487 
23, Nintendogs , DS , Nintendo , Simulation ,63791,17495522,147,2008-02-09,E,39487 
24, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,62355,13401688,73,2008-02-09,T,39487 
25, Burnout Paradise , PS3 , Electronic Arts , Racing ,59655,290464,3,2008-02-09,E10+,39487 
26, Assassin's Creed , PS3 , Ubisoft , Adventure ,59104,2253914,13,2008-02-09,M,39487 
27, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,58790,2256008,15,2008-02-09,T,39487 
28, Mario Kart DS , DS , Nintendo , Racing ,55552,9057874,117,2008-02-09,E,39487 
29, Halo 3 , X360 , Microsoft Game Studios , Shooter ,54324,7250424,20,2008-02-09,M,39487 
30, Assassin's Creed , X360 , Ubisoft , Adventure ,53848,3330023,13,2008-02-09,M,39487 
1, Devil May Cry 4 , X360 , Capcom , Action ,182125,601633,3,2008-02-16,M,39494 
2, Devil May Cry 4 , PS3 , Capcom , Action ,175874,731474,3,2008-02-16,M,39494 
3, Wii Sports , Wii , Nintendo , Sports ,166979,18996524,65,2008-02-16,E,39494 
4, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,161401,617751,5,2008-02-16,E,39494 
5, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,151253,1294727,3,2008-02-16,T,39494 
6, Wii Play , Wii , Nintendo , Misc ,141596,10158719,64,2008-02-16,E,39494 
7, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,103793,4772745,15,2008-02-16,M,39494 
8, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,102545,9818187,112,2008-02-16,E,39494 
9, Lost Odyssey , X360 , Microsoft Game Studios , Role-Playing ,101835,197297,11,2008-02-16,T,39494 
10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,101524,11805771,144,2008-02-16,E,39494 
11, Turok , X360 , Touchstone , Shooter ,77204,251290,2,2008-02-16,M,39494 
12, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,72042,13473730,74,2008-02-16,T,39494 
13, New Super Mario Bros. , DS , Nintendo , Platform ,72030,13513926,92,2008-02-16,E,39494 
14, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,71983,2443278,15,2008-02-16,M,39494 
15, Mario Party DS , DS , Nintendo , Misc ,69851,3141168,15,2008-02-16,E,39494 
16, Wii Fit , Wii , Nintendo , Sports ,68206,1493804,12,2008-02-16,E,39494 
17, Super Mario Galaxy , Wii , Nintendo , Platform ,67549,5098756,16,2008-02-16,E,39494 
18, Nintendogs , DS , Nintendo , Simulation ,67430,17562952,148,2008-02-16,E,39494 
19, Turok , PS3 , Touchstone , Shooter ,66668,190192,2,2008-02-16,M,39494 
20, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,56611,2312619,16,2008-02-16,T,39494 
21, Mario Kart DS , DS , Nintendo , Racing ,54597,9112470,118,2008-02-16,E,39494 
22, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,50893,3261469,15,2008-02-16,E,39494 
23, Link's Crossbow Training , Wii , Nintendo , Shooter ,49596,1270739,13,2008-02-16,T,39494 
24, Halo 3 , X360 , Microsoft Game Studios , Shooter ,49535,7299959,21,2008-02-16,M,39494 
25, Game Party , Wii , Midway Games , Misc ,49232,251495,12,2008-02-16,E,39494 
26, Assassin's Creed , PS3 , Ubisoft , Adventure ,48847,2302761,14,2008-02-16,M,39494 
27, Mario Party 8 , Wii , Nintendo , Misc ,48788,4451401,38,2008-02-16,E,39494 
28, Burnout Paradise , PS3 , Electronic Arts , Racing ,48370,338834,4,2008-02-16,E10+,39494 
29, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,47979,889379,53,2008-02-16,E,39494 
30, Tokimeki Memorial: Girl's Side 2nd Season , DS , Konami Digital Entertainment , Adventure ,47823,47823,1,2008-02-16,E,39494 
1, Wii Sports , Wii , Nintendo , Sports ,205033,19201557,66,2008-02-23,E,39501 
2, Wii Play , Wii , Nintendo , Misc ,144564,10303283,65,2008-02-23,E,39501 
3, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,131966,749717,6,2008-02-23,E,39501 
4, Devil May Cry 4 , PS3 , Capcom , Action ,104571,836045,4,2008-02-23,M,39501 
5, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,100394,4873139,16,2008-02-23,M,39501 
6, Devil May Cry 4 , X360 , Capcom , Action ,99713,701346,4,2008-02-23,M,39501 
7, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,97782,3359251,16,2008-02-23,E,39501 
8, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,89665,1384392,4,2008-02-23,T,39501 
9, Etrian Odyssey II: Heroes of Lagaard , DS , Atlus , Role-Playing ,87792,87792,1,2008-02-23,E10+,39501 
10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,83572,11889343,145,2008-02-23,E,39501 
11, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,79408,9897595,113,2008-02-23,E,39501 
12, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,78894,2522172,16,2008-02-23,M,39501 
13, Mario Party DS , DS , Nintendo , Misc ,75836,3217004,16,2008-02-23,E,39501 
14, Nintendogs , DS , Nintendo , Simulation ,68122,17631074,149,2008-02-23,E,39501 
15, Wii Fit , Wii , Nintendo , Sports ,67573,1561377,13,2008-02-23,E,39501 
16, Super Mario Galaxy , Wii , Nintendo , Platform ,66663,5165419,17,2008-02-23,E,39501 
17, New Super Mario Bros. , DS , Nintendo , Platform ,65186,13579112,93,2008-02-23,E,39501 
18, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,64172,13537902,75,2008-02-23,T,39501 
19, Warriors Orochi , PSP , Tecmo Koei , Action ,55816,55816,1,2008-02-23,T,39501 
20, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,53568,521315,15,2008-02-23,E,39501 
21, Mario Kart DS , DS , Nintendo , Racing ,53321,9165791,119,2008-02-23,E,39501 
22, Unreal Tournament III , PS3 , Midway Games , Shooter ,53271,243173,11,2008-02-23,M,39501 
23, Link's Crossbow Training , Wii , Nintendo , Shooter ,52536,1323275,14,2008-02-23,T,39501 
24, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,51165,2363784,17,2008-02-23,T,39501 
25, Mario Party 8 , Wii , Nintendo , Misc ,50640,4502041,39,2008-02-23,E,39501 
26, Game Party , Wii , Midway Games , Misc ,50450,301945,13,2008-02-23,E,39501 
27, Turok , X360 , Touchstone , Shooter ,50046,301336,3,2008-02-23,M,39501 
28, Lost Odyssey , X360 , Microsoft Game Studios , Role-Playing ,49994,247291,12,2008-02-23,T,39501 
29, Halo 3 , X360 , Microsoft Game Studios , Shooter ,48402,7348361,22,2008-02-23,M,39501 
30, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,47490,1819251,17,2008-02-23,T,39501 
1, Wii Sports , Wii , Nintendo , Sports ,314276,19515833,67,2008-03-01,E,39508 
2, Wii Play , Wii , Nintendo , Misc ,176453,10479736,66,2008-03-01,E,39508 
3, Frontlines: Fuel of War , X360 , THQ , Shooter ,122813,122813,1,2008-03-01,T,39508 
4, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,114276,863993,7,2008-03-01,E,39508 
5, Lost Odyssey , X360 , Microsoft Game Studios , Role-Playing ,108071,355362,13,2008-03-01,T,39508 
6, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,98804,4971943,17,2008-03-01,M,39508 
7, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,93170,3452421,17,2008-03-01,E,39508 
8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,91596,11980939,146,2008-03-01,E,39508 
9, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,85217,9982812,114,2008-03-01,E,39508 
10, Mario Party DS , DS , Nintendo , Misc ,81003,3298007,17,2008-03-01,E,39508 
11, Nintendogs , DS , Nintendo , Simulation ,77485,17708559,150,2008-03-01,E,39508 
12, New Super Mario Bros. , DS , Nintendo , Platform ,76990,13656102,94,2008-03-01,E,39508 
13, Super Mario Galaxy , Wii , Nintendo , Platform ,73772,5239191,18,2008-03-01,E,39508 
14, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,72168,1891419,18,2008-03-01,T,39508 
15, Devil May Cry 4 , PS3 , Capcom , Action ,71629,907674,5,2008-03-01,M,39508 
16, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,69692,2591864,17,2008-03-01,M,39508 
17, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,67501,1451893,5,2008-03-01,T,39508 
18, Lost: Via Domus , X360 , Ubisoft , Action ,65667,65667,1,2008-03-01,E,39508 
19, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,65370,13603272,76,2008-03-01,T,39508 
20, Wii Fit , Wii , Nintendo , Sports ,65089,1626466,14,2008-03-01,E,39508 
21, Devil May Cry 4 , X360 , Capcom , Action ,64074,765420,5,2008-03-01,M,39508 
22, Link's Crossbow Training , Wii , Nintendo , Shooter ,59491,1382766,15,2008-03-01,T,39508 
23, Mario Kart DS , DS , Nintendo , Racing ,58131,9223922,120,2008-03-01,E,39508 
24, Lost Planet: Extreme Condition , PS3 , Capcom , Shooter ,56476,79157,2,2008-03-01,T,39508 
25, Mario Party 8 , Wii , Nintendo , Misc ,55479,4557520,40,2008-03-01,E,39508 
26, Soma Bringer , DS , Nintendo , Role-Playing ,54323,54323,1,2008-03-01,T,39508 
27, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,53593,2417377,18,2008-03-01,T,39508 
28, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,53274,574589,16,2008-03-01,E,39508 
