Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
29, Pro Evolution Soccer 2008 , PSP , Konami Digital Entertainment , Sports ,49107,176511,6,2008-03-01,E,39508 
30, Imagine: Babyz , DS , Ubisoft , Simulation ,47026,902100,19,2008-03-01,E,39508 
1, Army of Two , X360 , Electronic Arts , Shooter ,371600,371600,1,2008-03-08,M,39515 
2, Wii Sports , Wii , Nintendo , Sports ,197820,19713653,68,2008-03-08,E,39515 
3, Ryu Ga Gotoku Kenzan! , PS3 , Sega , Adventure ,175764,175764,1,2008-03-08,M,39515 
4, God of War: Chains of Olympus , PSP , Capcom , Action ,160909,160909,1,2008-03-08,M,39515 
5, Army of Two , PS3 , Electronic Arts , Shooter ,146980,146980,1,2008-03-08,M,39515 
6, Major League Baseball 2K8 , X360 , Bethesda Softworks , Sports ,110952,110952,1,2008-03-08,E,39515 
7, Bully: Scholarship Edition , X360 , Take-Two Interactive , Action ,110011,110011,1,2008-03-08,T,39515 
8, Wii Play , Wii , Nintendo , Misc ,104036,10583772,67,2008-03-08,E,39515 
9, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,99236,963229,8,2008-03-08,E,39515 
10, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,90370,5062313,18,2008-03-08,M,39515 
11, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,78730,3531151,18,2008-03-08,E,39515 
12, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,74427,10057239,115,2008-03-08,E,39515 
13, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,74204,12055143,147,2008-03-08,E,39515 
14, New Super Mario Bros. , DS , Nintendo , Platform ,73266,13729368,95,2008-03-08,E,39515 
15, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,69530,2661394,18,2008-03-08,M,39515 
16, Nintendogs , DS , Nintendo , Simulation ,69172,17777731,151,2008-03-08,E,39515 
17, MLB 08: The Show , PS3 , Sony Computer Entertainment , Sports ,67996,67996,1,2008-03-08,E,39515 
18, Frontlines: Fuel of War , X360 , THQ , Shooter ,67534,190347,2,2008-03-08,T,39515 
19, Lost Odyssey , X360 , Microsoft Game Studios , Role-Playing ,64874,420236,14,2008-03-08,T,39515 
20, Mario Party DS , DS , Nintendo , Misc ,61692,3359699,18,2008-03-08,E,39515 
21, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,57922,13661194,77,2008-03-08,T,39515 
22, Devil May Cry 4 , PS3 , Capcom , Action ,54889,962563,6,2008-03-08,M,39515 
23, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,53481,628070,17,2008-03-08,E,39515 
24, Mario Kart DS , DS , Nintendo , Racing ,52299,9276222,121,2008-03-08,E,39515 
25, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,49914,1941333,19,2008-03-08,T,39515 
26, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,48609,1500502,6,2008-03-08,T,39515 
27, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,46638,2464015,19,2008-03-08,T,39515 
28, Devil May Cry 4 , X360 , Capcom , Action ,46363,811783,6,2008-03-08,M,39515 
29, Wii Fit , Wii , Nintendo , Sports ,46348,1672814,15,2008-03-08,E,39515 
30, Rock Band , X360 , Unknown , Misc ,45984, NA ,5,2008-03-08,T,39515 
1, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,1650346,3150848,7,2008-03-15,T,39522 
2, Wii Sports , Wii , Nintendo , Sports ,285018,19998671,69,2008-03-15,E,39522 
3, Army of Two , X360 , Electronic Arts , Shooter ,164063,535663,2,2008-03-15,M,39522 
4, Wii Play , Wii , Nintendo , Misc ,117383,10701155,68,2008-03-15,E,39522 
5, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,96389,1059618,9,2008-03-15,E,39522 
6, Army of Two , PS3 , Electronic Arts , Shooter ,92987,239967,2,2008-03-15,M,39522 
7, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,90679,5152992,19,2008-03-15,M,39522 
8, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,87555,3618706,19,2008-03-15,E,39522 
9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,84733,12139876,148,2008-03-15,E,39522 
10, New Super Mario Bros. , DS , Nintendo , Platform ,76482,13805850,96,2008-03-15,E,39522 
11, Nintendogs , DS , Nintendo , Simulation ,75837,17853568,152,2008-03-15,E,39522 
12, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,75133,10132372,116,2008-03-15,E,39522 
13, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,75058,2016391,20,2008-03-15,T,39522 
14, God of War: Chains of Olympus , PSP , Capcom , Action ,65311,226220,2,2008-03-15,M,39522 
15, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,65146,13726340,78,2008-03-15,T,39522 
16, Mario Party DS , DS , Nintendo , Misc ,64543,3424242,19,2008-03-15,E,39522 
17, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,64115,2725509,19,2008-03-15,M,39522 
18, DS Bimoji Training , DS , Nintendo , Misc ,63869,63869,1,2008-03-15,T,39522 
19, Pro Evolution Soccer 2008 , PSP , Konami Digital Entertainment , Sports ,62758,281989,8,2008-03-15,E,39522 
20, Major League Baseball 2K8 , X360 , Bethesda Softworks , Sports ,60938,171890,2,2008-03-15,E,39522 
21, Bully: Scholarship Edition , X360 , Take-Two Interactive , Action ,58378,168389,2,2008-03-15,T,39522 
22, Super Mario Galaxy , Wii , Nintendo , Platform ,56972,5340443,20,2008-03-15,E,39522 
23, Mario Kart DS , DS , Nintendo , Racing ,55886,9332107,122,2008-03-15,E,39522 
24, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,51108,679178,18,2008-03-15,E,39522 
25, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,48804,2512819,20,2008-03-15,T,39522 
26, Link's Crossbow Training , Wii , Nintendo , Shooter ,47501,1469207,17,2008-03-15,T,39522 
27, Imagine: Babyz , DS , Ubisoft , Simulation ,46884,994946,21,2008-03-15,E,39522 
28, MLB 08: The Show , PS3 , Sony Computer Entertainment , Sports ,45924,113920,2,2008-03-15,E,39522 
29, Mario Party 8 , Wii , Nintendo , Misc ,45215,4644330,42,2008-03-15,E,39522 
30, Lost Odyssey , X360 , Microsoft Game Studios , Role-Playing ,43586,463822,15,2008-03-15,T,39522 
1, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,603173,3754021,8,2008-03-22,T,39529 
2, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,593289,593289,1,2008-03-22,M,39529 
3, Wii Sports , Wii , Nintendo , Sports ,391283,20389954,70,2008-03-22,E,39529 
4, Pokemon Ranger: Shadows of Almia, DS , Nintendo , Role-Playing ,242108,242108,1,2008-03-22,T,39529 
5, Wii Play , Wii , Nintendo , Misc ,196985,10898140,69,2008-03-22,E,39529 
6, Tom Clancy's Rainbow Six: Vegas 2 , PS3 , Ubisoft , Shooter ,181660,181660,1,2008-03-22,M,39529 
7, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,126950,1186568,10,2008-03-22,E,39529 
8, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,120912,3739618,20,2008-03-22,E,39529 
9, Army of Two , X360 , Electronic Arts , Shooter ,112470,648133,3,2008-03-22,M,39529 
10, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,107664,5260656,20,2008-03-22,M,39529 
11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,104955,12244831,149,2008-03-22,E,39529 
12, New Super Mario Bros. , DS , Nintendo , Platform ,98783,13904633,97,2008-03-22,E,39529 
13, Nintendogs , DS , Nintendo , Simulation ,98370,17951938,153,2008-03-22,E,39529 
14, Army of Two , PS3 , Electronic Arts , Shooter ,94930,334897,3,2008-03-22,M,39529 
15, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,94019,2110410,21,2008-03-22,T,39529 
16, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,89207,10221579,117,2008-03-22,E,39529 
17, Mario Party DS , DS , Nintendo , Misc ,75595,3499837,20,2008-03-22,E,39529 
18, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,75144,13801484,79,2008-03-22,T,39529 
19, Super Mario Galaxy , Wii , Nintendo , Platform ,73171,5413614,21,2008-03-22,E,39529 
20, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,70428,2795937,20,2008-03-22,M,39529 
21, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,70229,749407,19,2008-03-22,E,39529 
22, Mario Kart DS , DS , Nintendo , Racing ,68569,9400677,123,2008-03-22,E,39529 
23, Pro Evolution Soccer 2008 , PSP , Konami Digital Entertainment , Sports ,67397,349386,9,2008-03-22,E,39529 
24, Deca Sports , Wii , Hudson Soft , Sports ,65577,65577,1,2008-03-22,E,39529 
25, Sega Superstars Tennis , Wii , Sega , Sports ,61090,61090,1,2008-03-22,E10+,39529 
26, Imagine: Babyz , DS , Ubisoft , Simulation ,60238,1055184,22,2008-03-22,E,39529 
27, Carnival Games , Wii , Take-Two Interactive , Misc ,53453,1105586,30,2008-03-22,E,39529 
28, Mario Party 8 , Wii , Nintendo , Misc ,52571,4696901,43,2008-03-22,E,39529 
29, Link's Crossbow Training , Wii , Nintendo , Shooter ,52284,1521491,18,2008-03-22,T,39529 
30, Armored Core: For Answer , PS3 , From Software , Simulation ,51908,51908,1,2008-03-22,T,39529 
1, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,857429,857429,1,2008-03-29,T,39536 
2, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,391297,4145318,9,2008-03-29,T,39536 
3, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,319555,551802,16,2008-03-29,E,39536 
4, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,274650,867939,2,2008-03-29,M,39536 
5, Wii Sports , Wii , Nintendo , Sports ,242122,20632076,71,2008-03-29,E,39536 
6, Crisis Core: Final Fantasy VII , PSP , Square Enix , Role-Playing ,230270,1016524,29,2008-03-29,T,39536 
7, Wii Play , Wii , Nintendo , Misc ,143521,11041661,70,2008-03-29,E,39536 
8, God of War: Chains of Olympus , PSP , Capcom , Action ,118625,394144,4,2008-03-29,M,39536 
9, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,104895,1291463,11,2008-03-29,E,39536 
10, Pokemon Ranger: Shadows of Almia, DS , Nintendo , Role-Playing ,102644,344752,2,2008-03-29,T,39536 
11, Tom Clancy's Rainbow Six: Vegas 2 , PS3 , Ubisoft , Shooter ,97363,279023,2,2008-03-29,M,39536 
12, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,88210,3827828,21,2008-03-29,E,39536 
13, New Super Mario Bros. , DS , Nintendo , Platform ,86496,13991129,98,2008-03-29,E,39536 
14, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,82313,12327144,150,2008-03-29,E,39536 
15, Nintendogs , DS , Nintendo , Simulation ,81530,18033468,154,2008-03-29,E,39536 
16, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,79775,5340431,21,2008-03-29,M,39536 
17, Army of Two , X360 , Electronic Arts , Shooter ,76288,724421,4,2008-03-29,M,39536 
18, Viking: Battle for Asgard , X360 , Sega , Action ,72767,72767,1,2008-03-29,M,39536 
19, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,70893,2181303,22,2008-03-29,T,39536 
20, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,66619,10288198,118,2008-03-29,E,39536 
21, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,64533,13866017,80,2008-03-29,T,39536 
22, Pro Evolution Soccer 2008 , Wii , Konami Digital Entertainment , Sports ,64180,147192,6,2008-03-29,E,39536 
23, Dark Sector , X360 , D3Publisher , Shooter ,63468,63468,1,2008-03-29,M,39536 
24, Mario Party DS , DS , Nintendo , Misc ,61898,3561735,21,2008-03-29,E,39536 
25, Mario Kart DS , DS , Nintendo , Racing ,60998,9461674,124,2008-03-29,E,39536 
26, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,59932,2855869,21,2008-03-29,M,39536 
27, Army of Two , PS3 , Electronic Arts , Shooter ,58494,393391,4,2008-03-29,M,39536 
28, Sega Superstars Tennis , Wii , Sega , Sports ,57510,118600,2,2008-03-29,E10+,39536 
29, Kidou Senshi Gundam 00 , DS , Namco Bandai Games , Action ,49376,49376,1,2008-03-29,T,39536 
30, Viking: Battle for Asgard , PS3 , Sega , Action ,47360,47360,1,2008-03-29,M,39536 
1, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,581102,1438531,2,2008-04-05,T,39543 
2, Wii Sports , Wii , Nintendo , Sports ,342395,20974471,72,2008-04-05,E,39543 
3, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,263962,4409280,10,2008-04-05,T,39543 
4, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,202376,754178,17,2008-04-05,E,39543 
5, Wii Play , Wii , Nintendo , Misc ,184552,11226213,71,2008-04-05,E,39543 
6, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,138427,1006366,3,2008-04-05,M,39543 
7, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,116469,5456900,22,2008-04-05,M,39543 
8, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,95468,1386931,12,2008-04-05,E,39543 
9, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,90168,3917996,22,2008-04-05,E,39543 
10, Star Ocean: Second Evolution , PSP , Square Enix , Role-Playing ,89947,89947,1,2008-04-05,T,39543 
11, God of War: Chains of Olympus , PSP , Capcom , Action ,87983,482127,5,2008-04-05,M,39543 
12, New Super Mario Bros. , DS , Nintendo , Platform ,85857,14076986,99,2008-04-05,E,39543 
13, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,84267,12411411,151,2008-04-05,E,39543 
14, Nintendogs , DS , Nintendo , Simulation ,79634,18113102,155,2008-04-05,E,39543 
15, Pro Evolution Soccer 2008 , Wii , Konami Digital Entertainment , Sports ,78622,225814,7,2008-04-05,E,39543 
16, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,67395,10355593,119,2008-04-05,E,39543 
17, Mario Kart DS , DS , Nintendo , Racing ,66819,9528493,125,2008-04-05,E,39543 
18, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,66812,13932829,81,2008-04-05,T,39543 
19, Tom Clancy's Rainbow Six: Vegas 2 , PS3 , Ubisoft , Shooter ,65084,344107,3,2008-04-05,M,39543 
20, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,64599,2245902,23,2008-04-05,T,39543 
21, Army of Two , X360 , Electronic Arts , Shooter ,61112,785533,5,2008-04-05,M,39543 
22, Mario Party DS , DS , Nintendo , Misc ,56815,3618550,22,2008-04-05,E,39543 
23, Dark Sector , X360 , D3Publisher , Shooter ,55688,119156,2,2008-04-05,M,39543 
24, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,55363,2911232,22,2008-04-05,M,39543 
25, Tottadoo! Yoiko no Mujintou Seikatsu , DS , Namco Bandai Games , Adventure ,54082,54082,1,2008-04-05,E,39543 
26, Super Mario Galaxy , Wii , Nintendo , Platform ,53326,5513826,23,2008-04-05,E,39543 
27, Condemned 2: Bloodshot , X360 , Sega , Shooter ,52969,141660,4,2008-04-05,M,39543 
28, Crisis Core: Final Fantasy VII , PSP , Square Enix , Role-Playing ,52938,1069462,30,2008-04-05,T,39543 
29, Viking: Battle for Asgard , X360 , Sega , Action ,52756,125523,2,2008-04-05,M,39543 
30, Pro Yakyuu Spirits 5 , PS3 , Konami Digital Entertainment , Sports ,52452,52452,1,2008-04-05,E,39543 
1, Mario Kart Wii , Wii , Nintendo , Racing ,1084638,1084638,1,2008-04-12,E,39550 
2, Wii Sports , Wii , Nintendo , Sports ,265907,21240378,73,2008-04-12,E,39550 
3, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,221312,1659843,3,2008-04-12,T,39550 
4, Wii Play , Wii , Nintendo , Misc ,172654,11398867,72,2008-04-12,E,39550 
5, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,159491,4568771,11,2008-04-12,T,39550 
6, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,121731,875909,18,2008-04-12,E,39550 
7, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,83236,1089602,4,2008-04-12,M,39550 
8, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,82410,1469341,13,2008-04-12,E,39550 
9, New Super Mario Bros. , DS , Nintendo , Platform ,77358,14154344,100,2008-04-12,E,39550 
10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,76549,12487960,152,2008-04-12,E,39550 
11, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,73770,5530670,23,2008-04-12,M,39550 
12, Mario Kart DS , DS , Nintendo , Racing ,72489,9600982,126,2008-04-12,E,39550 
13, Nintendogs , DS , Nintendo , Simulation ,71934,18185036,156,2008-04-12,E,39550 
14, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,70559,3988555,23,2008-04-12,E,39550 
15, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,64182,10419775,120,2008-04-12,E,39550 
16, God of War: Chains of Olympus , PSP , Capcom , Action ,63439,545566,6,2008-04-12,M,39550 
17, Pro Evolution Soccer 2008 , Wii , Konami Digital Entertainment , Sports ,61757,287571,8,2008-04-12,E,39550 
18, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,60192,13993021,82,2008-04-12,T,39550 
19, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,54393,2965625,23,2008-04-12,M,39550 
20, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,53548,2299450,24,2008-04-12,T,39550 
21, Army of Two , X360 , Electronic Arts , Shooter ,52410,837943,6,2008-04-12,M,39550 
22, Game Party , Wii , Midway Games , Misc ,49995,594635,20,2008-04-12,E,39550 
23, Mario Party DS , DS , Nintendo , Misc ,48847,3667397,23,2008-04-12,E,39550 
24, Super Mario Galaxy , Wii , Nintendo , Platform ,47882,5561708,24,2008-04-12,E,39550 
25, Imagine: Babyz , DS , Ubisoft , Simulation ,46976,1193747,25,2008-04-12,E,39550 
26, Dark Sector , X360 , D3Publisher , Shooter ,45613,164769,3,2008-04-12,M,39550 
27, Condemned 2: Bloodshot , X360 , Sega , Shooter ,44441,186101,5,2008-04-12,M,39550 
28, Tom Clancy's Rainbow Six: Vegas 2 , PS3 , Ubisoft , Shooter ,43894,388001,4,2008-04-12,M,39550 
29, Mario Party 8 , Wii , Nintendo , Misc ,42858,4824040,46,2008-04-12,E,39550 
30, Sega Superstars Tennis , Wii , Sega , Sports ,41622,204618,4,2008-04-12,E10+,39550 
1, Mario Kart Wii , Wii , Nintendo , Racing ,573523,1658161,2,2008-04-19,E,39557 
2, Wii Sports , Wii , Nintendo , Sports ,360704,21601082,74,2008-04-19,E,39557 
3, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,257163,1133072,19,2008-04-19,E,39557 
4, Wii Play , Wii , Nintendo , Misc ,193405,11592272,73,2008-04-19,E,39557 
5, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,145555,1805398,4,2008-04-19,T,39557 
6, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,143990,4712761,12,2008-04-19,T,39557 
7, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,93877,1563218,14,2008-04-19,E,39557 
8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,85589,12573549,153,2008-04-19,E,39557 
9, Mario Kart DS , DS , Nintendo , Racing ,83398,9684380,127,2008-04-19,E,39557 
10, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,83394,4071949,24,2008-04-19,E,39557 
11, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,83043,2382493,25,2008-04-19,T,39557 
12, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,80061,1169663,5,2008-04-19,M,39557 
13, New Super Mario Bros. , DS , Nintendo , Platform ,78414,14232757,101,2008-04-19,E,39557 
14, Nintendogs , DS , Nintendo , Simulation ,75985,18261021,157,2008-04-19,E,39557 
15, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,74856,5605526,24,2008-04-19,M,39557 
16, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,70622,10490397,121,2008-04-19,E,39557 
17, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,63715,14056736,83,2008-04-19,T,39557 
18, Sega Superstars Tennis , Wii , Sega , Sports ,58736,263354,5,2008-04-19,E10+,39557 
19, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,56988,3022613,24,2008-04-19,M,39557 
20, Super Mario Galaxy , Wii , Nintendo , Platform ,54801,5616509,25,2008-04-19,E,39557 
21, Mario Party DS , DS , Nintendo , Misc ,53943,3721340,24,2008-04-19,E,39557 
22, Game Party , Wii , Midway Games , Misc ,53774,648409,21,2008-04-19,E,39557 
23, Pro Evolution Soccer 2008 , Wii , Konami Digital Entertainment , Sports ,53718,341289,9,2008-04-19,E,39557 
24, God of War: Chains of Olympus , PSP , Capcom , Action ,53151,598717,7,2008-04-19,M,39557 
25, Imagine: Babyz , DS , Ubisoft , Simulation ,51242,1244989,26,2008-04-19,E,39557 
26, Army of Two , X360 , Electronic Arts , Shooter ,49484,887427,7,2008-04-19,M,39557 
27, Mario Party 8 , Wii , Nintendo , Misc ,48099,4872139,47,2008-04-19,E,39557 
28, Carnival Games , Wii , Take-Two Interactive , Misc ,41984,1260354,34,2008-04-19,E,39557 
29, Cooking Mama 2: Dinner With Friends , DS , 505 Games , Simulation ,40700,911248,23,2008-04-19,E,39557 
30, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,39213,2723881,25,2008-04-19,T,39557 
1, Wii Fit , Wii , Nintendo , Sports ,586243,2476221,22,2008-04-26,E,39564 
2, Mario Kart Wii , Wii , Nintendo , Racing ,366029,2024190,3,2008-04-26,E,39564 
3, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,343291,1799918,33,2008-04-26,T,39564 
4, Wii Sports , Wii , Nintendo , Sports ,268060,21869142,75,2008-04-26,E,39564 
5, Wii Play , Wii , Nintendo , Misc ,162165,11754437,74,2008-04-26,E,39564 
6, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,156862,1289934,20,2008-04-26,E,39564 
7, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,103984,1909382,5,2008-04-26,T,39564 
8, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,96208,1659426,15,2008-04-26,E,39564 
9, Mario Kart DS , DS , Nintendo , Racing ,96001,9780381,128,2008-04-26,E,39564 
10, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,89307,4161256,25,2008-04-26,E,39564 
11, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,87190,4799951,13,2008-04-26,T,39564 
12, Tom Clancy's Rainbow Six: Vegas 2 , X360 , Ubisoft , Shooter ,84505,1254168,6,2008-04-26,M,39564 
13, New Super Mario Bros. , DS , Nintendo , Platform ,81010,14313767,102,2008-04-26,E,39564 
14, Valkyria Chronicles , PS3 , Sega , Role-Playing ,78038,78038,1,2008-04-26,T,39564 
15, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,74763,12648312,154,2008-04-26,E,39564 
16, Nintendogs , DS , Nintendo , Simulation ,70763,18331784,158,2008-04-26,E,39564 
17, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,67554,5673080,25,2008-04-26,M,39564 
18, Pokemon Diamond/Pokemon Pearl, DS , Nintendo , Role-Playing ,65255,14121991,84,2008-04-26,T,39564 
19, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,61636,10552033,122,2008-04-26,E,39564 
20, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,59655,3082268,25,2008-04-26,M,39564 
21, Mario Party DS , DS , Nintendo , Misc ,57751,3779091,25,2008-04-26,E,39564 
22, Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken , DS , Namco Bandai Games , Misc ,57669,57669,1,2008-04-26,E,39564 
23, Game Party , Wii , Midway Games , Misc ,54323,702732,22,2008-04-26,E,39564 
24, Imagine: Babyz , DS , Ubisoft , Simulation ,53938,1298927,27,2008-04-26,E,39564 
25, Super Mario Galaxy , Wii , Nintendo , Platform ,52808,5669316,26,2008-04-26,E,39564 
26, NBA Ballers: Chosen One , X360 , Midway Games , Sports ,50980,50980,1,2008-04-26,E,39564 
27, The World Ends With You , DS , Square Enix , Role-Playing ,49264,257246,40,2008-04-26,T,39564 
28, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,48180,2430673,26,2008-04-26,T,39564 
29, Sega Superstars Tennis , Wii , Sega , Sports ,47324,310678,6,2008-04-26,E10+,39564 
30, Pro Evolution Soccer 2008 , Wii , Konami Digital Entertainment , Sports ,46352,387641,10,2008-04-26,E,39564 
1, Grand Theft Auto IV , X360 , Capcom , Action ,3290540,3290540,1,2008-05-03,M,39571 
2, Grand Theft Auto IV , PS3 , Capcom , Action ,2479637,2479637,1,2008-05-03,M,39571 
3, Mario Kart Wii , Wii , Nintendo , Racing ,1528437,3552627,4,2008-05-03,E,39571 
4, Wii Sports , Wii , Nintendo , Sports ,584709,22453851,76,2008-05-03,E,39571 
5, Wii Fit , Wii , Nintendo , Sports ,341052,2817273,23,2008-05-03,E,39571 
6, Wii Play , Wii , Nintendo , Misc ,254228,12008665,75,2008-05-03,E,39571 
7, Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness, DS , Nintendo , Role-Playing ,154143,1954061,34,2008-05-03,T,39571 
8,Read more at http://gamewise.co/games/30399/Pokemon-Mystery-Dungeon-Explorers-of-Time-Explorers-of-Darkness#3cWQ1QdzAlZwuwW1.99, Wii , Nintendo , Shooter ,141205,1833399,24,2008-05-03,T,39571 
9, Super Smash Bros. Brawl , Wii , Nintendo , Fighting ,124862,4924813,14,2008-05-03,T,39571 
10, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,119068,2028450,6,2008-05-03,T,39571 
11, Mario Kart DS , DS , Nintendo , Racing ,107208,9887590,129,2008-05-03,E,39571 
12, Gran Turismo 5 Prologue , PS3 , Sony Computer Entertainment , Racing ,104792,1394726,21,2008-05-03,E,39571 
13, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,95627,4256883,26,2008-05-03,E,39571 
14, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,80166,2510839,27,2008-05-03,T,39571 
15, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,79562,5752642,26,2008-05-03,M,39571 
16, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,78658,12726970,155,2008-05-03,E,39571 
17, Mario & Sonic at the Olympic Games , DS , Nintendo , Sports ,78122,1737548,16,2008-05-03,E,39571 
18, New Super Mario Bros. , DS , Nintendo , Platform ,73552,14387319,103,2008-05-03,E,39571 
19, Nintendogs , DS , Nintendo , Simulation ,69748,18401532,159,2008-05-03,E,39571 
20, Game Party , Wii , Midway Games , Misc ,69067,771799,23,2008-05-03,E,39571 
