Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
14, Dragon's Dogma , X360 , Capcom , Adventure ,31806,505427,50,2013-05-04,M,41398 
15, Call of Duty: Black Ops II , X360 , Activision , Shooter ,29640,11879842,25,2013-05-04,M,41398 
16, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,28105,7144955,32,2013-05-04,E,41398 
17, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,26561,734581,6,2013-05-04,M,41398 
18, Deadly Premonition: Directors Cut , PS3 , Ignition Entertainment , Action ,25040,30584,2,2013-05-04,M,41398 
19, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,24945,1124478,8,2013-05-04,M,41398 
20, Fire Emblem: Awakening , 3DS , Nintendo , Strategy ,24907,854322,55,2013-05-04,T,41398 
21, Mario Kart 7 , 3DS , Nintendo , Racing ,24790,7843871,75,2013-05-04,E,41398 
22, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,24764,1106925,6,2013-05-04,M,41398 
23, Halo 4 , X360 , Microsoft Game Studios , Shooter ,24729,8030664,26,2013-05-04,M,41398 
24, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,21270,6473641,46,2013-05-04,E,41398 
25, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,20733,19633353,131,2013-05-04,E,41398 
26, Tomb Raider , X360 , Square Enix , Action ,20468,991023,9,2013-05-04,M,41398 
27, Far Cry 3 , PS3 , Ubisoft , Shooter ,20236,2250573,23,2013-05-04,M,41398 
28, Nintendo Land , WiiU , Nintendo , Action ,19993,1926960,24,2013-05-04,E10+,41398 
29, NBA 2K13 , X360 , Take-Two Interactive , Action ,19306,2398917,31,2013-05-04,E,41398 
30, Naruto Shippuden: Ultimate Ninja Storm 3 , PS3 , Namco Bandai Games , Fighting ,19264,407893,9,2013-05-04,T,41398 
1, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,103410,860537,4,2013-05-11,E,41405 
2, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,91861,1739238,8,2013-05-11,E,41405 
3, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,55723,231320,3,2013-05-11,E10+,41405 
4, Dead Island: Riptide , X360 , Deep Silver , Action ,52771,384965,3,2013-05-11,M,41405 
5, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,45209,490045,4,2013-05-11,T,41405 
6, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,39514,11486164,26,2013-05-11,M,41405 
7, Injustice: Gods Among Us , PS3 , Warner Bros. Interactive Entertainment , Fighting ,36156,425069,4,2013-05-11,T,41405 
8, Call of Duty: Black Ops II , X360 , Activision , Shooter ,33664,11913506,26,2013-05-11,M,41405 
9, Dead Island: Riptide , PS3 , Deep Silver , Action ,32882,223003,3,2013-05-11,M,41405 
10, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,32190,5947359,42,2013-05-11,E,41405 
11, Dragon's Dogma , PS3 , Capcom , Adventure ,30427,1217423,51,2013-05-11,M,41405 
12, Tomb Raider , PS3 , Square Enix , Action ,29784,1433701,10,2013-05-11,M,41405 
13, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,25662,7170617,33,2013-05-11,E,41405 
14, Halo 4 , X360 , Microsoft Game Studios , Shooter ,24786,8055450,27,2013-05-11,M,41405 
15, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,24556,3310750,27,2013-05-11,E,41405 
16, Mario Kart 7 , 3DS , Nintendo , Racing ,23532,7867403,76,2013-05-11,E,41405 
17, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,23243,1147721,9,2013-05-11,M,41405 
18, Assassin's Creed III , PS3 , Ubisoft , Action ,23030,5130820,28,2013-05-11,M,41405 
19, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,21961,1128886,7,2013-05-11,M,41405 
20, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,21788,6495429,47,2013-05-11,E,41405 
21, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,21383,19654736,132,2013-05-11,E,41405 
22, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,20998,755579,7,2013-05-11,M,41405 
23, Soul Sacrifice , PSV , Sony Computer Entertainment , Action ,20901,270545,10,2013-05-11,M,41405 
24, Nintendo Land , WiiU , Nintendo , Action ,20486,1947446,25,2013-05-11,E10+,41405 
25, NBA 2K13 , X360 , Take-Two Interactive , Action ,20273,2419190,32,2013-05-11,E,41405 
26, The Walking Dead: A Telltale Games Series , PS3 , Telltale Games , Adventure ,18904,271555,22,2013-05-11,M,41405 
27, Fire Emblem: Awakening , 3DS , Nintendo , Strategy ,18587,872909,56,2013-05-11,T,41405 
28, New Super Mario Bros. U , WiiU , Nintendo , Action ,17593,1785058,25,2013-05-11,E,41405 
29, Mario Kart Wii , Wii , Nintendo , Racing ,17580,33520589,266,2013-05-11,E,41405 
30, Wii Sports , Wii , Nintendo , Sports ,17420,81044266,338,2013-05-11,E,41405 
1, Summon Night 5 , PSP , Namco Bandai Games , Role-Playing ,102793,102793,1,2013-05-18,E10+,41412 
2, Metro: Last Light , X360 , Deep Silver , Shooter ,93285,93285,1,2013-05-18,M,41412 
3, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,79767,1819005,9,2013-05-18,E,41412 
4, Metro: Last Light , PS3 , Deep Silver , Shooter ,79757,79757,1,2013-05-18,M,41412 
5, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,64163,924700,5,2013-05-18,E,41412 
6, Pokemon Mystery Dungeon: Gates to Infinity , 3DS , Nintendo , Role-Playing ,52773,708029,26,2013-05-18,E,41412 
7, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,41522,272842,4,2013-05-18,E10+,41412 
8, Dead Island: Riptide , X360 , Deep Silver , Action ,36385,421350,4,2013-05-18,M,41412 
9, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,36205,11522369,27,2013-05-18,M,41412 
10, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,34066,524111,5,2013-05-18,T,41412 
11, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,31594,7202211,34,2013-05-18,E,41412 
12, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,29553,5976912,43,2013-05-18,E,41412 
13, Call of Duty: Black Ops II , X360 , Activision , Shooter ,29019,11942525,27,2013-05-18,M,41412 
14, Tomb Raider , PS3 , Square Enix , Action ,23926,1457627,11,2013-05-18,M,41412 
15, Dead Island: Riptide , PS3 , Deep Silver , Action ,23658,246661,4,2013-05-18,M,41412 
16, Halo 4 , X360 , Microsoft Game Studios , Shooter ,23202,8078652,28,2013-05-18,M,41412 
17, Injustice: Gods Among Us , PS3 , Warner Bros. Interactive Entertainment , Fighting ,22709,447778,5,2013-05-18,T,41412 
18, Assassin's Creed III , PS3 , Ubisoft , Action ,21920,5152740,29,2013-05-18,M,41412 
19, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,21660,1169381,10,2013-05-18,M,41412 
20, Mario Kart 7 , 3DS , Nintendo , Racing ,20914,7888317,77,2013-05-18,E,41412 
21, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,20357,19675093,133,2013-05-18,E,41412 
22, Nintendo Land , WiiU , Nintendo , Action ,19573,1967019,26,2013-05-18,E10+,41412 
23, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,19255,6514684,48,2013-05-18,E,41412 
24, Metro: Last Light , PC , Deep Silver , Shooter ,19061,19061,1,2013-05-18,M,41412 
25, The Walking Dead: A Telltale Games Series , PS3 , Telltale Games , Adventure ,18822,290377,23,2013-05-18,M,41412 
26, Dragon's Dogma , PS3 , Capcom , Adventure ,18519,1235942,52,2013-05-18,M,41412 
27, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,17725,1146611,8,2013-05-18,M,41412 
28, NBA 2K13 , X360 , Take-Two Interactive , Action ,17044,2436234,33,2013-05-18,E,41412 
29, Mario Kart Wii , Wii , Nintendo , Racing ,16626,33537215,267,2013-05-18,E,41412 
30, Wii Sports , Wii , Nintendo , Sports ,16553,81060819,339,2013-05-18,E,41412 
1, Shin Megami Tensei IV , 3DS , Atlus , Role-Playing ,187139,187139,1,2013-05-25,M,41419 
2, Resident Evil: Revelations , PS3 , Capcom , Action ,172811,172811,1,2013-05-25,M,41419 
3, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,126505,126505,1,2013-05-25,E,41419 
4, Kamen Rider: Battride War , PS3 , Namco Bandai Games , Action ,125557,125557,1,2013-05-25,T,41419 
5, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,70989,1889994,10,2013-05-25,E,41419 
6, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,60757,985457,6,2013-05-25,E,41419 
7, Resident Evil: Revelations , X360 , Capcom , Action ,45711,45711,1,2013-05-25,M,41419 
8, Valhalla Knights 3 , PSV , Marvelous Entertainment , Action ,41765,41765,1,2013-05-25,E10+,41419 
9, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,38982,11561351,28,2013-05-25,M,41419 
10, Metro: Last Light , PS3 , Deep Silver , Shooter ,38847,118604,2,2013-05-25,M,41419 
11, Metro: Last Light , X360 , Deep Silver , Shooter ,36442,129727,2,2013-05-25,M,41419 
12, Call of Duty: Black Ops II , X360 , Activision , Shooter ,33042,11975567,28,2013-05-25,M,41419 
13, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,32736,7234947,35,2013-05-25,E,41419 
14, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,32131,304973,5,2013-05-25,E10+,41419 
15, Pokemon Mystery Dungeon: Gates to Infinity , 3DS , Nintendo , Role-Playing ,27328,735357,27,2013-05-25,E,41419 
16, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,26525,6003437,44,2013-05-25,E,41419 
17, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,25180,549291,6,2013-05-25,T,41419 
18, Assassin's Creed III , PS3 , Ubisoft , Action ,24022,5176762,30,2013-05-25,M,41419 
19, Halo 4 , X360 , Microsoft Game Studios , Shooter ,23094,8101746,29,2013-05-25,M,41419 
20, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,21882,1168493,9,2013-05-25,M,41419 
21, Resident Evil: Revelations , WiiU , Capcom , Action ,21351,21351,1,2013-05-25,M,41419 
22, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,20662,1190043,11,2013-05-25,M,41419 
23, Mario Kart 7 , 3DS , Nintendo , Racing ,20479,7908796,78,2013-05-25,E,41419 
24, FIFA Soccer 13 , X360 , Electronic Arts , Action ,20419,4621811,35,2013-05-25,E,41419 
25, Tomb Raider , PS3 , Square Enix , Action ,20243,1477870,12,2013-05-25,M,41419 
26, Dead Island: Riptide , X360 , Deep Silver , Action ,20130,441480,5,2013-05-25,M,41419 
27, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,19700,791594,9,2013-05-25,M,41419 
28, Terraria , PS3 , Spike Co. , Action ,19424,19424,1,2013-05-25,T,41419 
29, Nintendo Land , WiiU , Nintendo , Action ,18925,1985944,27,2013-05-25,E10+,41419 
30, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,18899,6533583,49,2013-05-25,E,41419 
1, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,70066,1960060,11,2013-06-01,E,41426 
2, GRID 2 , PS3 , Codemasters , Racing ,67617,67617,1,2013-06-01,E,41426 
3, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,64833,191338,2,2013-06-01,E,41426 
4, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,61905,1047362,7,2013-06-01,E,41426 
5, Resident Evil: Revelations , PS3 , Capcom , Action ,59363,232174,2,2013-06-01,M,41426 
6, GRID 2 , X360 , Codemasters , Racing ,50869,50869,1,2013-06-01,E,41426 
7, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,45711,11607062,29,2013-06-01,M,41426 
8, Call of Duty: Black Ops II , X360 , Activision , Shooter ,39590,12015157,29,2013-06-01,M,41426 
9, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,38711,7273658,36,2013-06-01,E,41426 
10, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,30693,335666,6,2013-06-01,E10+,41426 
11, Fuse , X360 , Electronic Arts , Shooter ,30603,30603,1,2013-06-01,M,41426 
12, Shin Megami Tensei IV , 3DS , Atlus , Role-Playing ,29743,216882,2,2013-06-01,M,41426 
13, Just Dance 4 , Wii , Ubisoft , Misc ,29315,5917750,35,2013-06-01,E10+,41426 
14, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,27896,6031333,45,2013-06-01,E,41426 
15, Fuse , PS3 , Electronic Arts , Shooter ,26958,26958,1,2013-06-01,M,41426 
16, Metro: Last Light , PS3 , Deep Silver , Shooter ,26929,145533,3,2013-06-01,M,41426 
17, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,26399,1194892,10,2013-06-01,M,41426 
18, Assassin's Creed III , PS3 , Ubisoft , Action ,26171,5202933,31,2013-06-01,M,41426 
19, FIFA Soccer 13 , X360 , Electronic Arts , Action ,25944,4647755,36,2013-06-01,E,41426 
20, Metro: Last Light , X360 , Deep Silver , Shooter ,23733,153460,3,2013-06-01,M,41426 
21, Tomb Raider , PS3 , Square Enix , Action ,22915,1500785,13,2013-06-01,M,41426 
22, Far Cry 3 , PS3 , Ubisoft , Shooter ,22535,2318654,27,2013-06-01,M,41426 
23, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,22427,814021,10,2013-06-01,M,41426 
24, Mario Kart 7 , 3DS , Nintendo , Racing ,21983,7930779,79,2013-06-01,E,41426 
25, Halo 4 , X360 , Microsoft Game Studios , Shooter ,21620,8123366,30,2013-06-01,M,41426 
26, Assassin's Creed III , X360 , Ubisoft , Action ,21168,4262002,31,2013-06-01,M,41426 
27, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,19709,19713604,135,2013-06-01,E,41426 
28, Batman: Arkham City , X360 , Warner Bros. Interactive Entertainment , Action ,19528,3678817,85,2013-06-01,T,41426 
29, Nintendo Land , WiiU , Nintendo , Action ,19342,2005286,28,2013-06-01,E10+,41426 
30, The Sims 3: Collector's Edition , PC , Electronic Arts , Simulation ,19253,6313077,209,2013-06-01,E,41426 
1, Minecraft , X360 , Microsoft Game Studios , Adventure ,151534,151534,1,2013-06-08,E10+,41433 
2, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,58248,2018308,12,2013-06-08,E,41433 
3, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,50664,242002,3,2013-06-08,E,41433 
4, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,47926,11654988,30,2013-06-08,M,41433 
5, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,46301,1093663,8,2013-06-08,E,41433 
6, Remember Me , PS3 , Capcom , Action ,43890,43890,1,2013-06-08,M,41433 
7, Call of Duty: Black Ops II , X360 , Activision , Shooter ,43655,12058812,30,2013-06-08,M,41433 
8, GRID 2 , PS3 , Codemasters , Racing ,34092,101709,2,2013-06-08,E,41433 
9, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,33430,7307088,37,2013-06-08,E,41433 
10, Resident Evil: Revelations , PS3 , Capcom , Action ,33365,265539,3,2013-06-08,M,41433 
11, Just Dance 4 , Wii , Ubisoft , Misc ,31334,5949084,36,2013-06-08,E10+,41433 
12, Remember Me , X360 , Capcom , Action ,30195,30195,1,2013-06-08,M,41433 
13, The Elder Scrolls V: Skyrim , PC , Bethesda Softworks , Role-Playing ,27377,2885047,83,2013-06-08,M,41433 
14, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,26769,362435,7,2013-06-08,E10+,41433 
15, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,26560,6057893,46,2013-06-08,E,41433 
16, Far Cry 3 , PS3 , Ubisoft , Shooter ,25299,2343953,28,2013-06-08,M,41433 
17, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,24652,4646219,83,2013-06-08,M,41433 
18, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,24383,7130534,83,2013-06-08,M,41433 
19, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,23910,1218802,11,2013-06-08,M,41433 
20, GRID 2 , X360 , Codemasters , Racing ,23628,74497,2,2013-06-08,E,41433 
21, Assassin's Creed III , PS3 , Ubisoft , Action ,23008,5225941,32,2013-06-08,M,41433 
22, Tomb Raider , PS3 , Square Enix , Action ,22897,1523682,14,2013-06-08,M,41433 
23, Skylanders Giants , Wii , Activision , Action ,22344,2016843,34,2013-06-08,E10+,41433 
24, Halo 4 , X360 , Microsoft Game Studios , Shooter ,22290,8145656,31,2013-06-08,M,41433 
25, FIFA Soccer 13 , X360 , Electronic Arts , Action ,21457,4669212,37,2013-06-08,E,41433 
26, Batman: Arkham City , X360 , Warner Bros. Interactive Entertainment , Action ,21213,3700030,86,2013-06-08,T,41433 
27, Batman: Arkham City , PS3 , Warner Bros. Interactive Entertainment , Action ,21038,4324676,86,2013-06-08,T,41433 
28, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,21017,589452,8,2013-06-08,T,41433 
29, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,20783,19734387,136,2013-06-08,E,41433 
30, Mario Kart 7 , 3DS , Nintendo , Racing ,20782,7951561,80,2013-06-08,E,41433 
1, The Last of Us , PS3 , Sony Computer Entertainment America , Adventure ,1319206,1319206,1,2013-06-15,M,41440 
2, Animal Crossing: New Leaf , 3DS , Nintendo , Action ,495388,3869075,32,2013-06-15,E,41440 
3, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,146016,388018,4,2013-06-15,E,41440 
4, Minecraft , X360 , Microsoft Game Studios , Adventure ,83519,235053,2,2013-06-15,E10+,41440 
5, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,62618,2080926,13,2013-06-15,E,41440 
6, Call of Duty: Black Ops II , X360 , Activision , Shooter ,47439,12106251,31,2013-06-15,M,41440 
7, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,43453,11698441,31,2013-06-15,M,41440 
8, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,41529,1135192,9,2013-06-15,E,41440 
9, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,30198,6088091,47,2013-06-15,E,41440 
10, Tomb Raider , PS3 , Square Enix , Action ,26857,1550539,15,2013-06-15,M,41440 
11, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,26773,7333861,38,2013-06-15,E,41440 
12, GRID 2 , PS3 , Codemasters , Racing ,25767,127476,3,2013-06-15,E,41440 
13, Just Dance 4 , Wii , Ubisoft , Misc ,24298,5973382,37,2013-06-15,E10+,41440 
14, Batman: Arkham City , X360 , Warner Bros. Interactive Entertainment , Action ,23897,3723927,87,2013-06-15,T,41440 
15, Mario Kart 7 , 3DS , Nintendo , Racing ,23798,7975359,81,2013-06-15,E,41440 
16, Far Cry 3 , PS3 , Ubisoft , Shooter ,23659,2367612,29,2013-06-15,M,41440 
17, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,22409,384844,8,2013-06-15,E10+,41440 
18, Assassin's Creed III , PS3 , Ubisoft , Action ,21955,5247896,33,2013-06-15,M,41440 
19, Batman: Arkham City , PS3 , Warner Bros. Interactive Entertainment , Action ,21588,4346264,87,2013-06-15,T,41440 
20, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,21109,7151643,84,2013-06-15,M,41440 
21, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,20967,610419,9,2013-06-15,T,41440 
22, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,20756,4666975,84,2013-06-15,M,41440 
23, Resident Evil: Revelations , PS3 , Capcom , Action ,20574,286113,4,2013-06-15,M,41440 
24, Nintendo Land , WiiU , Nintendo , Action ,18463,2042741,30,2013-06-15,E10+,41440 
25, The Elder Scrolls V: Skyrim , PC , Bethesda Softworks , Role-Playing ,18421,2903468,84,2013-06-15,M,41440 
26, Chousoku Henkei Gyrozetter: Albatross no Tsubasa , 3DS , Square Enix , Role-Playing ,18272,18272,1,2013-06-15,E,41440 
27, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,18105,1236907,12,2013-06-15,M,41440 
28, Assassin's Creed III , X360 , Ubisoft , Action ,17549,4297777,33,2013-06-15,M,41440 
29, Halo 4 , X360 , Microsoft Game Studios , Shooter ,17246,8162902,32,2013-06-15,M,41440 
30, GRID 2 , X360 , Codemasters , Racing ,17204,91701,3,2013-06-15,E,41440 
1, The Last of Us , PS3 , Sony Computer Entertainment America , Adventure ,636187,1955393,2,2013-06-22,M,41447 
2, Animal Crossing: New Leaf , 3DS , Nintendo , Action ,218171,4087246,33,2013-06-22,E,41447 
3, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,81168,469186,5,2013-06-22,E,41447 
4, Minecraft , X360 , Microsoft Game Studios , Adventure ,63764,298817,3,2013-06-22,E10+,41447 
5, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,53007,2133933,14,2013-06-22,E,41447 
6, Call of Duty: Black Ops II , X360 , Activision , Shooter ,41767,12148018,32,2013-06-22,M,41447 
7, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,41379,11739820,32,2013-06-22,M,41447 
8, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,33229,1168421,10,2013-06-22,E,41447 
9, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,29090,6117181,48,2013-06-22,E,41447 
10, Hyperdimension Idol Neptunia PP , PSV , Compile Heart , Action ,27701,27701,1,2013-06-22,T,41447 
11, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,27568,7361429,39,2013-06-22,E,41447 
12, Far Cry 3 , PS3 , Ubisoft , Shooter ,26132,2393744,30,2013-06-22,M,41447 
13, Tomb Raider , PS3 , Square Enix , Action ,25336,1575875,16,2013-06-22,M,41447 
14, Mario Kart 7 , 3DS , Nintendo , Racing ,23863,7999222,82,2013-06-22,E,41447 
15, Just Dance 4 , Wii , Ubisoft , Misc ,23824,5997206,38,2013-06-22,E10+,41447 
16, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,22423,19768553,138,2013-06-22,E,41447 
17, Batman: Arkham City , X360 , Warner Bros. Interactive Entertainment , Action ,22324,3746251,88,2013-06-22,T,41447 
18, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,21940,406784,9,2013-06-22,E10+,41447 
19, Assassin's Creed III , PS3 , Ubisoft , Action ,21643,5269539,34,2013-06-22,M,41447 
20, Assassin's Creed III , X360 , Ubisoft , Action ,20300,4318077,34,2013-06-22,M,41447 
21, Batman: Arkham City , PS3 , Warner Bros. Interactive Entertainment , Action ,19686,4365950,88,2013-06-22,T,41447 
22, FIFA Soccer 13 , X360 , Electronic Arts , Action ,19664,4705192,39,2013-06-22,E,41447 
23, Far Cry 3 , X360 , Ubisoft , Shooter ,19635,2373760,30,2013-06-22,M,41447 
24, Nintendo Land , WiiU , Nintendo , Action ,18099,2060840,31,2013-06-22,E10+,41447 
25, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,17988,628407,10,2013-06-22,T,41447 
26, Super Mario 3D Land , 3DS , Nintendo , Platform ,17531,8411955,86,2013-06-22,E,41447 
27, NBA 2K13 , X360 , Take-Two Interactive , Action ,17275,2524841,38,2013-06-22,E,41447 
28, GRID 2 , PS3 , Codemasters , Racing ,16762,144238,4,2013-06-22,E,41447 
29, Skylanders Giants , Wii , Activision , Action ,16557,2044976,36,2013-06-22,E10+,41447 
30, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,16405,4683380,85,2013-06-22,M,41447 
1, The Last of Us , PS3 , Sony Computer Entertainment America , Adventure ,385314,2340707,3,2013-06-29,M,41454 
2, Gundam Breaker , PS3 , Namco Bandai Games , Action ,189969,189969,1,2013-06-29,T,41454 
3, Animal Crossing: New Leaf , 3DS , Nintendo , Action ,145904,4233150,34,2013-06-29,E,41454 
4, Toukiden , PSV , Tecmo Koei , Action ,124274,124274,1,2013-06-29,E10+,41454 
5, Etrian Odyssey: Millennium Girl , 3DS , Atlus , Role-Playing ,90297,90297,1,2013-06-29,T,41454 
6, Minecraft , X360 , Microsoft Game Studios , Adventure ,87338,386155,4,2013-06-29,E10+,41454 
7, Toukiden , PSP , Tecmo Koei , Action ,67728,67728,1,2013-06-29,E10+,41454 
8, Project X Zone , 3DS , Namco Bandai Games , Action ,64316,211936,38,2013-06-29,T,41454 
9, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,57738,526924,6,2013-06-29,E,41454 
10, Atelier Escha & Logy , PS3 , Gust , Role-Playing ,57712,57712,1,2013-06-29,E10+,41454 
11, Deadpool , PS3 , Activision , Action ,50272,50272,1,2013-06-29,M,41454 
12, Deadpool , X360 , Activision , Action ,49430,49430,1,2013-06-29,M,41454 
13, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,46343,2180276,15,2013-06-29,E,41454 
14, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,42387,11782207,33,2013-06-29,M,41454 
15, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,39947,7401376,40,2013-06-29,E,41454 
16, Call of Duty: Black Ops II , X360 , Activision , Shooter ,38643,12186661,33,2013-06-29,M,41454 
17, Company of Heroes 2 , PC , Unknown , Action ,37611,37611,1,2013-06-29,M,41454 
18, Digimon World Re:Digitize Decode , 3DS , Namco Bandai Games , Role-Playing ,35265,35265,1,2013-06-29,E,41454 
19, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,34621,1203042,11,2013-06-29,E,41454 
20, Far Cry 3 , PS3 , Ubisoft , Shooter ,33620,2427364,31,2013-06-29,M,41454 
21, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,28378,6145559,49,2013-06-29,E,41454 
22, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,27176,4710556,86,2013-06-29,M,41454 
23, Far Cry 3 , X360 , Ubisoft , Shooter ,26181,2399941,31,2013-06-29,M,41454 
24, FIFA Soccer 13 , X360 , Electronic Arts , Action ,25586,4730778,40,2013-06-29,E,41454 
25, Assassin's Creed III , PS3 , Ubisoft , Action ,25526,5295065,35,2013-06-29,M,41454 
26, Assassin's Creed III , X360 , Ubisoft , Action ,25007,4343084,35,2013-06-29,M,41454 
27, Tomb Raider , PS3 , Square Enix , Action ,24701,1600576,17,2013-06-29,M,41454 
28, Date A Live: Rine Utopia , PS3 , Compile Heart , Adventure ,24105,24105,1,2013-06-29,E,41454 
29, Mario Kart 7 , 3DS , Nintendo , Racing ,22718,8021940,83,2013-06-29,E,41454 
30, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,22149,19790702,139,2013-06-29,E,41454 
1, The Last of Us , PS3 , Sony Computer Entertainment America , Adventure ,236145,2576852,4,2013-07-06,M,41461 
2, Earth Defense Force 4 , PS3 , D3Publisher , Shooter ,154680,154680,1,2013-07-06,M,41461 
3, Animal Crossing: New Leaf , 3DS , Nintendo , Action ,108071,4341221,35,2013-07-06,E,41461 
4, Minecraft , X360 , Microsoft Game Studios , Adventure ,102736,488891,5,2013-07-06,E10+,41461 
5, Donkey Kong Country Returns 3D , 3DS , Nintendo , Platform ,45719,572643,7,2013-07-06,E,41461 
