id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,when
460,10, Nodame Cantabile , DS , Namco Bandai Games , Misc ,42547,42547,1,2007-04-21,E,39193,Apr-07
461,11, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,39349,2797384,22,2007-04-21,T,39193,Nov-06
462,12, Yoshi's Island DS , DS , Nintendo , Platform ,39158,1467730,23,2007-04-21,E,39193,Nov-06
463,13, Mario Kart DS , DS , Nintendo , Racing ,36539,6559665,75,2007-04-21,E,39193,Nov-05
464,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,34786,7252223,74,2007-04-21,E,39193,Nov-05
465,15, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,33864,1155239,24,2007-04-21,M,39193,Nov-06
466,16, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,33414,607118,19,2007-04-21,T,39193,Dec-06
467,17, Big Brain Academy , DS , Nintendo , Misc ,24431,3293766,95,2007-04-21,E,39193,Jun-05
468,18, Gears of War , X360 , Microsoft Game Studios , Shooter ,22888,3797208,24,2007-04-21,M,39193,Nov-06
469,19, Practise English! , DS , Nintendo , Misc ,22574,136439,4,2007-04-21,E,39193,Mar-07
470,20, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,22214,4077083,78,2007-04-21,M,39193,Oct-05
471,21, Cooking Mama , DS , 505 Games , Simulation ,22094,462050,57,2007-04-21,E,39193,Mar-06
472,22, Sonic and the Secret Rings , Wii , Sega , Platform ,20970,400689,9,2007-04-21,E,39193,Feb-07
473,23, Lise no Atelier: Ordre no Renkinjutsushi , DS , Gust , Role-Playing ,20952,20952,1,2007-04-21,T,39193,Apr-07
474,24, Call of Duty 3 , PS3 , Activision , Shooter ,19928,401364,23,2007-04-21,T,39193,Nov-06
475,25, Bust-A-Move Bash! , Wii , 505 Games , Puzzle ,19866,19866,1,2007-04-21,E,39193,Apr-07
476,26, Crackdown , X360 , Microsoft Game Studios , Shooter ,19533,941454,9,2007-04-21,M,39193,Feb-07
477,27, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,19407,453236,10,2007-04-21,E,39193,Feb-07
478,28, Clubhouse Games , DS , Nintendo , Misc ,18863,1126194,30,2007-04-21,E,39193,Sep-06
479,29, Guitar Hero II , X360 , Activision , Misc ,18646,442868,3,2007-04-21,T,39193,Mar-07
480,30, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,18481,224266,7,2007-04-21,E10+,39193,Mar-07
481,1, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,1398111,6510096,32,2007-04-28,T,39200,Sep-06
482,2, Final Fantasy XII: Revenant Wings , DS , Square Enix , Role-Playing ,287795,287795,1,2007-04-28,E10+,39200,Apr-07
483,3, Wii Sports , Wii , Nintendo , Sports ,263080,5934284,23,2007-04-28,E,39200,Nov-06
484,4, Wii Play , Wii , Nintendo , Misc ,156342,2774703,22,2007-04-28,E,39200,Nov-06
485,5, Super Paper Mario , Wii , Nintendo , Platform ,150075,566247,3,2007-04-28,E,39200,Apr-07
486,6, Nintendogs , DS , Nintendo , Simulation ,97326,13159256,106,2007-04-28,E,39200,Apr-05
487,7, New Super Mario Bros. , DS , Nintendo , Platform ,79834,9762481,50,2007-04-28,E,39200,May-06
488,8, Momotarou Dentetsu DS: Tokyo & Japan , DS , Hudson Soft , Misc ,74809,74809,1,2007-04-28,T,39200,Apr-07
489,9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,59094,7360828,102,2007-04-28,E,39200,May-05
490,10, Guitar Hero II , X360 , Activision , Misc ,57824,500692,4,2007-04-28,T,39200,Mar-07
491,11, F.E.A.R. , PS3 , Vivendi Games , Shooter ,50772,65704,2,2007-04-28,M,39200,Apr-07
492,12, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,44188,2841572,23,2007-04-28,T,39200,Nov-06
493,13, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,43261,43261,1,2007-04-28,E,39200,Apr-07
494,14, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,43241,154777,6,2007-04-28,M,39200,Mar-07
495,15, Mario Kart DS , DS , Nintendo , Racing ,42651,6602316,76,2007-04-28,E,39200,Nov-05
496,16, Mario vs. Donkey Kong 2: March of the Minis , DS , Nintendo , Puzzle ,40124,729183,31,2007-04-28,E,39200,Sep-06
497,17, One Piece: Unlimited Adventure , Wii , Namco Bandai Games , Adventure ,39404,39404,1,2007-04-28,T,39200,Apr-07
498,18, Yoshi's Island DS , DS , Nintendo , Platform ,38906,1506636,24,2007-04-28,E,39200,Nov-06
499,19, Animal Crossing: Wild World , DS , Nintendo , Simulation ,38443,7290666,75,2007-04-28,E,39200,Nov-05
500,20, Apollo Justice: Ace Attorney , DS , Capcom , Adventure ,37921,343170,3,2007-04-28,T,39200,Apr-07
501,21, Planet Puzzle League , DS , Nintendo , Puzzle ,34881,34881,1,2007-04-28,E,39200,Apr-07
502,22, Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS , DS , Paon , Misc ,30280,30280,1,2007-04-28,E,39200,Apr-07
503,23, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,28270,1183509,25,2007-04-28,M,39200,Nov-06
504,24, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,27488,634606,20,2007-04-28,T,39200,Dec-06
505,25, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,27283,4355115,70,2007-04-28,E,39200,Dec-05
506,26, Practise English! , DS , Nintendo , Misc ,24856,161295,5,2007-04-28,E,39200,Mar-07
507,27, Final Fantasy Anniversary Edition , PSP , Square Enix , Role-Playing ,23811,75475,2,2007-04-28,E10+,39200,Apr-07
508,28, Big Brain Academy , DS , Nintendo , Misc ,23402,3317168,96,2007-04-28,E,39200,Jun-05
509,29, Cooking Mama , DS , 505 Games , Simulation ,22442,484492,58,2007-04-28,E,39200,Mar-06
510,30, SNK vs. Capcom Card Fighters DS , DS , Ignition Entertainment , Strategy ,21475,21475,20,2007-04-28,T,39200,Dec-06
511,1, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,523864,7033960,33,2007-05-05,T,39207,Sep-06
512,2, Wii Sports , Wii , Nintendo , Sports ,278113,6212397,24,2007-05-05,E,39207,Nov-06
513,3, Wii Play , Wii , Nintendo , Misc ,177887,2952590,23,2007-05-05,E,39207,Nov-06
514,4, Super Paper Mario , Wii , Nintendo , Platform ,147438,713685,4,2007-05-05,E,39207,Apr-07
515,5, Spider-Man 3 , X360 , Activision , Platform ,140164,140164,1,2007-05-05,T,39207,Apr-07
516,6, Final Fantasy XII: Revenant Wings , DS , Square Enix , Role-Playing ,114700,402495,2,2007-05-05,E10+,39207,Apr-07
517,7, New Super Mario Bros. , DS , Nintendo , Platform ,102640,9865122,51,2007-05-05,E,39207,May-06
518,8, Nintendogs , DS , Nintendo , Simulation ,100372,13259628,107,2007-05-05,E,39207,Apr-05
519,9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,66568,7427396,103,2007-05-05,E,39207,May-05
520,10, Spider-Man 3 , PS3 , Activision , Platform ,65559,65559,1,2007-05-05,T,39207,Apr-07
521,11, Yoshi's Island DS , DS , Nintendo , Platform ,65360,1571996,25,2007-05-05,E,39207,Nov-06
522,12, Mario Kart DS , DS , Nintendo , Racing ,62875,6665191,77,2007-05-05,E,39207,Nov-05
523,13, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,60484,103745,2,2007-05-05,E,39207,Apr-07
524,14, Mario vs. Donkey Kong 2: March of the Minis , DS , Nintendo , Puzzle ,58038,787221,32,2007-05-05,E,39207,Sep-06
525,15, Guitar Hero II , X360 , Activision , Misc ,57873,558565,5,2007-05-05,T,39207,Mar-07
526,16, Momotarou Dentetsu DS: Tokyo & Japan , DS , Hudson Soft , Misc ,54716,129525,2,2007-05-05,T,39207,Apr-07
527,17, Animal Crossing: Wild World , DS , Nintendo , Simulation ,53368,7344034,76,2007-05-05,E,39207,Nov-05
528,18, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,48461,2890033,24,2007-05-05,T,39207,Nov-06
529,19, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,41358,4396473,71,2007-05-05,E,39207,Dec-05
530,20, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,41084,195861,7,2007-05-05,M,39207,Mar-07
531,21, Spider-Man 3 , Wii , Activision , Platform ,40967,40967,1,2007-05-05,T,39207,Apr-07
532,22, Apollo Justice: Ace Attorney , DS , Capcom , Adventure ,39391,382561,4,2007-05-05,T,39207,Apr-07
533,23, Practise English! , DS , Nintendo , Misc ,33957,195252,6,2007-05-05,E,39207,Mar-07
534,24, Planet Puzzle League , DS , Nintendo , Puzzle ,32912,67793,2,2007-05-05,E,39207,Apr-07
535,25, Big Brain Academy , DS , Nintendo , Misc ,26496,3343664,97,2007-05-05,E,39207,Jun-05
536,26, English Training: Have Fun Improving Your Skills! , DS , Nintendo , Misc ,26003,2155284,67,2007-05-05,E,39207,Jan-06
537,27, Spider-Man 3 , DS , Activision , Platform ,24478,24478,1,2007-05-05,T,39207,Apr-07
538,28, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,24449,1397993,19,2007-05-05,E10+,39207,Dec-06
539,29, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,24092,496402,12,2007-05-05,E,39207,Feb-07
540,30, Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS , DS , Nintendo , Misc ,23500,1421769,28,2007-05-05,E,39207,Oct-06
541,1, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,227816,7261776,34,2007-05-12,T,39214,Sep-06
542,2, Wii Sports , Wii , Nintendo , Sports ,219197,6431594,25,2007-05-12,E,39214,Nov-06
543,3, Final Fantasy Tactics: The War of the Lions , PSP , Square Enix , Role-Playing ,165901,165901,1,2007-05-12,T,39214,May-07
544,4, Wii Play , Wii , Nintendo , Misc ,135803,3088393,24,2007-05-12,E,39214,Nov-06
545,5, Nintendogs , DS , Nintendo , Simulation ,88936,13348564,108,2007-05-12,E,39214,Apr-05
546,6, Spider-Man 3 , X360 , Activision , Platform ,78127,218291,2,2007-05-12,T,39214,Apr-07
547,7, Command & Conquer 3: Tiberium Wars , X360 , Electronic Arts , Strategy ,77918,77918,1,2007-05-12,T,39214,May-07
548,8, New Super Mario Bros. , DS , Nintendo , Platform ,70805,9935927,52,2007-05-12,E,39214,May-06
549,9, Super Paper Mario , Wii , Nintendo , Platform ,68560,782245,5,2007-05-12,E,39214,Apr-07
550,10, Guitar Hero II , X360 , Activision , Misc ,60794,619359,6,2007-05-12,T,39214,Mar-07
551,11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,53138,7480534,104,2007-05-12,E,39214,May-05
552,12, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,42152,2932185,25,2007-05-12,T,39214,Nov-06
553,13, Spider-Man 3 , PS3 , Activision , Platform ,41962,107521,2,2007-05-12,T,39214,Apr-07
554,14, Final Fantasy XII: Revenant Wings , DS , Square Enix , Role-Playing ,40006,442501,3,2007-05-12,E10+,39214,Apr-07
555,15, Animal Crossing: Wild World , DS , Nintendo , Simulation ,38846,7382880,77,2007-05-12,E,39214,Nov-05
556,16, Mario Kart DS , DS , Nintendo , Racing ,38232,6703422,78,2007-05-12,E,39214,Nov-05
557,17, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,35626,231487,8,2007-05-12,M,39214,Mar-07
558,18, Spider-Man 3 , Wii , Activision , Platform ,32685,73652,2,2007-05-12,T,39214,Apr-07
559,19, Cooking Mama , DS , 505 Games , Simulation ,29350,534737,60,2007-05-12,E,39214,Mar-06
560,20, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,28628,4425101,72,2007-05-12,E,39214,Dec-05
561,21, Big Brain Academy , DS , Nintendo , Misc ,26040,3369704,98,2007-05-12,E,39214,Jun-05
562,22, Yoshi's Island DS , DS , Nintendo , Platform ,25230,1597226,26,2007-05-12,E,39214,Nov-06
563,23, Crackdown , X360 , Microsoft Game Studios , Shooter ,24934,1001200,12,2007-05-12,M,39214,Feb-07
564,24, Cooking Mama: Cook Off , Wii , 505 Games , Simulation ,23168,132759,14,2007-05-12,E,39214,Feb-07
565,25, Big Brain Academy: Wii Degree , Wii , Nintendo , Misc ,23156,126901,3,2007-05-12,E,39214,Apr-07
566,26, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,22606,4139830,81,2007-05-12,M,39214,Oct-05
567,27, Momotarou Dentetsu DS: Tokyo & Japan , DS , Hudson Soft , Misc ,22025,151550,3,2007-05-12,T,39214,Apr-07
568,28, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,21459,677335,22,2007-05-12,T,39214,Dec-06
569,29, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,20851,1226318,27,2007-05-12,M,39214,Nov-06
570,30, Gears of War , X360 , Microsoft Game Studios , Shooter ,19992,3856675,27,2007-05-12,M,39214,Nov-06
571,1, Wii Sports , Wii , Nintendo , Sports ,200978,6632572,26,2007-05-19,E,39221,Nov-06
572,2, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,157079,7418855,35,2007-05-19,T,39221,Sep-06
573,3, Wii Play , Wii , Nintendo , Misc ,122233,3210626,25,2007-05-19,E,39221,Nov-06
574,4, Nintendogs , DS , Nintendo , Simulation ,86080,13434644,109,2007-05-19,E,39221,Apr-05
575,5, Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2 , DS , Nintendo , Misc ,69576,69576,1,2007-05-19,E,39221,May-07
576,6, New Super Mario Bros. , DS , Nintendo , Platform ,63224,9999151,53,2007-05-19,E,39221,May-06
577,7, Crackdown , X360 , Microsoft Game Studios , Shooter ,62077,1063277,13,2007-05-19,M,39221,Feb-07
578,8, Super Paper Mario , Wii , Nintendo , Platform ,56776,839021,6,2007-05-19,E,39221,Apr-07
579,9, Guitar Hero II , X360 , Activision , Misc ,56076,675435,7,2007-05-19,T,39221,Mar-07
580,10, MLB 07: The Show , PS3 , Sony Computer Entertainment , Sports ,53791,53791,1,2007-05-19,E,39221,May-07
581,11, Spider-Man 3 , X360 , Activision , Platform ,52496,270787,3,2007-05-19,T,39221,Apr-07
582,12, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,49750,7530284,105,2007-05-19,E,39221,May-05
583,13, Spider-Man 3 , PS3 , Activision , Platform ,45799,153320,3,2007-05-19,T,39221,Apr-07
584,14, Final Fantasy Tactics: The War of the Lions , PSP , Square Enix , Role-Playing ,44064,209965,2,2007-05-19,T,39221,May-07
585,15, Command & Conquer 3: Tiberium Wars , X360 , Electronic Arts , Strategy ,39816,117734,2,2007-05-19,T,39221,May-07
586,16, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,39536,2971721,26,2007-05-19,T,39221,Nov-06
587,17, Animal Crossing: Wild World , DS , Nintendo , Simulation ,37281,7420161,78,2007-05-19,E,39221,Nov-05
588,18, Mario Kart DS , DS , Nintendo , Racing ,35926,6739348,79,2007-05-19,E,39221,Nov-05
589,19, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,27954,259441,9,2007-05-19,M,39221,Mar-07
590,20, Etrian Odyssey , DS , Nintendo , Role-Playing ,26789,111936,18,2007-05-19,T,39221,Jan-07
591,21, Spider-Man 3 , Wii , Activision , Platform ,26274,99926,3,2007-05-19,T,39221,Apr-07
592,22, Cooking Mama , DS , 505 Games , Simulation ,25460,560197,61,2007-05-19,E,39221,Mar-06
593,23, Big Brain Academy , DS , Nintendo , Misc ,23646,3393350,99,2007-05-19,E,39221,Jun-05
594,24, Cooking Mama: Cook Off , Wii , 505 Games , Simulation ,22707,155466,15,2007-05-19,E,39221,Feb-07
595,25, Final Fantasy XII: Revenant Wings , DS , Square Enix , Role-Playing ,21896,464397,4,2007-05-19,E10+,39221,Apr-07
596,26, Yoshi's Island DS , DS , Nintendo , Platform ,21605,1618831,27,2007-05-19,E,39221,Nov-06
597,27, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,20460,697795,23,2007-05-19,T,39221,Dec-06
598,28, Gears of War , X360 , Microsoft Game Studios , Shooter ,20422,3877097,28,2007-05-19,M,39221,Nov-06
599,29, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,20153,4159983,82,2007-05-19,M,39221,Oct-05
600,30, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,19925,1246243,28,2007-05-19,M,39221,Nov-06
601,1, Wii Sports , Wii , Nintendo , Sports ,205221,6837793,27,2007-05-26,E,39228,Nov-06
602,2, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,129447,7548302,36,2007-05-26,T,39228,Sep-06
603,3, Wii Play , Wii , Nintendo , Misc ,112349,3322975,26,2007-05-26,E,39228,Nov-06
604,4, Nintendogs , DS , Nintendo , Simulation ,79968,13514612,110,2007-05-26,E,39228,Apr-05
605,5, New Super Mario Bros. , DS , Nintendo , Platform ,64193,10063343,54,2007-05-26,E,39228,May-06
606,6, Pirates of the Caribbean: At World's End , PS3 , Disney Interactive Studios , Action ,51867,51867,1,2007-05-26,T,39228,May-07
607,7, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,51614,7581898,106,2007-05-26,E,39228,May-05
608,8, Super Paper Mario , Wii , Nintendo , Platform ,48433,887454,7,2007-05-26,E,39228,Apr-07
609,9, Crackdown , X360 , Microsoft Game Studios , Shooter ,44610,1107887,14,2007-05-26,M,39228,Feb-07
610,10, Guitar Hero II , X360 , Activision , Misc ,43087,718522,8,2007-05-26,T,39228,Mar-07
611,11, Kekkaishi: Karasumori Ayakashi Kidan , DS , Namco Bandai Games , Action ,42358,42358,1,2007-05-26,E,39228,May-07
612,12, Bleach: Heat the Soul 4 , PSP , Sony Computer Entertainment , Fighting ,39474,39474,1,2007-05-26,E,39228,May-07
613,13, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,36087,3007808,27,2007-05-26,T,39228,Nov-06
614,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,35787,7455948,79,2007-05-26,E,39228,Nov-05
615,15, Mario Kart DS , DS , Nintendo , Racing ,35729,6775077,80,2007-05-26,E,39228,Nov-05
616,16, MLB 07: The Show , PS3 , Sony Computer Entertainment , Sports ,35400,89191,2,2007-05-26,E,39228,May-07
617,17, Spider-Man 3 , X360 , Activision , Platform ,34426,305213,4,2007-05-26,T,39228,Apr-07
618,18, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,32862,648152,25,2007-05-26,M,39228,Dec-06
619,19, Spider-Man 3 , PS3 , Activision , Platform ,30122,183442,4,2007-05-26,T,39228,Apr-07
620,20, Shin Lucky * Star: Moe Drill ~Tabidachi~ , DS , Kadokawa Shoten , Action ,28490,28490,1,2007-05-26,#N/A,39228,May-07
621,21, Final Fantasy Tactics: The War of the Lions , PSP , Square Enix , Role-Playing ,26272,236237,3,2007-05-26,T,39228,May-07
622,22, Command & Conquer 3: Tiberium Wars , X360 , Electronic Arts , Strategy ,24933,142667,3,2007-05-26,T,39228,May-07
623,23, Cooking Mama , DS , 505 Games , Simulation ,24059,584256,62,2007-05-26,E,39228,Mar-06
624,24, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,22957,4467303,74,2007-05-26,E,39228,Dec-05
625,25, Cooking Mama: Cook Off , Wii , 505 Games , Simulation ,22541,178007,16,2007-05-26,E,39228,Feb-07
626,26, Big Brain Academy , DS , Nintendo , Misc ,22459,3415809,100,2007-05-26,E,39228,Jun-05
627,27, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,22282,281723,10,2007-05-26,M,39228,Mar-07
628,28, Practise English! , DS , Nintendo , Misc ,21949,249144,9,2007-05-26,E,39228,Mar-07
629,29, Kurikin: Nano Island Story , DS , Nintendo , Role-Playing ,21488,21488,1,2007-05-26,M,39228,May-07
630,30, Yoshi's Island DS , DS , Nintendo , Platform ,21461,1640292,28,2007-05-26,E,39228,Nov-06
631,1, Mario Party 8 , Wii , Nintendo , Misc ,309964,309964,1,2007-06-02,E,39235,May-07
632,2, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,213909,228684,2,2007-06-02,E,39235,May-07
633,3, Wii Sports , Wii , Nintendo , Sports ,205167,7042960,28,2007-06-02,E,39235,Nov-06
634,4, Wii Play , Wii , Nintendo , Misc ,120241,3443216,27,2007-06-02,E,39235,Nov-06
635,5, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,119627,7667929,37,2007-06-02,T,39235,Sep-06
636,6, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,103644,103644,1,2007-06-02,E,39235,May-07
637,7, Shadowrun , X360 , Microsoft Game Studios , Role-Playing ,90502,90502,1,2007-06-02,M,39235,May-07
638,8, Nintendogs , DS , Nintendo , Simulation ,76968,13591580,111,2007-06-02,E,39235,Apr-05
639,9, New Super Mario Bros. , DS , Nintendo , Platform ,64309,10127652,55,2007-06-02,E,39235,May-06
640,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,51137,7633035,107,2007-06-02,E,39235,May-05
641,11, Resident Evil 4: Wii Edition , Wii , Capcom , Action ,46293,46293,1,2007-06-02,M,39235,May-07
642,12, Super Paper Mario , Wii , Nintendo , Platform ,43880,931334,8,2007-06-02,E,39235,Apr-07
643,13, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,40047,3047855,28,2007-06-02,T,39235,Nov-06
644,14, Pirates of the Caribbean: At World's End , PS3 , Disney Interactive Studios , Action ,38879,90746,2,2007-06-02,T,39235,May-07
645,15, Pirates of the Caribbean: At World's End , X360 , Disney Interactive Studios , Action ,36533,46785,2,2007-06-02,T,39235,May-07
646,16, Mario Kart DS , DS , Nintendo , Racing ,36504,6811581,81,2007-06-02,E,39235,Nov-05
647,17, Animal Crossing: Wild World , DS , Nintendo , Simulation ,34856,7490804,80,2007-06-02,E,39235,Nov-05
648,18, Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2 , DS , Nintendo , Misc ,33992,113133,3,2007-06-02,E,39235,May-07
649,19, Guitar Hero II , X360 , Activision , Misc ,33991,752513,9,2007-06-02,T,39235,Mar-07
650,20, Mario Strikers Charged , Wii , Nintendo , Sports ,33775,33775,2,2007-06-02,E10+,39235,May-07
651,21, Mortal Kombat: Armageddon , Wii , Midway Games , Fighting ,32939,32939,1,2007-06-02,M,39235,May-07
652,22, Cooking Mama , DS , 505 Games , Simulation ,27464,611720,63,2007-06-02,E,39235,Mar-06
653,23, Crackdown , X360 , Microsoft Game Studios , Shooter ,24383,1132270,15,2007-06-02,M,39235,Feb-07
654,24, Practise English! , DS , Nintendo , Misc ,23473,272617,10,2007-06-02,E,39235,Mar-07
655,25, Big Brain Academy , DS , Nintendo , Misc ,21847,3437656,101,2007-06-02,E,39235,Jun-05
656,26, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,21184,4488487,75,2007-06-02,E,39235,Dec-05
657,27, Metal Gear Solid: Portable Ops , PSP , Konami Digital Entertainment , Action ,21053,669205,26,2007-06-02,M,39235,Dec-06
658,28, Pirates of the Caribbean: At World's End , Wii , Disney Interactive Studios , Action ,21021,29075,2,2007-06-02,T,39235,May-07
659,29, Yoshi's Island DS , DS , Nintendo , Platform ,19424,1659716,29,2007-06-02,E,39235,Nov-06
660,30, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,19371,1285653,30,2007-06-02,M,39235,Nov-06
661,1, Wii Sports , Wii , Nintendo , Sports ,211991,7254951,29,2007-06-09,E,39242,Nov-06
662,2, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,196646,425330,3,2007-06-09,E,39242,May-07
663,3, Mario Party 8 , Wii , Nintendo , Misc ,164591,474555,2,2007-06-09,E,39242,May-07
664,4, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,125276,7793205,38,2007-06-09,T,39242,Sep-06
665,5, Wii Play , Wii , Nintendo , Misc ,124585,3567801,28,2007-06-09,E,39242,Nov-06
666,6, Nintendogs , DS , Nintendo , Simulation ,75642,13667222,112,2007-06-09,E,39242,Apr-05
667,7, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,72838,176482,2,2007-06-09,E,39242,May-07
668,8, New Super Mario Bros. , DS , Nintendo , Platform ,64555,10192206,56,2007-06-09,E,39242,May-06
669,9, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,54256,7687291,108,2007-06-09,E,39242,May-05
670,10, Dragon Ball Z: Shin Budokai - Another Road , PSP , Atari , Fighting ,46552,91048,12,2007-06-09,T,39242,Mar-07
671,11, Call of Juarez , X360 , Ubisoft , Shooter ,45279,45279,1,2007-06-09,M,39242,Jun-07
672,12, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,43486,3091341,29,2007-06-09,T,39242,Nov-06
673,13, Shadowrun , X360 , Microsoft Game Studios , Role-Playing ,42265,132767,2,2007-06-09,M,39242,May-07
674,14, Mario Kart DS , DS , Nintendo , Racing ,39832,6851412,82,2007-06-09,E,39242,Nov-05
675,15, Guitar Hero II , X360 , Activision , Misc ,39247,791760,10,2007-06-09,T,39242,Mar-07
676,16, Final Fantasy II Anniversary Edition , PSP , Square Enix , Role-Playing ,39056,39056,1,2007-06-09,T,39242,Jun-07
677,17, Super Paper Mario , Wii , Nintendo , Platform ,37760,969094,9,2007-06-09,E,39242,Apr-07
678,18, Animal Crossing: Wild World , DS , Nintendo , Simulation ,34153,7524957,81,2007-06-09,E,39242,Nov-05
679,19, Pirates of the Caribbean: At World's End , PS3 , Disney Interactive Studios , Action ,29988,120734,3,2007-06-09,T,39242,May-07
680,20, Cooking Mama , DS , 505 Games , Simulation ,29736,641456,64,2007-06-09,E,39242,Mar-06
681,21, Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2 , DS , Nintendo , Misc ,25547,138680,4,2007-06-09,E,39242,May-07
682,22, Mario Strikers Charged , Wii , Nintendo , Sports ,22292,56067,3,2007-06-09,E10+,39242,May-07
683,23, Pirates of the Caribbean: At World's End , X360 , Disney Interactive Studios , Action ,22229,69014,3,2007-06-09,T,39242,May-07
684,24, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,22212,4510699,76,2007-06-09,E,39242,Dec-05
685,25, Harvest Moon: Tree of Tranquility , Wii , Marvelous Interactive , Simulation ,22119,22119,1,2007-06-09,E,39242,Jun-07
686,26, Big Brain Academy , DS , Nintendo , Misc ,21893,3459549,102,2007-06-09,E,39242,Jun-05
687,27, Practise English! , DS , Nintendo , Misc ,20696,293313,11,2007-06-09,E,39242,Mar-07
688,28, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,20602,4220273,85,2007-06-09,M,39242,Oct-05
689,29, Sonic and the Secret Rings , Wii , Sega , Platform ,20032,527590,16,2007-06-09,E,39242,Feb-07
690,30, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,19859,1305512,31,2007-06-09,M,39242,Nov-06
691,1, Wii Sports , Wii , Nintendo , Sports ,218825,7473776,30,2007-06-16,E,39249,Nov-06
692,2, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,129466,7922671,39,2007-06-16,T,39249,Sep-06
