id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,whenint,when,whenyear
11351,11, Pro Evolution Soccer 2014 ( PS3 ), PS3 , Konami Digital Entertainment , Action ,41913,901019,36,2014-05-23,E,41782,41530,2013-09-13,2013
11352,12, Youkai Watch ( 3DS ), 3DS , Level 5 , Role-Playing ,31525,991218,46,2014-05-23,M,41782,41460,2013-07-05,2013
11353,13, FIFA Soccer 14 ( PS4 ), PS4 , Electronic Arts , Sports ,31155,2112847,28,2014-05-23,E,41782,41586,2013-11-08,2013
11354,14, Titanfall ( XOne ), XOne , Electronic Arts , Shooter ,30906,1808643,11,2014-05-23,M,41782,41705,2014-03-07,2014
11355,15, Grand Theft Auto V ( PS3 ), PS3 , Take-Two Interactive , Action ,28333,18034362,36,2014-05-23,M,41782,41530,2013-09-13,2013
11356,16, 2014 FIFA World Cup Brazil ( PS3 ), PS3 , Electronic Arts , Sports ,27152,252006,6,2014-05-23,E,41782,41740,2014-04-11,2014
11357,17, Call of Duty: Ghosts ( PS3 ), PS3 , Activision , Shooter ,23191,8688631,29,2014-05-23,M,41782,41579,2013-11-01,2013
11358,18, FIFA Soccer 14 ( PS3 ), PS3 , Electronic Arts , Sports ,23054,6350471,35,2014-05-23,E,41782,41537,2013-09-20,2013
11359,19, To Love-Ru Trouble Darkness: Battle Ecstasy ( PSV ), PSV , FuRyu , Action ,22553,22553,1,2014-05-23,E,41782,41775,2014-05-16,2014
11360,20, Call of Duty: Ghosts ( PS4 ), PS4 , Activision , Shooter ,22208,2299770,28,2014-05-23,M,41782,41586,2013-11-08,2013
11361,21, Diablo III ( PC ), PC , Activision , Role-Playing ,21378,3982397,106,2014-05-23,M,41782,41040,2012-05-11,2012
11362,22, New Super Mario Bros. U ( WiiU ), WiiU , Nintendo , Action ,21317,3980018,79,2014-05-23,E,41782,41229,2012-11-16,2012
11363,23, Call of Duty: Ghosts ( X360 ), X360 , Activision , Shooter ,20797,8654478,29,2014-05-23,M,41782,41579,2013-11-01,2013
11364,24, Grand Theft Auto V ( X360 ), X360 , Take-Two Interactive , Action ,20545,13837743,36,2014-05-23,M,41782,41530,2013-09-13,2013
11365,25, Drakengard 3 ( PS3 ), PS3 , Square Enix , Role-Playing ,19686,193596,30,2014-05-23,M,41782,41572,2013-10-25,2013
11366,26, Titanfall ( X360 ), X360 , Electronic Arts , Shooter ,19647,759340,7,2014-05-23,M,41782,41733,2014-04-04,2014
11367,27, MLB 14 The Show ( PS4 ), PS4 , Sony Computer Entertainment America , Action ,19489,264934,3,2014-05-23,E,41782,41761,2014-05-02,2014
11368,28, Battlefield 4 ( PS4 ), PS4 , Electronic Arts , Shooter ,18493,1894972,28,2014-05-23,M,41782,41586,2013-11-08,2013
11369,29, World Soccer Winning Eleven 2014 ( 3DS ), 3DS , Konami Digital Entertainment , Action ,17697,102033,28,2014-05-23,E,41782,41586,2013-11-08,2013
11370,30, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,17344,9557053,130,2014-05-23,E,41782,40872,2011-11-25,2011
11371,1, Watch Dogs ( PS4 ), PS4 , Ubisoft , Action ,1970969,1970969,1,2014-05-30,M,41789,41782,2014-05-23,2014
11372,2, Mario Kart 8 ( WiiU ), WiiU , Nintendo , Racing ,1142886,1142886,1,2014-05-30,E,41789,41782,2014-05-23,2014
