Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
16, NBA 2K12 , PS3 , Take-Two Interactive , Sports ,48896,1489623,22,2012-03-03,E,40971 
17, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,48216,15584724,70,2012-03-03,E,40971 
18, UFC Undisputed 3 , X360 , THQ , Fighting ,46344,381613,3,2012-03-03,T,40971 
19, Mario Party 9 , Wii , Nintendo , Misc ,46026,46026,1,2012-03-03,E,40971 
20, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,45065,24820992,120,2012-03-03,E,40971 
21, Battlefield 3 , PS3 , Electronic Arts , Shooter ,43865,4908801,19,2012-03-03,M,40971 
22, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,43704,5480614,17,2012-03-03,M,40971 
23, UFC Undisputed 3 , PS3 , THQ , Fighting ,43470,346387,3,2012-03-03,T,40971 
24, Final Fantasy XIII-2 , PS3 , Square Enix , Role-Playing ,37632,1653826,12,2012-03-03,T,40971 
25, Mario Kart Wii , Wii , Nintendo , Racing ,37379,31505420,204,2012-03-03,E,40971 
26, Battlefield 3 , X360 , Electronic Arts , Shooter ,35428,5484822,19,2012-03-03,M,40971 
27, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,34651,5292051,23,2012-03-03,E,40971 
28, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,32706,3405047,17,2012-03-03,M,40971 
29, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,31672,7679884,67,2012-03-03,E,40971 
30, PokePark 2: Wonders Beyond , Wii , Nintendo , Action ,30840,290327,17,2012-03-03,E,40971 
1, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,1312354,1312354,1,2012-03-10,M,40978 
2, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,381337,381337,1,2012-03-10,M,40978 
3, Mass Effect 3 , PC , Electronic Arts , Role-Playing ,264339,264339,1,2012-03-10,M,40978 
4, Street Fighter X Tekken , PS3 , Capcom , Fighting ,232538,233982,1,2012-03-10,T,40978 
5, MLB 12: The Show , PS3 , Sony Computer Entertainment , Sports ,167051,167051,1,2012-03-10,E,40978 
6, Street Fighter X Tekken , X360 , Capcom , Fighting ,113389,114171,1,2012-03-10,T,40978 
7, One Piece Pirate Musou , PS3 , Namco Bandai Games , Action ,89522,753835,2,2012-03-10,T,40978 
8, Hatsune Miku and Future Stars: Project Mirai , 3DS , Sega , Misc ,87963,87963,1,2012-03-10,T,40978 
9, SSX , PS3 , Electronic Arts , Sports ,73038,280979,2,2012-03-10,E,40978 
10, Major League Baseball 2K12 , X360 , Take-Two Interactive , Sports ,70870,70870,1,2012-03-10,E,40978 
11, Mario Kart 7 , 3DS , Nintendo , Racing ,62768,4990219,15,2012-03-10,E,40978 
12, SSX , X360 , Electronic Arts , Sports ,61970,251710,2,2012-03-10,E,40978 
13, Just Dance 3 , Wii , Ubisoft , Misc ,60175,8348621,23,2012-03-10,E,40978 
14, Super Mario 3D Land , 3DS , Nintendo , Platform ,56334,5468941,19,2012-03-10,E,40978 
15, Zumba Fitness , Wii , Majesco Entertainment , Sports ,55411,4928365,69,2012-03-10,E,40978 
16, Mario Party 9 , Wii , Nintendo , Misc ,55076,101102,2,2012-03-10,E,40978 
17, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,54347,10905418,18,2012-03-10,M,40978 
18, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,51901,12478133,18,2012-03-10,M,40978 
19, Kidou Senshi Gundam UC , PS3 , Namco Bandai Games , Action ,51705,51705,1,2012-03-10,T,40978 
20, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,49658,3869617,19,2012-03-10,T,40978 
21, Metal Gear Solid: Snake Eater 3D , 3DS , Konami Digital Entertainment , Action ,47082,80797,3,2012-03-10,M,40978 
22, The Sims 3 , PC , Electronic Arts , Simulation ,45348,4515041,145,2012-03-10,T,40978 
23, Mario & Sonic at the London 2012 Olympic Games , 3DS , Sega , Sports ,45096,242422,5,2012-03-10,E,40978 
24, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,44451,1156729,17,2012-03-10,T,40978 
25, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,42514,15627238,71,2012-03-10,E,40978 
26, Major League Baseball 2K12 , PS3 , Take-Two Interactive , Sports ,40407,40407,1,2012-03-10,E,40978 
27, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,37898,24858890,121,2012-03-10,E,40978 
28, NBA 2K12 , X360 , Take-Two Interactive , Sports ,37380,1832563,23,2012-03-10,E,40978 
29, Mario Kart Wii , Wii , Nintendo , Racing ,37069,31542489,205,2012-03-10,E,40978 
30, Uncharted: Golden Abyss , PSV , Sony Computer Entertainment , Action ,36819,408463,13,2012-03-10,T,40978 
1, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,277254,1589608,2,2012-03-17,M,40985 
2, Mario Party 9 , Wii , Nintendo , Misc ,226947,328049,3,2012-03-17,E,40985 
3, FIFA Street , PS3 , Electronic Arts , Sports ,212179,212179,1,2012-03-17,E,40985 
4, Pokemon + Nobunaga no Yabou , DS , Nintendo , Strategy ,172963,172963,1,2012-03-17,E,40985 
5, FIFA Street , X360 , Electronic Arts , Sports ,159769,159769,1,2012-03-17,E,40985 
6, Tales of Graces f , PS3 , Namco Bandai Games , Role-Playing ,146974,521846,68,2012-03-17,T,40985 
7, Shining Blade , PSP , Sega , Role-Playing ,123542,123542,1,2012-03-17,T,40985 
8, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,101352,482689,2,2012-03-17,M,40985 
9, The Sims 3 , PC , Electronic Arts , Simulation ,81753,4596794,146,2012-03-17,T,40985 
10, Silent Hill: Downpour , X360 , Konami Digital Entertainment , Adventure ,78190,78190,1,2012-03-17,M,40985 
11, Naruto Shippuden: Ultimate Ninja STORM Generations , PS3 , Namco Bandai Games , Fighting ,75188,167715,4,2012-03-17,T,40985 
12, Silent Hill: Downpour , PS3 , Konami Digital Entertainment , Adventure ,74479,74479,1,2012-03-17,M,40985 
13, Mario Kart 7 , 3DS , Nintendo , Racing ,67293,5057512,16,2012-03-17,E,40985 
14, Just Dance 3 , Wii , Ubisoft , Misc ,64278,8412899,24,2012-03-17,E,40985 
15, Puella Magi Madoka Magica Portable , PSP , Namco Bandai Games , Role-Playing ,63845,63845,1,2012-03-17,E,40985 
16, Zumba Fitness , Wii , Majesco Entertainment , Sports ,58912,4987277,70,2012-03-17,E,40985 
17, Mass Effect 3 , PC , Electronic Arts , Role-Playing ,58524,322863,2,2012-03-17,M,40985 
18, Super Mario 3D Land , 3DS , Nintendo , Platform ,55632,5524573,20,2012-03-17,E,40985 
19, Street Fighter X Tekken , PS3 , Capcom , Fighting ,55252,289234,2,2012-03-17,T,40985 
20, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,55218,12533351,19,2012-03-17,M,40985 
21, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,53780,10959198,19,2012-03-17,M,40985 
22, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,53399,1210128,18,2012-03-17,T,40985 
23, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,53242,3922859,20,2012-03-17,T,40985 
24, Naruto Shippuden: Ultimate Ninja STORM Generations , X360 , Namco Bandai Games , Fighting ,51479,55457,4,2012-03-17,T,40985 
25, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,42044,5558618,19,2012-03-17,M,40985 
26, SSX , PS3 , Electronic Arts , Sports ,41078,322057,3,2012-03-17,E,40985 
27, MLB 12: The Show , PS3 , Sony Computer Entertainment , Sports ,40599,207650,2,2012-03-17,E,40985 
28, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,38703,15665941,72,2012-03-17,E,40985 
29, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,35799,24894689,122,2012-03-17,E,40985 
30, Mario Kart Wii , Wii , Nintendo , Racing ,35573,31578062,206,2012-03-17,E,40985 
1, Resident Evil: Operation Raccoon City (Special Edition). , X360 , Capcom , Shooter ,322202,322202,1,2012-03-24,M,40992 
2, Resident Evil: Operation Raccoon City , PS3 , Capcom , Shooter ,293357,293357,1,2012-03-24,M,40992 
3, Kid Icarus: Uprising , 3DS , Nintendo , Action ,275325,275325,1,2012-03-24,E10+,40992 
4, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,133887,1723495,3,2012-03-24,M,40992 
5, Kurohyou 2: Ryu ga Gotoku Ashura Hen , PSP , Sega , Action ,104997,104997,1,2012-03-24,M,40992 
6, FIFA Street , PS3 , Electronic Arts , Sports ,104833,317012,2,2012-03-24,E,40992 
7, Mario Party 9 , Wii , Nintendo , Misc ,93882,421931,4,2012-03-24,E,40992 
8, FIFA Street , X360 , Electronic Arts , Sports ,78955,238724,2,2012-03-24,E,40992 
9, Pokemon + Nobunaga no Yabou , DS , Nintendo , Strategy ,65168,238131,2,2012-03-24,E,40992 
10, Ninja Gaiden 3 , PS3 , Tecmo Koei , Action ,65091,65091,1,2012-03-24,M,40992 
11, Just Dance 3 , Wii , Ubisoft , Misc ,62587,8475486,25,2012-03-24,E,40992 
12, Mario Kart 7 , 3DS , Nintendo , Racing ,62430,5119942,17,2012-03-24,E,40992 
13, Zumba Fitness , Wii , Majesco Entertainment , Sports ,55030,5042307,71,2012-03-24,E,40992 
14, Super Mario 3D Land , 3DS , Nintendo , Platform ,51362,5575935,21,2012-03-24,E,40992 
15, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,50266,532955,3,2012-03-24,M,40992 
16, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,48475,11007673,20,2012-03-24,M,40992 
17, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,48369,1258497,19,2012-03-24,T,40992 
18, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,48205,12581556,20,2012-03-24,M,40992 
19, Devil May Cry HD Collection , PS3 , Capcom , Action ,44221,44221,1,2012-03-24,M,40992 
20, The Sims 3 , PC , Electronic Arts , Simulation ,42250,4639044,147,2012-03-24,T,40992 
21, NBA 2K12 , X360 , Take-Two Interactive , Sports ,41982,1907594,25,2012-03-24,E,40992 
22, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,38119,3960978,21,2012-03-24,T,40992 
23, Armored Core V , X360 , Namco Bandai Games , Simulation ,35475,69234,9,2012-03-24,T,40992 
24, Ninja Gaiden 3 , X360 , Tecmo Koei , Action ,33703,33703,1,2012-03-24,M,40992 
25, Mass Effect 3 , PC , Electronic Arts , Role-Playing ,33477,356340,3,2012-03-24,M,40992 
26, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,33395,5388291,26,2012-03-24,E,40992 
27, Silent Hill HD Collection , PS3 , Konami Digital Entertainment , Action ,33251,33571,1,2012-03-24,M,40992 
28, Mario Kart Wii , Wii , Nintendo , Racing ,33145,31611207,207,2012-03-24,E,40992 
29, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,33005,15698946,73,2012-03-24,E,40992 
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,32267,24926956,123,2012-03-24,E,40992 
1, Kingdom Hearts 3D: Dream Drop Distance , 3DS , Square Enix , Role-Playing ,210859,210859,1,2012-03-31,E10+,40999 
2, Kid Icarus: Uprising , 3DS , Nintendo , Action ,119416,394741,2,2012-03-31,E10+,40999 
3, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,91881,1815376,4,2012-03-31,M,40999 
4, Resident Evil: Operation Raccoon City (Special Edition). , X360 , Capcom , Shooter ,90872,413074,2,2012-03-31,M,40999 
5, Pro Yakyuu Spirits 2012 , PS3 , Konami Digital Entertainment , Sports ,89326,89326,1,2012-03-31,E,40999 
6, Resident Evil: Operation Raccoon City , PS3 , Capcom , Shooter ,84826,378183,2,2012-03-31,M,40999 
7, Naruto Shippuden: Ultimate Ninja STORM Generations , PS3 , Namco Bandai Games , Fighting ,83915,269911,6,2012-03-31,T,40999 
8, Tiger Woods PGA Tour 13 (The Masters Collector's Edition) , X360 , Electronic Arts , Sports ,69153,69153,1,2012-03-31,E,40999 
9, Tiger Woods PGA Tour 13 (The Masters Collector's Edition) , PS3 , Electronic Arts , Sports ,67213,67213,1,2012-03-31,E,40999 
10, Pro Yakyuu Spirits 2012 , PSP , Konami Digital Entertainment , Sports ,64222,64222,1,2012-03-31,E,40999 
11, Mario Kart 7 , 3DS , Nintendo , Racing ,63897,5183839,18,2012-03-31,E,40999 
12, FIFA Street , PS3 , Electronic Arts , Sports ,62432,379444,3,2012-03-31,E,40999 
13, Super Mario 3D Land , 3DS , Nintendo , Platform ,58376,5634311,22,2012-03-31,E,40999 
14, Just Dance 3 , Wii , Ubisoft , Misc ,53992,8529478,26,2012-03-31,E,40999 
15, Mario Party 9 , Wii , Nintendo , Misc ,53534,475465,5,2012-03-31,E,40999 
16, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,50998,12632554,21,2012-03-31,M,40999 
17, Naruto Shippuden: Ultimate Ninja STORM Generations , X360 , Namco Bandai Games , Fighting ,50217,116776,6,2012-03-31,T,40999 
18, Zumba Fitness , Wii , Majesco Entertainment , Sports ,47467,5089774,72,2012-03-31,E,40999 
19, NBA 2K12 , X360 , Take-Two Interactive , Sports ,45683,1953277,26,2012-03-31,E,40999 
20, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,44416,11052089,21,2012-03-31,M,40999 
21, Skylanders: Spyro's Adventure , Wii , Activision , Action ,40653,1437745,25,2012-03-31,E10+,40999 
22, FIFA Street , X360 , Electronic Arts , Sports ,40560,279284,3,2012-03-31,E,40999 
23, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,40270,15739216,74,2012-03-31,E,40999 
24, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,39197,1297694,20,2012-03-31,T,40999 
25, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,38608,571563,4,2012-03-31,M,40999 
26, NBA 2K12 , PS3 , Take-Two Interactive , Sports ,35307,1577716,26,2012-03-31,E,40999 
27, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,34534,24961490,124,2012-03-31,E,40999 
28, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,33565,3994543,22,2012-03-31,T,40999 
29, Mario Kart Wii , Wii , Nintendo , Racing ,33378,31644585,208,2012-03-31,E,40999 
30, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,32831,5421122,27,2012-03-31,E,40999 
1, Kinect Star Wars , X360 , Microsoft Game Studios , Action ,326256,326256,1,2012-04-07,T,41006 
2, Dai-2-Ji Super Robot Taisen Z Saisei-hen , PSP , Namco Bandai Games , Strategy ,262812,262812,1,2012-04-07,T,41006 
3, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,166730,15905946,75,2012-04-07,E,41006 
4, Xenoblade Chronicles , Wii , Nintendo , Role-Playing ,164668,513602,34,2012-04-07,T,41006 
5, Kid Icarus: Uprising , 3DS , Nintendo , Action ,84458,479199,3,2012-04-07,E10+,41006 
6, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,67111,1882487,5,2012-04-07,M,41006 
7, Devil May Cry HD Collection , PS3 , Capcom , Action ,62401,119302,3,2012-04-07,M,41006 
8, Mario Kart 7 , 3DS , Nintendo , Racing ,59993,5243832,19,2012-04-07,E,41006 
9, Super Mario 3D Land , 3DS , Nintendo , Platform ,57814,5692125,23,2012-04-07,E,41006 
10, FIFA Street , PS3 , Electronic Arts , Sports ,55375,434819,4,2012-04-07,E,41006 
11, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,52915,12685469,22,2012-04-07,M,41006 
12, Just Dance 3 , Wii , Ubisoft , Misc ,52375,8581853,27,2012-04-07,E,41006 
13, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,50141,11102230,22,2012-04-07,M,41006 
14, Mario Party 9 , Wii , Nintendo , Misc ,49759,525224,6,2012-04-07,E,41006 
15, Devil May Cry HD Collection , X360 , Capcom , Action ,49527,53681,3,2012-04-07,M,41006 
16, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,48404,7838502,72,2012-04-07,E,41006 
17, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,45611,5466733,28,2012-04-07,E,41006 
18, Zumba Fitness , Wii , Majesco Entertainment , Sports ,44730,5134504,73,2012-04-07,E,41006 
19, Naruto Shippuden: Ultimate Ninja STORM Generations , PS3 , Namco Bandai Games , Fighting ,44220,314131,7,2012-04-07,T,41006 
20, Resident Evil: Operation Raccoon City (Special Edition). , X360 , Capcom , Shooter ,43647,456721,3,2012-04-07,M,41006 
21, The Sims 3 , PC , Electronic Arts , Simulation ,43195,4712138,149,2012-04-07,T,41006 
22, FIFA Street , X360 , Electronic Arts , Sports ,41830,321114,4,2012-04-07,E,41006 
23, Kingdom Hearts 3D: Dream Drop Distance , 3DS , Square Enix , Role-Playing ,41529,252388,2,2012-04-07,E10+,41006 
24, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,40293,1337987,21,2012-04-07,T,41006 
25, Resident Evil: Operation Raccoon City , PS3 , Capcom , Shooter ,37932,416115,3,2012-04-07,M,41006 
26, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,36449,608012,5,2012-04-07,M,41006 
27, Skylanders: Spyro's Adventure , Wii , Activision , Action ,36120,1473865,26,2012-04-07,E10+,41006 
28, NBA 2K12 , X360 , Take-Two Interactive , Sports ,35468,1988745,27,2012-04-07,E,41006 
29, Mario Kart Wii , Wii , Nintendo , Racing ,35256,31679841,209,2012-04-07,E,41006 
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,34311,24995801,125,2012-04-07,E,41006 
1, Kinect Star Wars , X360 , Microsoft Game Studios , Action ,118021,444277,2,2012-04-14,T,41013 
2, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,70107,15976053,76,2012-04-14,E,41013 
3, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,66775,12752244,23,2012-04-14,M,41013 
4, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,60331,11162561,23,2012-04-14,M,41013 
5, Just Dance 3 , Wii , Ubisoft , Misc ,58011,8639864,28,2012-04-14,E,41013 
6, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,57157,1939644,6,2012-04-14,M,41013 
7, Kid Icarus: Uprising , 3DS , Nintendo , Action ,54920,534119,4,2012-04-14,E10+,41013 
8, Xenoblade Chronicles , Wii , Nintendo , Role-Playing ,51813,565415,35,2012-04-14,T,41013 
9, Mario Kart 7 , 3DS , Nintendo , Racing ,51775,5295607,20,2012-04-14,E,41013 
10, Super Mario 3D Land , 3DS , Nintendo , Platform ,51301,5743426,24,2012-04-14,E,41013 
11, FIFA Street , PS3 , Electronic Arts , Sports ,46670,481489,5,2012-04-14,E,41013 
12, Mario Party 9 , Wii , Nintendo , Misc ,45859,571083,7,2012-04-14,E,41013 
13, Assassin's Creed: Revelations , X360 , Ubisoft , Action ,45071,3292466,22,2012-04-14,M,41013 
14, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,41132,5507865,29,2012-04-14,E,41013 
15, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,40191,7878693,73,2012-04-14,E,41013 
16, Zumba Fitness , Wii , Majesco Entertainment , Sports ,39422,5173926,74,2012-04-14,E,41013 
17, Skylanders: Spyro's Adventure , Wii , Activision , Action ,38041,1511906,27,2012-04-14,E10+,41013 
18, The Sims 3 , PC , Electronic Arts , Simulation ,37777,4749915,150,2012-04-14,T,41013 
19, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,36500,1374487,22,2012-04-14,T,41013 
20, NBA 2K12 , X360 , Take-Two Interactive , Sports ,36110,2024855,28,2012-04-14,E,41013 
21, Assassin's Creed: Revelations , PS3 , Ubisoft , Action ,35517,3209016,22,2012-04-14,M,41013 
22, Dai-2-Ji Super Robot Taisen Z Saisei-hen , PSP , Namco Bandai Games , Strategy ,34569,297381,2,2012-04-14,T,41013 
23, The Elder Scrolls V: Skyrim , PS3 , Bethesda Softworks , Role-Playing ,33235,3579681,23,2012-04-14,M,41013 
24, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,32518,5680937,23,2012-04-14,M,41013 
25, FIFA Street , X360 , Electronic Arts , Sports ,31491,352605,5,2012-04-14,E,41013 
26, Battlefield 3 , PS3 , Electronic Arts , Shooter ,31329,5086825,25,2012-04-14,M,41013 
27, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,30678,25026479,126,2012-04-14,E,41013 
28, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,30219,4056722,24,2012-04-14,T,41013 
29, Mario Kart Wii , Wii , Nintendo , Racing ,29772,31709613,210,2012-04-14,E,41013 
30, Battlefield 3 , X360 , Electronic Arts , Shooter ,28612,5636909,25,2012-04-14,M,41013 
1, Fire Emblem: Kakusei , 3DS , Nintendo , Strategy ,245402,245402,1,2012-04-21,T,41020 
2, The Witcher 2: Assassins of Kings (Enhanced Edition) , X360 , Warner Bros. Interactive Entertainment , Role-Playing ,207333,207333,1,2012-04-21,M,41020 
3, Kinect Star Wars , X360 , Microsoft Game Studios , Action ,67047,511324,3,2012-04-21,T,41020 
4, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,55087,11217648,24,2012-04-21,M,41020 
5, Just Dance 3 , Wii , Ubisoft , Misc ,50380,8690244,29,2012-04-21,E,41020 
6, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,49819,1989463,7,2012-04-21,M,41020 
7, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,49811,16025864,77,2012-04-21,E,41020 
8, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,49721,12801965,24,2012-04-21,M,41020 
9, Mario Kart 7 , 3DS , Nintendo , Racing ,44865,5340472,21,2012-04-21,E,41020 
10, Super Mario 3D Land , 3DS , Nintendo , Platform ,44520,5787946,25,2012-04-21,E,41020 
11, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,41284,1415771,23,2012-04-21,T,41020 
12, Mario Party 9 , Wii , Nintendo , Misc ,39925,611008,8,2012-04-21,E,41020 
13, Kid Icarus: Uprising , 3DS , Nintendo , Action ,38534,572653,5,2012-04-21,E10+,41020 
14, Assassin's Creed: Revelations , X360 , Ubisoft , Action ,37625,3330091,23,2012-04-21,M,41020 
15, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,36869,7915562,74,2012-04-21,E,41020 
16, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,35895,5543760,30,2012-04-21,E,41020 
17, FIFA Street , PS3 , Electronic Arts , Sports ,33788,515277,6,2012-04-21,E,41020 
18, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,33320,4090042,25,2012-04-21,T,41020 
19, Assassin's Creed: Revelations , PS3 , Ubisoft , Action ,33048,3242064,23,2012-04-21,M,41020 
20, The Sims 3 , PC , Electronic Arts , Simulation ,32633,4782548,151,2012-04-21,T,41020 
21, NBA 2K12 , X360 , Take-Two Interactive , Sports ,31840,2056695,29,2012-04-21,E,41020 
22, Zumba Fitness , Wii , Majesco Entertainment , Sports ,30955,5204881,75,2012-04-21,E,41020 
23, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,29216,25055695,127,2012-04-21,E,41020 
24, Skylanders: Spyro's Adventure , Wii , Activision , Action ,28648,1540554,28,2012-04-21,E10+,41020 
25, Battlefield 3 , PS3 , Electronic Arts , Shooter ,27534,5114359,26,2012-04-21,M,41020 
26, Mario Kart Wii , Wii , Nintendo , Racing ,27132,31736745,211,2012-04-21,E,41020 
27, Xenoblade Chronicles , Wii , Nintendo , Role-Playing ,26631,592046,36,2012-04-21,T,41020 
28, The Elder Scrolls V: Skyrim , X360 , Bethesda Softworks , Role-Playing ,25097,5706034,24,2012-04-21,M,41020 
29, Battlefield 3 , X360 , Electronic Arts , Shooter ,23686,5660595,26,2012-04-21,M,41020 
30, Wii Sports , Wii , Nintendo , Sports ,23027,78680445,283,2012-04-21,E,41020 
1, Resident Evil: Operation Raccoon City , PS3 , Capcom , Shooter ,273722,734528,6,2012-04-28,M,41027 
2, Prototype 2 , X360 , Activision , Action ,245580,245580,1,2012-04-28,M,41027 
3, Mario Party 9 , Wii , Nintendo , Misc ,190926,801934,9,2012-04-28,E,41027 
4, Prototype 2 , PS3 , Activision , Action ,174612,174612,1,2012-04-28,M,41027 
5, Fire Emblem: Kakusei , 3DS , Nintendo , Strategy ,61319,306721,2,2012-04-28,T,41027 
6, Call of Duty: Modern Warfare 3 , PS3 , Activision , Shooter ,56345,11273993,25,2012-04-28,M,41027 
7, The Witcher 2: Assassins of Kings (Enhanced Edition) , X360 , Warner Bros. Interactive Entertainment , Role-Playing ,53304,260637,2,2012-04-28,M,41027 
8, Kinect Star Wars , X360 , Microsoft Game Studios , Action ,46780,558104,4,2012-04-28,T,41027 
9, Mass Effect 3 , X360 , Electronic Arts , Role-Playing ,45446,2034909,8,2012-04-28,M,41027 
10, Super Mario 3D Land , 3DS , Nintendo , Platform ,43036,5830982,26,2012-04-28,E,41027 
11, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,42618,16068482,78,2012-04-28,E,41027 
12, Mario Kart 7 , 3DS , Nintendo , Racing ,41615,5382087,22,2012-04-28,E,41027 
13, Just Dance 3 , Wii , Ubisoft , Misc ,37923,8728167,30,2012-04-28,E,41027 
14, Zumba Fitness 2 , Wii , Majesco Entertainment , Sports ,37676,1453447,24,2012-04-28,T,41027 
15, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,33880,7949442,75,2012-04-28,E,41027 
16, Kid Icarus: Uprising , 3DS , Nintendo , Action ,33285,605938,6,2012-04-28,E10+,41027 
17, FIFA Soccer 12 , PS3 , Electronic Arts , Sports ,32654,5576414,31,2012-04-28,E,41027 
18, FIFA Street , PS3 , Electronic Arts , Sports ,30892,546169,7,2012-04-28,E,41027 
19, Uncharted 3: Drake's Deception , PS3 , Sony Computer Entertainment , Action ,30124,4120166,26,2012-04-28,T,41027 
20, Conception: Please Give Birth to My Child! , PSP , Spike , Role-Playing ,28934,28934,1,2012-04-28,M,41027 
21, Call of Duty: Modern Warfare 3 , X360 , Activision , Shooter ,28612,12830577,25,2012-04-28,M,41027 
22, The Sims 3 , PC , Electronic Arts , Simulation ,28046,4810594,152,2012-04-28,T,41027 
23, Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta , PSV , Gust , Misc ,27952,27952,1,2012-04-28,T,41027 
24, Battlefield 3 , PS3 , Electronic Arts , Shooter ,27297,5141656,27,2012-04-28,M,41027 
25, Mario Kart Wii , Wii , Nintendo , Racing ,27102,31763847,212,2012-04-28,E,41027 
26, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26950,25082645,128,2012-04-28,E,41027 
27, Mass Effect 3 , PS3 , Electronic Arts , Role-Playing ,25967,682000,8,2012-04-28,M,41027 
28, Batman: Arkham City , PS3 , Warner Bros. Interactive Entertainment , Action ,25097,3091950,28,2012-04-28,T,41027 
29, Steins;Gate: Hiyoku Renri no Darling , PSP , 5pb , Adventure ,23850,23850,1,2012-04-28,E10+,41027 
30, Wii Sports , Wii , Nintendo , Sports ,22890,78703335,284,2012-04-28,E,41027 
1, Mario Party 9 , Wii , Nintendo , Misc ,175062,976996,10,2012-05-05,E,41034 
2, Sniper Elite V2 , X360 , 505 Games , Shooter ,107502,107502,1,2012-05-05,M,41034 
3, Sniper Elite V2 , PS3 , 505 Games , Shooter ,95167,95167,1,2012-05-05,M,41034 
