Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
5, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,91794,91794,1,2011-05-20,E10+
6, LEGO Pirates of the Caribbean: The Video Game , PS3 , Disney Interactive Studios , Action ,76625,76625,1,2011-05-20,E10+
7, Zumba Fitness , Wii , Majesco Entertainment , Sports ,70669,1364826,26,2011-05-20,E
8, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,69034,837549,4,2011-05-20,M
9, Wii Sports Resort , Wii , Nintendo , Sports ,59367,25909415,99,2011-05-20,E
10, Wii Sports , Wii , Nintendo , Sports ,58137,75659917,234,2011-05-20,E
11, Portal 2 , X360 , Valve Corporation , Shooter ,58026,784727,4,2011-05-20,E10+
12, Wii Fit Plus , Wii , Nintendo , Sports ,54643,18537403,85,2011-05-20,E
13, MX vs. ATV: Alive , X360 , THQ , Racing ,53391,53391,1,2011-05-20,E
14, Mortal Kombat , X360 , Warner Bros. Interactive Entertainment , Fighting ,52504,647215,4,2011-05-20,M
15, Portal 2 , PS3 , Valve Corporation , Shooter ,49466,567243,4,2011-05-20,E10+
16, Just Dance 2 , Wii , Ubisoft , Misc ,48455,7160376,31,2011-05-20,E10+
17, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,43761,9620360,28,2011-05-20,E
18, Call of Duty: Black Ops , X360 , Activision , Shooter ,39203,12045044,27,2011-05-20,M
19, Killzone 3 , PS3 , Sony Computer Entertainment , Shooter ,38055,1535712,12,2011-05-20,M
20, MX vs. ATV: Alive , PS3 , THQ , Racing ,36577,36577,1,2011-05-20,E
21, SOCOM 4: U.S. Navy SEALs , PS3 , Sony Computer Entertainment , Shooter ,34593,345984,4,2011-05-20,M
22, Brink , PC , Bethesda Softworks , Shooter ,31698,31698,1,2011-05-20,T
23, Call of Duty: Black Ops , PS3 , Activision , Shooter ,28671,10072900,27,2011-05-20,M
24, LEGO Pirates of the Caribbean: The Video Game , DS , Disney Interactive Studios , Action ,26291,26291,1,2011-05-20,E10+
25, Wii Party , Wii , Nintendo , Misc ,25635,5548963,45,2011-05-20,E
26, Sniper: Ghost Warrior , PS3 , City Interactive , Shooter ,24731,40804,2,2011-05-20,M
27, Michael Jackson: The Experience , Wii , Ubisoft , Misc ,23293,2568306,25,2011-05-20,E10+
28, Mario Kart Wii , Wii , Nintendo , Racing ,22788,26719284,162,2011-05-20,E
29, Dragon Quest Monsters: Joker 2 Professional , DS , Square Enix , Role-Playing ,21681,480715,7,2011-05-20,E
30, New Super Mario Bros. , DS , Nintendo , Platform ,21244,26390256,261,2011-05-20,E
1, L.A. Noire , X360 , Take-Two Interactive , Adventure ,749273,749273,1,2011-05-27,M
2, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,712183,712183,1,2011-05-27,M
3, The Witcher 2: Assassins of Kings , PC , Atari , Role-Playing ,274783,274783,1,2011-05-27,M
4, Brink , X360 , Bethesda Softworks , Shooter ,102147,477430,2,2011-05-27,T
5, Pokemon Black Version , DS , Nintendo , Role-Playing ,81622,11514986,36,2011-05-27,E
6, Wii Sports Resort , Wii , Nintendo , Sports ,77651,25987066,100,2011-05-27,E
7, Wii Sports , Wii , Nintendo , Sports ,73893,75733810,235,2011-05-27,E
8, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,71243,163037,2,2011-05-27,E10+
9, Zumba Fitness , Wii , Majesco Entertainment , Sports ,70615,1435441,27,2011-05-27,E
10, Mario Kart Wii , Wii , Nintendo , Racing ,58574,26777858,163,2011-05-27,E
11, Akiba's Trip , PSP , Acquire , Adventure ,57307,57307,1,2011-05-27,T
12, LEGO Pirates of the Caribbean: The Video Game , X360 , Disney Interactive Studios , Action ,54787,148810,2,2011-05-27,E10+
13, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,54445,891994,5,2011-05-27,M
14, LEGO Pirates of the Caribbean: The Video Game , PS3 , Disney Interactive Studios , Action ,53848,130473,2,2011-05-27,E10+
15, Portal 2 , X360 , Valve Corporation , Shooter ,53155,837882,5,2011-05-27,E10+
16, Portal 2 , PS3 , Valve Corporation , Shooter ,52464,619707,5,2011-05-27,E10+
17, Wii Fit Plus , Wii , Nintendo , Sports ,52196,18589599,86,2011-05-27,E
18, Brink , PS3 , Bethesda Softworks , Shooter ,48173,195820,2,2011-05-27,T
19, Just Dance 2 , Wii , Ubisoft , Misc ,46636,7207012,32,2011-05-27,E10+
20, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,42293,9662653,29,2011-05-27,E
21, Mortal Kombat , X360 , Warner Bros. Interactive Entertainment , Fighting ,41884,689099,5,2011-05-27,M
22, LEGO Pirates of the Caribbean: The Video Game , DS , Disney Interactive Studios , Action ,40659,66950,2,2011-05-27,E10+
23, SOCOM 4: U.S. Navy SEALs , PS3 , Sony Computer Entertainment , Shooter ,37006,382990,5,2011-05-27,M
24, Call of Duty: Black Ops , X360 , Activision , Shooter ,33989,12079033,28,2011-05-27,M
25, Wii Party , Wii , Nintendo , Misc ,31647,5580610,46,2011-05-27,E
26, Dead or Alive: Dimensions , 3DS , Ubisoft Annecy , Fighting ,31275,31275,1,2011-05-27,T
27, Killzone 3 , PS3 , Sony Computer Entertainment , Shooter ,28389,1564101,13,2011-05-27,M
28, New Super Mario Bros. , DS , Nintendo , Platform ,27671,26417927,262,2011-05-27,E
29, Call of Duty: Black Ops , PS3 , Activision , Shooter ,26281,10099181,28,2011-05-27,M
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26257,21729209,79,2011-05-27,E
1, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,360754,1072937,2,2011-06-03,M
2, L.A. Noire , X360 , Take-Two Interactive , Adventure ,354588,1103861,2,2011-06-03,M
3, Wii Sports Resort , Wii , Nintendo , Sports ,125778,26112844,101,2011-06-03,E
4, Wii Sports , Wii , Nintendo , Sports ,113879,75847689,236,2011-06-03,E
5, Mario Kart Wii , Wii , Nintendo , Racing ,111179,26889037,164,2011-06-03,E
6, The Witcher 2: Assassins of Kings , PC , Atari , Role-Playing ,106474,381257,2,2011-06-03,M
7, DiRT 3 , PS3 , Codemasters , Racing ,91252,91252,1,2011-06-03,T
8, DiRT 3 , X360 , Codemasters , Racing ,91106,91106,1,2011-06-03,T
9, One Piece Unlimited Cruise SP , 3DS , Namco Bandai Games , Action ,81104,81104,1,2011-06-03,T
10, Pokemon Black Version , DS , Nintendo , Role-Playing ,77179,11592165,37,2011-06-03,E
11, Zumba Fitness , Wii , Majesco Entertainment , Sports ,72228,1507669,28,2011-06-03,E
12, NASCAR 2011: The Game , Wii , Activision , Racing ,69284,69284,1,2011-06-03,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,61159,18650758,87,2011-06-03,E
14, Brink , X360 , Bethesda Softworks , Shooter ,52331,529761,3,2011-06-03,T
15, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,50316,9712969,30,2011-06-03,E
16, Just Dance 2 , Wii , Ubisoft , Misc ,49122,7256134,33,2011-06-03,E10+
17, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,49043,941037,6,2011-06-03,M
18, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,48042,211079,3,2011-06-03,E10+
19, Portal 2 , X360 , Valve Corporation , Shooter ,43138,881020,6,2011-06-03,E10+
20, Portal 2 , PS3 , Valve Corporation , Shooter ,40310,660017,6,2011-06-03,E10+
21, Wii Party , Wii , Nintendo , Misc ,40232,5620842,47,2011-06-03,E
22, Call of Duty: Black Ops , X360 , Activision , Shooter ,38653,12117686,29,2011-06-03,M
23, LEGO Pirates of the Caribbean: The Video Game , DS , Disney Interactive Studios , Action ,35707,102657,3,2011-06-03,E10+
24, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,35205,21764414,80,2011-06-03,E
25, LEGO Pirates of the Caribbean: The Video Game , X360 , Disney Interactive Studios , Action ,34611,183421,3,2011-06-03,E10+
26, LEGO Pirates of the Caribbean: The Video Game , PS3 , Disney Interactive Studios , Action ,34415,164888,3,2011-06-03,E10+
27, Warriors: Legends of Troy , PS3 , Ubisoft Annecy , Action ,33286,78276,12,2011-06-03,M
28, Call of Duty: Black Ops , PS3 , Activision , Shooter ,32001,10131182,29,2011-06-03,M
29, Mortal Kombat , X360 , Warner Bros. Interactive Entertainment , Fighting ,31603,720702,6,2011-06-03,M
30, SOCOM 4: U.S. Navy SEALs , PS3 , Sony Computer Entertainment , Shooter ,28931,411921,6,2011-06-03,M
1, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,195672,1268609,3,2011-06-10,M
2, L.A. Noire , X360 , Take-Two Interactive , Adventure ,187557,1291418,3,2011-06-10,M
3, Wii Sports Resort , Wii , Nintendo , Sports ,139904,26252748,102,2011-06-10,E
4, Wii Sports , Wii , Nintendo , Sports ,131354,75979043,237,2011-06-10,E
5, Mario Kart Wii , Wii , Nintendo , Racing ,128506,27017543,165,2011-06-10,E
6, Zumba Fitness , Wii , Majesco Entertainment , Sports ,79457,1587126,29,2011-06-10,E
7, Pokemon Black Version , DS , Nintendo , Role-Playing ,78657,11670822,38,2011-06-10,E
8, Wii Fit Plus , Wii , Nintendo , Sports ,68503,18719261,88,2011-06-10,E
9, The Witcher 2: Assassins of Kings , PC , Atari , Role-Playing ,60438,441695,3,2011-06-10,M
10, Resident Evil: The Mercenaries 3D , 3DS , Capcom , Shooter ,59534,59534,1,2011-06-10,M
11, Just Dance 2 , Wii , Ubisoft , Misc ,54909,7311043,34,2011-06-10,E10+
12, DiRT 3 , X360 , Codemasters , Racing ,51896,143002,2,2011-06-10,T
13, DiRT 3 , PS3 , Codemasters , Racing ,50652,141904,2,2011-06-10,T
14, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,50427,9763396,31,2011-06-10,E
15, The Sims 3 , PC , Electronic Arts , Simulation ,49600,2565732,105,2011-06-10,T
16, Call of Duty: Black Ops , X360 , Activision , Shooter ,48414,12166100,30,2011-06-10,M
17, Hunted: The Demon's Forge , X360 , Bethesda Softworks , Role-Playing ,47126,47126,1,2011-06-10,M
18, Call of Duty: Black Ops , PS3 , Activision , Shooter ,44956,10176138,30,2011-06-10,M
19, Portal 2 , X360 , Valve Corporation , Shooter ,44013,925033,7,2011-06-10,E10+
20, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,42753,983790,7,2011-06-10,M
21, Wii Party , Wii , Nintendo , Misc ,41881,5662723,48,2011-06-10,E
22, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,41069,252148,4,2011-06-10,E10+
23, Brink , X360 , Bethesda Softworks , Shooter ,40088,569849,4,2011-06-10,T
24, Portal 2 , PS3 , Valve Corporation , Shooter ,38457,698474,7,2011-06-10,E10+
25, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,37846,21802260,81,2011-06-10,E
26, Hunted: The Demon's Forge , PS3 , Bethesda Softworks , Role-Playing ,29591,29591,1,2011-06-10,M
27, New Super Mario Bros. , DS , Nintendo , Platform ,29554,26474984,264,2011-06-10,E
28, FIFA Soccer 11 , X360 , Electronic Arts , Sports ,29037,3077121,36,2011-06-10,E
29, Art Academy , DS , Nintendo , Misc ,28475,1887414,51,2011-06-10,E
30, The Sims 3: Generations , PC , Electronic Arts , Simulation ,28360,28360,1,2011-06-10,T
1, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,317637,317637,1,2011-06-17,T
2, Yakuza: Dead Souls , PS3 , Sega , Shooter ,309058,309058,1,2011-06-17,M
3, Wii Sports Resort , Wii , Nintendo , Sports ,111292,26364040,103,2011-06-17,E
4, Mario Kart Wii , Wii , Nintendo , Racing ,104241,27121784,166,2011-06-17,E
5, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,103142,1371751,4,2011-06-17,M
6, L.A. Noire , X360 , Take-Two Interactive , Adventure ,100906,1392324,4,2011-06-17,M
7, Wii Sports , Wii , Nintendo , Sports ,98940,76077983,238,2011-06-17,E
8, Zumba Fitness , Wii , Majesco Entertainment , Sports ,74150,1661276,30,2011-06-17,E
9, Red Faction: Armageddon , X360 , THQ , Shooter ,70788,70788,2,2011-06-17,M
10, Duke Nukem Forever , X360 , Take-Two Interactive , Shooter ,68780,68780,1,2011-06-17,M
11, Duke Nukem Forever , PS3 , Take-Two Interactive , Shooter ,66099,66099,1,2011-06-17,M
12, Pokemon Black Version , DS , Nintendo , Role-Playing ,66091,11736913,39,2011-06-17,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,60890,18780151,89,2011-06-17,E
14, Just Dance 2 , Wii , Ubisoft , Misc ,55679,7366722,35,2011-06-17,E10+
15, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,43707,9807103,32,2011-06-17,E
16, Red Faction: Armageddon , PS3 , THQ , Shooter ,43706,43706,2,2011-06-17,M
17, Call of Duty: Black Ops , X360 , Activision , Shooter ,41013,12207113,31,2011-06-17,M
18, Portal 2 , X360 , Valve Corporation , Shooter ,37619,962652,8,2011-06-17,E10+
19, The Witcher 2: Assassins of Kings , PC , Atari , Role-Playing ,36728,478423,4,2011-06-17,M
20, Call of Duty: Black Ops , PS3 , Activision , Shooter ,36236,10212374,31,2011-06-17,M
21, DiRT 3 , PS3 , Codemasters , Racing ,32750,174654,3,2011-06-17,T
22, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,32007,1015797,8,2011-06-17,M
23, Duke Nukem Forever , PC , Take-Two Interactive , Shooter ,31850,31850,1,2011-06-17,M
24, Portal 2 , PS3 , Valve Corporation , Shooter ,31789,730263,8,2011-06-17,E10+
25, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,31051,21833311,82,2011-06-17,E
26, Wii Party , Wii , Nintendo , Misc ,30670,5693393,49,2011-06-17,E
27, Brink , X360 , Bethesda Softworks , Shooter ,30520,600369,5,2011-06-17,T
28, DiRT 3 , X360 , Codemasters , Racing ,30419,173421,3,2011-06-17,T
29, New Super Mario Bros. , DS , Nintendo , Platform ,28628,26503612,265,2011-06-17,E
30, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,27481,279629,5,2011-06-17,E10+
1, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,284687,284687,1,2011-06-24,E10+
2, Duke Nukem Forever , X360 , Take-Two Interactive , Shooter ,206665,275445,2,2011-06-24,M
3, Danball Senki , PSP , Level 5 , Role-Playing ,164612,164612,1,2011-06-24,T
4, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,129312,446949,2,2011-06-24,T
5, Duke Nukem Forever , PS3 , Take-Two Interactive , Shooter ,124180,190279,2,2011-06-24,M
6, Mario Kart Wii , Wii , Nintendo , Racing ,114344,27236128,167,2011-06-24,E
7, Zumba Fitness , Wii , Majesco Entertainment , Sports ,107442,1768718,31,2011-06-24,E
8, Wii Sports Resort , Wii , Nintendo , Sports ,100356,26464396,104,2011-06-24,E
9, Wii Sports , Wii , Nintendo , Sports ,90126,76168109,239,2011-06-24,E
10, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,76318,1448069,5,2011-06-24,M
11, Pokemon Black Version , DS , Nintendo , Role-Playing ,74926,11811839,40,2011-06-24,E
12, Wii Fit Plus , Wii , Nintendo , Sports ,66918,18847069,90,2011-06-24,E
13, L.A. Noire , X360 , Take-Two Interactive , Adventure ,66914,1459238,5,2011-06-24,M
14, Duke Nukem Forever , PC , Take-Two Interactive , Shooter ,56668,88518,2,2011-06-24,M
15, Alice: Madness Returns , X360 , Electronic Arts , Adventure ,55882,55882,1,2011-06-24,M
16, Yakuza: Dead Souls , PS3 , Sega , Shooter ,53826,362884,2,2011-06-24,M
17, Just Dance 2 , Wii , Ubisoft , Misc ,51689,7418411,36,2011-06-24,E10+
18, Alice: Madness Returns , PS3 , Electronic Arts , Adventure ,41347,41347,1,2011-06-24,M
19, Call of Duty: Black Ops , PS3 , Activision , Shooter ,39838,10252212,32,2011-06-24,M
20, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,39688,9846791,33,2011-06-24,E
21, Steins;Gate: Hiyoku Renri no Darling , X360 , 5pb , Adventure ,35745,35745,1,2011-06-24,E10+
22, Child of Eden , X360 , Ubisoft , Shooter ,31997,31997,1,2011-06-24,E10+
23, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,30379,1046176,9,2011-06-24,M
24, Call of Duty: Black Ops , X360 , Activision , Shooter ,30294,12237407,32,2011-06-24,M
25, New Super Mario Bros. , DS , Nintendo , Platform ,28640,26532252,266,2011-06-24,E
26, The Witcher 2: Assassins of Kings , PC , Atari , Role-Playing ,28171,506594,5,2011-06-24,M
27, DiRT 3 , PS3 , Codemasters , Racing ,27696,202350,4,2011-06-24,T
28, Wii Party , Wii , Nintendo , Misc ,27141,5720534,50,2011-06-24,E
29, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26259,21859570,83,2011-06-24,E
30, Nintendogs + cats , 3DS , Nintendo , Simulation ,26180,545813,17,2011-06-24,E
1, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,262423,547110,2,2011-07-01,E10+
2, Zumba Fitness , Wii , Majesco Entertainment , Sports ,121976,1890694,32,2011-07-01,E
3, Mario Kart Wii , Wii , Nintendo , Racing ,106269,27342397,168,2011-07-01,E
4, Wii Sports Resort , Wii , Nintendo , Sports ,92524,26556920,105,2011-07-01,E
5, F.E.A.R. 3 , X360 , Warner Bros. Interactive Entertainment , Shooter ,86338,86338,1,2011-07-01,M
6, Pokemon Black Version , DS , Nintendo , Role-Playing ,83284,11895123,41,2011-07-01,E
7, Atelier Meruru: Alchemist of Arland 3 , PS3 , Gust , Role-Playing ,81303,81303,1,2011-07-01,T
8, Wii Sports , Wii , Nintendo , Sports ,78055,76246164,240,2011-07-01,E
9, Steins;Gate , PSP , Kadokawa Shoten , Adventure ,65950,65950,1,2011-07-01,M
10, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,63551,510500,3,2011-07-01,T
11, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,61196,1509265,6,2011-07-01,M
12, Wii Fit Plus , Wii , Nintendo , Sports ,60147,18907216,91,2011-07-01,E
13, Dungeon Siege III , X360 , Square Enix , Role-Playing ,58356,73926,2,2011-07-01,T
14, F.E.A.R. 3 , PS3 , Warner Bros. Interactive Entertainment , Shooter ,57452,57452,1,2011-07-01,M
15, L.A. Noire , X360 , Take-Two Interactive , Adventure ,52829,1512067,6,2011-07-01,M
16, Gundam Memories: Tatakai no Kioku , PSP , Namco Bandai Games , Action ,51344,51344,1,2011-07-01,T
17, Duke Nukem Forever , X360 , Take-Two Interactive , Shooter ,50732,326177,3,2011-07-01,M
18, Just Dance 2 , Wii , Ubisoft , Misc ,49710,7468121,37,2011-07-01,E10+
19, Call of Duty: Black Ops , PS3 , Activision , Shooter ,43248,10295460,33,2011-07-01,M
20, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,41545,9888336,34,2011-07-01,E
21, Dungeon Siege III , PS3 , Square Enix , Role-Playing ,40097,51117,2,2011-07-01,T
22, Danball Senki , PSP , Level 5 , Role-Playing ,36789,201401,2,2011-07-01,T
23, Duke Nukem Forever , PS3 , Take-Two Interactive , Shooter ,35532,225811,3,2011-07-01,M
24, Cars 2 , DS , Disney Interactive Studios , Platform ,33686,33686,1,2011-07-01,E10+
25, Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion , DS , Konami Digital Entertainment , Sports ,31006,31006,1,2011-07-01,E
26, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,29995,7926493,41,2011-07-01,M
27, New Super Mario Bros. , DS , Nintendo , Platform ,29543,26561795,267,2011-07-01,E
28, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,29483,1075659,10,2011-07-01,M
29, Nintendogs + cats , 3DS , Nintendo , Simulation ,26653,572466,18,2011-07-01,E
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26218,21885788,84,2011-07-01,E
1, Zumba Fitness , Wii , Majesco Entertainment , Sports ,123581,2014275,33,2011-07-08,E
2, Pokemon Black Version , DS , Nintendo , Role-Playing ,97330,11992453,42,2011-07-08,E
3, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,95182,642292,3,2011-07-08,E10+
4, Mario Kart Wii , Wii , Nintendo , Racing ,93728,27436125,169,2011-07-08,E
5, Wii Sports Resort , Wii , Nintendo , Sports ,79326,26636246,106,2011-07-08,E
6, Tales of the Abyss , 3DS , Namco Bandai Games , Role-Playing ,71393,71393,1,2011-07-08,T
7, Street Fighter IV , PS3 , Capcom , Fighting ,69354,3112254,124,2011-07-08,T
8, Wii Sports , Wii , Nintendo , Sports ,65833,76311997,241,2011-07-08,E
9, Wii Fit Plus , Wii , Nintendo , Sports ,58908,18966124,92,2011-07-08,E
10, Sniper: Ghost Warrior , PS3 , City Interactive , Shooter ,52720,171726,9,2011-07-08,M
11, Resident Evil: The Mercenaries 3D , 3DS , Capcom , Shooter ,49195,139114,5,2011-07-08,M
12, Just Dance 2 , Wii , Ubisoft , Misc ,49190,7517311,38,2011-07-08,E10+
13, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,47528,1556793,7,2011-07-08,M
14, Call of Duty: Black Ops , PS3 , Activision , Shooter ,44933,10340393,34,2011-07-08,M
15, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,43050,553550,4,2011-07-08,T
16, L.A. Noire , X360 , Take-Two Interactive , Adventure ,43008,1555075,7,2011-07-08,M
17, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,42742,9931078,35,2011-07-08,E
18, GoldenEye 007 , Wii , Activision , Action ,41063,1228894,35,2011-07-08,T
19, To Heart 2: Dungeon Travelers , PSP , Aquaplus , Adventure ,37268,37268,1,2011-07-08,M
20, New Super Mario Bros. , DS , Nintendo , Platform ,33173,26594968,268,2011-07-08,E
21, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,29727,7956220,42,2011-07-08,M
22, Call of Duty: Black Ops , X360 , Activision , Shooter ,29653,12292192,34,2011-07-08,M
23, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,27823,1103482,11,2011-07-08,M
24, Virtua Tennis 4 , PS3 , Sega , Sports ,26934,125641,10,2011-07-08,E
25, UFC Personal Trainer: The Ultimate Fitness System , X360 , THQ , Sports ,26352,26352,1,2011-07-08,E
26, F.E.A.R. 3 , X360 , Warner Bros. Interactive Entertainment , Shooter ,25178,111516,2,2011-07-08,M
27, Danball Senki , PSP , Level 5 , Role-Playing ,24937,226338,3,2011-07-08,T
28, Wii Party , Wii , Nintendo , Misc ,24313,5769413,52,2011-07-08,E
29, Donkey Kong Country Returns , Wii , Nintendo , Platform ,23249,4789685,32,2011-07-08,E
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,22789,21908577,85,2011-07-08,E
1, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,93535,1650328,8,2011-07-15,M
2, Zumba Fitness , Wii , Majesco Entertainment , Sports ,92233,2106508,34,2011-07-15,E
3, Pokemon Black Version , DS , Nintendo , Role-Playing ,87170,12079623,43,2011-07-15,E
4, Mario Kart Wii , Wii , Nintendo , Racing ,75690,27511815,170,2011-07-15,E
5, Wii Sports Resort , Wii , Nintendo , Sports ,72703,26708949,107,2011-07-15,E
6, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,64781,707073,4,2011-07-15,E10+
7, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,63219,616769,5,2011-07-15,T
8, Wii Sports , Wii , Nintendo , Sports ,57295,76369292,242,2011-07-15,E
9, Earth Defense Force: Insect Armageddon , X360 , D3Publisher , Shooter ,53276,53276,1,2011-07-15,T
10, Wii Fit Plus , Wii , Nintendo , Sports ,49318,19015442,93,2011-07-15,E
11, Just Dance 2 , Wii , Ubisoft , Misc ,47908,7565219,39,2011-07-15,E10+
12, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,43609,9974687,36,2011-07-15,E
13, Earth Defense Force: Insect Armageddon , PS3 , D3Publisher , Shooter ,41418,41418,1,2011-07-15,T
14, Call of Duty: Black Ops , PS3 , Activision , Shooter ,38924,10379317,35,2011-07-15,M
15, Wii Play: Motion , Wii , Nintendo , Misc ,36575,73544,4,2011-07-15,E
16, L.A. Noire , X360 , Take-Two Interactive , Adventure ,34475,1589550,8,2011-07-15,M
17, New Super Mario Bros. , DS , Nintendo , Platform ,27976,26622944,269,2011-07-15,E
18, Call of Duty: Black Ops , X360 , Activision , Shooter ,26638,12318830,35,2011-07-15,M
19, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,23489,1126971,12,2011-07-15,M
20, DiRT 3 , PS3 , Codemasters , Racing ,22386,270314,7,2011-07-15,T
21, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,21750,21930327,86,2011-07-15,E
22, God of War III , PS3 , Sony Computer Entertainment , Action ,20041,3903437,69,2011-07-15,M
23, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,19681,7975901,43,2011-07-15,M
24, Sniper: Ghost Warrior , PS3 , City Interactive , Shooter ,19565,191291,10,2011-07-15,M
25, Wii Party , Wii , Nintendo , Misc ,19337,5788750,53,2011-07-15,E
26, Donkey Kong Country Returns , Wii , Nintendo , Platform ,18841,4808526,33,2011-07-15,E
27, LEGO Pirates of the Caribbean: The Video Game , Wii , Disney Interactive Studios , Action ,18674,370811,9,2011-07-15,E10+
28, Virtua Tennis 4 , PS3 , Sega , Sports ,18137,143778,11,2011-07-15,E
29, DiRT 3 , X360 , Codemasters , Racing ,17831,248782,7,2011-07-15,T
30, Child of Eden , X360 , Ubisoft , Shooter ,17587,73875,4,2011-07-15,E10+
1, NCAA Football 12 , X360 , Electronic Arts , Sports ,236360,236360,1,2011-07-22,E
2, NCAA Football 12 , PS3 , Electronic Arts , Sports ,193211,193211,1,2011-07-22,E
3, Jikkyou Powerful Pro Yakyuu 2011 , PS3 , Konami Digital Entertainment , Sports ,116375,116375,1,2011-07-22,E
4, Taiko no Tatsujin Portable DX , PSP , Namco Bandai Games , Misc ,81720,81720,1,2011-07-22,E
5, Inazuma Eleven Strikers , Wii , Level 5 , Role-Playing ,72704,72704,1,2011-07-22,E10+
6, Jikkyou Powerful Pro Yakyuu 2011 , PSP , Konami Digital Entertainment , Sports ,71833,71833,1,2011-07-22,E
7, Pokemon Black Version , DS , Nintendo , Role-Playing ,71202,12150825,44,2011-07-22,E
8, Zumba Fitness , Wii , Majesco Entertainment , Sports ,68651,2175159,35,2011-07-22,E
9, Mario Kart Wii , Wii , Nintendo , Racing ,68293,27580108,171,2011-07-22,E
10, Wii Sports Resort , Wii , Nintendo , Sports ,63412,26772361,108,2011-07-22,E
11, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,51552,758625,5,2011-07-22,E10+
12, Just Dance 2 , Wii , Ubisoft , Misc ,46010,7611229,40,2011-07-22,E10+
13, Wii Sports , Wii , Nintendo , Sports ,45951,76415243,243,2011-07-22,E
14, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,41143,657912,6,2011-07-22,T
15, Wii Fit Plus , Wii , Nintendo , Sports ,39423,19054865,94,2011-07-22,E
16, Puyo Puyo!! 20th Anniversary , DS , Sega , Puzzle ,35745,35745,1,2011-07-22,E
17, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,35429,10010116,37,2011-07-22,E
18, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,35022,1685350,9,2011-07-22,M
19, Star Fox 64 3D , 3DS , Nintendo , Shooter ,32711,32711,1,2011-07-22,E10+
