Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,date
19, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,76968,3282081,7,2009-11-06,M,40123 
20, Pokemon HeartGold/Pokemon SoulSilver, DS , Nintendo , Role-Playing ,67122,2947887,9,2009-11-06,T,40123 
21, Tomodachi Collection , DS , Nintendo , Misc ,64886,1562402,21,2009-11-06,E,40123 
22, Tekken 6 , X360 , Namco Bandai Games , Fighting ,64526,216891,2,2009-11-06,T,40123 
23, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,60141,1840711,102,2009-11-06,E10+,40123 
24, DJ Hero , X360 , Activision , Misc ,57613,143967,2,2009-11-06,T,40123 
25, Wii Fit , Wii , Nintendo , Sports ,51359,22146457,102,2009-11-06,E,40123 
26, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,50072,911927,8,2009-11-06,E,40123 
27, Mario Kart DS , DS , Nintendo , Racing ,48223,15405170,208,2009-11-06,E,40123 
28, New Super Mario Bros. , DS , Nintendo , Platform ,46612,20333029,182,2009-11-06,E,40123 
29, Dragon Age: Origins , PC , Electronic Arts , Role-Playing ,45101,45101,1,2009-11-06,M,40123 
30, Shin Megami Tensei: Persona 3 Portable , PSP , Ghostlight , Role-Playing ,44160,148164,1,2009-11-06,M,40123 
1, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,4814524,4814524,1,2009-11-13,M,40130 
2, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,3209375,3209375,1,2009-11-13,M,40130 
3, Wii Sports , Wii , Nintendo , Sports ,483302,49876740,156,2009-11-13,E,40130 
4, Wii Fit Plus , Wii , Nintendo , Sports ,436783,2450965,7,2009-11-13,E,40130 
5, Wii Sports Resort , Wii , Nintendo , Sports ,308833,6485695,21,2009-11-13,E,40130 
6, Mario Kart Wii , Wii , Nintendo , Racing ,177598,18355380,84,2009-11-13,E,40130 
7, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,173030,944549,4,2009-11-13,E,40130 
8, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,168258,487631,2,2009-11-13,M,40130 
9, Call of Duty: Modern Warfare 2 , PC , Activision , Shooter ,151501,151501,1,2009-11-13,M,40130 
10, Pro Evolution Soccer 2010 , PS3 , Konami Digital Entertainment , Sports ,139479,1094935,4,2009-11-13,E,40130 
11, Dragon Ball: Raging Blast , PS3 , Namco Bandai Games , Fighting ,137294,137294,1,2009-11-13,T,40130 
12, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,123333,781648,5,2009-11-13,E,40130 
13, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,115204,1678831,5,2009-11-13,T,40130 
14, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,110387,1609131,7,2009-11-13,E,40130 
15, Grand Theft Auto: Episodes from Liberty City , X360 , Take-Two Interactive , Adventure ,103478,415359,3,2009-11-13,M,40130 
16, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,102723,625840,3,2009-11-13,T,40130 
17, Wii Play , Wii , Nintendo , Misc ,101537,24881378,155,2009-11-13,E,40130 
18, Borderlands , X360 , Take-Two Interactive , Shooter ,96485,737212,4,2009-11-13,M,40130 
19, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,91763,765944,60,2009-11-13,E10+,40130 
20, J-League Pro Soccer Club o Tsukurou! 6: Pride of J , PSP , Sega , Sports ,86886,86886,1,2009-11-13,T,40130 
21, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,86816,468757,5,2009-11-13,E,40130 
22, Pure , X360 , Disney Interactive Studios , Racing ,86133,644425,61,2009-11-13,E,40130 
23, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,83055,3365136,8,2009-11-13,M,40130 
24, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,81194,1140514,7,2009-11-13,E,40130 
25, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,72705,1913416,103,2009-11-13,E10+,40130 
26, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,67204,979131,9,2009-11-13,E,40130 
27, Dragon Age: Origins , PS3 , Electronic Arts , Role-Playing ,60721,176855,2,2009-11-13,M,40130 
28, Call of Duty: Modern Warfare: Reflex Edition , Wii , Activision , Shooter ,60018,60018,1,2009-11-13,M,40130 
29, Tomodachi Collection , DS , Nintendo , Misc ,59632,1622034,22,2009-11-13,E,40130 
30, Mario Kart DS , DS , Nintendo , Racing ,58858,15464028,209,2009-11-13,E,40130 
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,1344201,1344201,1,2009-11-20,E,40137 
2, Assassin's Creed II , X360 , Ubisoft , Action ,914218,914218,1,2009-11-20,T,40137 
3, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,818856,5633380,2,2009-11-20,M,40137 
4, Assassin's Creed II , PS3 , Ubisoft , Action ,772039,772039,1,2009-11-20,T,40137 
5, Wii Sports , Wii , Nintendo , Sports ,663891,50540631,157,2009-11-20,E,40137 
6, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,650939,650939,1,2009-11-20,M,40137 
7, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,591097,3800472,2,2009-11-20,M,40137 
8, Wii Fit Plus , Wii , Nintendo , Sports ,508912,2959877,8,2009-11-20,E,40137 
9, Wii Sports Resort , Wii , Nintendo , Sports ,486777,6972472,22,2009-11-20,E,40137 
10, Mario Kart Wii , Wii , Nintendo , Racing ,182331,18537711,85,2009-11-20,E,40137 
11, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,139064,920712,6,2009-11-20,E,40137 
12, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,134407,603164,6,2009-11-20,E,40137 
13, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,130176,1074725,5,2009-11-20,E,40137 
14, God of War Collection , PS3 , Sony Computer Entertainment , Action ,120638,120638,1,2009-11-20,M,40137 
15, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,115770,3480906,9,2009-11-20,M,40137 
16, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,106425,1715556,8,2009-11-20,E,40137 
17, Wii Play , Wii , Nintendo , Misc ,106023,24987401,156,2009-11-20,E,40137 
18, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,105975,871919,61,2009-11-20,E10+,40137 
19, Pro Evolution Soccer 2010 , PS3 , Konami Digital Entertainment , Sports ,102585,1197520,5,2009-11-20,E,40137 
20, Pure , X360 , Disney Interactive Studios , Racing ,102058,746483,62,2009-11-20,E,40137 
21, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,98633,1777464,6,2009-11-20,T,40137 
22, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,93670,581301,3,2009-11-20,M,40137 
23, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,88023,2001439,104,2009-11-20,E10+,40137 
24, Grand Theft Auto: Episodes from Liberty City , X360 , Take-Two Interactive , Adventure ,87319,502678,4,2009-11-20,M,40137 
25, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,79373,705213,4,2009-11-20,T,40137 
26, Dragon Age: Origins , PS3 , Electronic Arts , Role-Playing ,77101,253956,3,2009-11-20,M,40137 
27, Resident Evil: The Darkside Chronicles , Wii , Capcom , Shooter ,76139,76139,1,2009-11-20,M,40137 
28, Tony Hawk: RIDE , Wii , Activision , Sports ,74145,74145,1,2009-11-20,E10+,40137 
29, Borderlands , X360 , Take-Two Interactive , Shooter ,73276,810488,5,2009-11-20,M,40137 
30, F1 2009 , Wii , Codemasters , Racing ,70700,70700,1,2009-11-20,E,40137 
1, Wii Sports , Wii , Nintendo , Sports ,1042151,51582782,158,2009-11-27,E,40144 
2, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,975201,2319402,2,2009-11-27,E,40144 
3, Wii Fit Plus , Wii , Nintendo , Sports ,752640,3712516,9,2009-11-27,E,40144 
4, Wii Sports Resort , Wii , Nintendo , Sports ,718182,7690654,23,2009-11-27,E,40144 
5, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,617548,6250928,3,2009-11-27,M,40144 
6, Assassin's Creed II , X360 , Ubisoft , Action ,472775,1386993,2,2009-11-27,T,40144 
7, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,441221,4241693,3,2009-11-27,M,40144 
8, Assassin's Creed II , PS3 , Ubisoft , Action ,407273,1179312,2,2009-11-27,T,40144 
9, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,374765,1025704,2,2009-11-27,M,40144 
10, Professor Layton and the Last Specter , DS , Level 5 , Adventure ,304438,304438,1,2009-11-27,E10+,40144 
11, Mario Kart Wii , Wii , Nintendo , Racing ,264869,18802580,86,2009-11-27,E,40144 
12, Wii Play , Wii , Nintendo , Misc ,210116,25197517,157,2009-11-27,E,40144 
13, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,208486,1129198,7,2009-11-27,E,40144 
14, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,195951,1067870,62,2009-11-27,E10+,40144 
15, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,189157,792321,7,2009-11-27,E,40144 
16, Pure , X360 , Disney Interactive Studios , Racing ,187539,934022,63,2009-11-27,E,40144 
17, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,182917,3663823,10,2009-11-27,M,40144 
18, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,156666,1231391,6,2009-11-27,E,40144 
19, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,153376,1930840,7,2009-11-27,T,40144 
20, God of War Collection , PS3 , Sony Computer Entertainment , Action ,140645,261283,2,2009-11-27,M,40144 
21, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,140366,1402003,42,2009-11-27,E,40144 
22, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,137546,1853102,9,2009-11-27,E,40144 
23, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,132275,713576,4,2009-11-27,M,40144 
24, Mario Kart DS , DS , Nintendo , Racing ,128475,15660116,211,2009-11-27,E,40144 
25, New Super Mario Bros. , DS , Nintendo , Platform ,121638,20568310,185,2009-11-27,E,40144 
26, LittleBigPlanet , PS3 , Sony Computer Entertainment , Platform ,118924,2799543,57,2009-11-27,E,40144 
27, Batman: Arkham Asylum , PS3 , Eidos Interactive , Action ,112304,1305196,14,2009-11-27,T,40144 
28, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,109686,2111125,105,2009-11-27,E10+,40144 
29, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,108152,813365,5,2009-11-27,T,40144 
30, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,106596,1317396,9,2009-11-27,E,40144 
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,1845784,4165186,3,2009-12-04,E,40151 
2, Wii Sports , Wii , Nintendo , Sports ,1420965,53003747,159,2009-12-04,E,40151 
3, Wii Fit Plus , Wii , Nintendo , Sports ,760619,4473135,10,2009-12-04,E,40151 
4, Wii Sports Resort , Wii , Nintendo , Sports ,740195,8430849,24,2009-12-04,E,40151 
5, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,401063,6651991,4,2009-12-04,M,40151 
6, Assassin's Creed II , PS3 , Ubisoft , Action ,342441,1521753,3,2009-12-04,T,40151 
7, Assassin's Creed II , X360 , Ubisoft , Action ,332777,1719770,3,2009-12-04,T,40151 
8, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,331123,4572816,4,2009-12-04,M,40151 
9, Phantasy Star Portable 2 , PSP , Sega , Role-Playing ,287354,287354,1,2009-12-04,T,40151 
10, Mario Kart Wii , Wii , Nintendo , Racing ,275520,19078100,87,2009-12-04,E,40151 
11, Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS , PSP , Namco Bandai Games , Fighting ,230852,230852,1,2009-12-04,T,40151 
12, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,229895,1255599,3,2009-12-04,M,40151 
13, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,211970,1341168,8,2009-12-04,E,40151 
14, Wii Play , Wii , Nintendo , Misc ,200224,25397741,158,2009-12-04,E,40151 
15, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,198766,991087,8,2009-12-04,E,40151 
16, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,170377,1238247,63,2009-12-04,E10+,40151 
17, Pure , X360 , Disney Interactive Studios , Racing ,161550,1095572,64,2009-12-04,E,40151 
18, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,157315,2010417,10,2009-12-04,E,40151 
19, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,136324,2067164,8,2009-12-04,T,40151 
20, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,131993,2243118,106,2009-12-04,E10+,40151 
21, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,128288,1359679,7,2009-12-04,E,40151 
22, New Super Mario Bros. , DS , Nintendo , Platform ,123368,20691678,186,2009-12-04,E,40151 
23, Mario Kart DS , DS , Nintendo , Racing ,122487,15782604,212,2009-12-04,E,40151 
24, Samurai Warriors 3 , Wii , Nintendo , Action ,121948,121948,1,2009-12-04,T,40151 
25, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,117173,1434569,10,2009-12-04,E,40151 
26, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,116977,1518980,43,2009-12-04,E,40151 
27, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,112615,3776438,11,2009-12-04,M,40151 
28, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,111556,1262746,12,2009-12-04,E,40151 
29, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,105587,819163,5,2009-12-04,M,40151 
30, Tekken 6 , PS3 , Namco Bandai Games , Fighting ,99695,913060,6,2009-12-04,T,40151 
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,1445384,5610570,4,2009-12-11,E,40158 
2, Wii Sports , Wii , Nintendo , Sports ,1219078,54222825,160,2009-12-11,E,40158 
3, Wii Sports Resort , Wii , Nintendo , Sports ,943759,9374608,25,2009-12-11,E,40158 
4, Wii Fit Plus , Wii , Nintendo , Sports ,910618,5383753,11,2009-12-11,E,40158 
5, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,545513,7197504,5,2009-12-11,M,40158 
6, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,483513,5056329,5,2009-12-11,M,40158 
7, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,402085,402085,1,2009-12-11,E10+,40158 
8, Assassin's Creed II , X360 , Ubisoft , Action ,336761,2056531,4,2009-12-11,T,40158 
9, Mario Kart Wii , Wii , Nintendo , Racing ,332984,19411084,88,2009-12-11,E,40158 
10, Assassin's Creed II , PS3 , Ubisoft , Action ,325194,1846947,4,2009-12-11,T,40158 
11, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,289417,1630585,9,2009-12-11,E,40158 
12, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,278372,1533971,4,2009-12-11,M,40158 
13, Wii Play , Wii , Nintendo , Misc ,259154,25656895,159,2009-12-11,E,40158 
14, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,253887,1244974,9,2009-12-11,E,40158 
15, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,206821,1445068,64,2009-12-11,E10+,40158 
16, Pure , X360 , Disney Interactive Studios , Racing ,198108,1293680,65,2009-12-11,E,40158 
17, New Super Mario Bros. , DS , Nintendo , Platform ,174504,20866182,187,2009-12-11,E,40158 
18, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,166640,3943078,12,2009-12-11,M,40158 
19, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,165235,2232399,9,2009-12-11,T,40158 
20, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,160578,2170995,11,2009-12-11,E,40158 
21, Mario Kart DS , DS , Nintendo , Racing ,152485,15935089,213,2009-12-11,E,40158 
22, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,152471,1671451,44,2009-12-11,E,40158 
23, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,152396,1512075,8,2009-12-11,E,40158 
24, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,146682,2389800,107,2009-12-11,E10+,40158 
25, Just Dance , Wii , Ubisoft , Misc ,144585,244935,4,2009-12-11,E10+,40158 
26, Tales of Graces , Wii , Namco Bandai Games , Role-Playing ,140138,140138,1,2009-12-11,T,40158 
27, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,124061,1558630,11,2009-12-11,E,40158 
28, Madden NFL 10 , X360 , Electronic Arts , Sports ,123122,1795440,18,2009-12-11,E,40158 
29, Need for Speed: Shift , PS3 , Electronic Arts , Racing ,121243,1383989,13,2009-12-11,E,40158 
30, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,119129,938292,6,2009-12-11,M,40158 
1, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,1739963,7350533,5,2009-12-18,E,40165 
2, Wii Sports , Wii , Nintendo , Sports ,1520288,55743113,161,2009-12-18,E,40165 
3, Final Fantasy XIII , PS3 , Square Enix , Role-Playing ,1464964,1464964,1,2009-12-18,T,40165 
4, Wii Sports Resort , Wii , Nintendo , Sports ,1193476,10568084,26,2009-12-18,E,40165 
5, Wii Fit Plus , Wii , Nintendo , Sports ,1167576,6551329,12,2009-12-18,E,40165 
6, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,594570,7792074,6,2009-12-18,M,40165 
7, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,461399,5517728,6,2009-12-18,M,40165 
8, Mario Kart Wii , Wii , Nintendo , Racing ,423707,19834791,89,2009-12-18,E,40165 
9, Assassin's Creed II , X360 , Ubisoft , Action ,393848,2450379,5,2009-12-18,T,40165 
10, Mario & Sonic at the Olympic Winter Games , Wii , Sega , Sports ,383562,2014147,10,2009-12-18,E,40165 
11, Assassin's Creed II , PS3 , Ubisoft , Action ,368258,2215205,5,2009-12-18,T,40165 
12, Wii Play , Wii , Nintendo , Misc ,338094,25994989,160,2009-12-18,E,40165 
13, Left 4 Dead 2 , X360 , Electronic Arts , Shooter ,310977,1844948,5,2009-12-18,M,40165 
14, Mario & Sonic at the Olympic Winter Games , DS , Sega , Sports ,306345,1551319,10,2009-12-18,E,40165 
15, The Legend of Zelda: Spirit Tracks , DS , Nintendo , Adventure ,296242,698327,2,2009-12-18,E10+,40165 
16, New Super Mario Bros. , DS , Nintendo , Platform ,260423,21126605,188,2009-12-18,E,40165 
17, LEGO Batman: The Videogame , X360 , Warner Bros. Interactive Entertainment , Adventure ,255376,1700444,65,2009-12-18,E10+,40165 
18, Pure , X360 , Disney Interactive Studios , Racing ,246254,1539934,66,2009-12-18,E,40165 
19, Mario Kart DS , DS , Nintendo , Racing ,220073,16155162,214,2009-12-18,E,40165 
20, Halo 3: ODST , X360 , Microsoft Game Studios , Shooter ,199551,4142629,13,2009-12-18,M,40165 
21, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,190018,1861469,45,2009-12-18,E,40165 
22, Uncharted 2: Among Thieves , PS3 , Sony Computer Entertainment , Action ,189600,2421999,10,2009-12-18,T,40165 
23, Madden NFL 10 , X360 , Electronic Arts , Sports ,179319,1974759,19,2009-12-18,E,40165 
24, FIFA Soccer 10 , PS3 , Electronic Arts , Sports ,179277,2350272,12,2009-12-18,E,40165 
25, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,176182,1688257,9,2009-12-18,E,40165 
26, Professor Layton and the Diabolical Box , DS , Level 5 , Adventure ,164788,2554588,108,2009-12-18,E10+,40165 
27, Tomodachi Collection , DS , Nintendo , Misc ,157155,2070282,27,2009-12-18,E,40165 
28, Just Dance , Wii , Ubisoft , Misc ,152886,397821,5,2009-12-18,E10+,40165 
29, FIFA Soccer 10 , X360 , Electronic Arts , Sports ,152164,1710794,12,2009-12-18,E,40165 
30, Dragon Age: Origins , X360 , Electronic Arts , Role-Playing ,151521,1089813,7,2009-12-18,M,40165 
