Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
30, Madden NFL 15 , X360 , Electronic Arts , Sports ,122780,1280446,16,2014-12-12,E,41985 
1, Pokemon Omega Ruby and Alpha Sapphire , 3DS , Nintendo , Role-Playing ,693203,6443738,5,2014-12-19,E,41992 
2, Youkai Watch 2 Shinuchi , 3DS , Level 5 , Role-Playing ,543064,1770823,2,2014-12-19,E,41992 
3, Grand Theft Auto V , PS4 , Take-Two Interactive , Action ,540951,4410037,5,2014-12-19,M,41992 
4, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,506761,4917915,7,2014-12-19,M,41992 
5, Super Smash Bros. for Wii U , WiiU , Nintendo , Fighting ,431183,2328212,5,2014-12-19,E10+,41992 
6, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,381093,4947080,15,2014-12-19,E10+,41992 
7, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,346486,2286735,6,2014-12-19,M,41992 
8, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,337421,3347974,7,2014-12-19,M,41992 
9, Far Cry 4 , PS4 , Ubisoft , Shooter ,334816,2135994,5,2014-12-19,M,41992 
10, FIFA 15 , PS4 , Electronic Arts , Sports ,329992,4811321,13,2014-12-19,E,41992 
11, Just Dance 2015 , Wii , Ubisoft , Misc ,311052,1159813,9,2014-12-19,E10+,41992 
12, Assassin's Creed: Unity , XOne , Ubisoft , Action ,303637,1875016,6,2014-12-19,M,41992 
13, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,295772,3106022,7,2014-12-19,M,41992 
14, FIFA 15 , PS3 , Electronic Arts , Sports ,266281,3583007,13,2014-12-19,E,41992 
15, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,264062,2983713,7,2014-12-19,M,41992 
16, Grand Theft Auto V , XOne , Take-Two Interactive , Action ,241326,1706694,5,2014-12-19,M,41992 
17, Mario Kart 8 , WiiU , Nintendo , Racing ,238097,3769517,30,2014-12-19,E,41992 
18, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,230613,2750808,32,2014-12-19,E10+,41992 
19, Minecraft: PlayStation 4 Edition , PS4 , Sony Computer Entertainment America , Adventure ,195838,1127020,12,2014-12-19,E10+,41992 
20, Minecraft , X360 , Microsoft Game Studios , Adventure ,194229,6578520,81,2014-12-19,E10+,41992 
21, Destiny , PS4 , Activision , Action ,191202,4107080,15,2014-12-19,T,41992 
22, The Crew , PS4 , Ubisoft , Racing ,185324,686947,3,2014-12-19,E10+,41992 
23, NBA 2K15 , PS4 , Take-Two Interactive , Sports ,180936,1254839,11,2014-12-19,E,41992 
24, FIFA 15 , X360 , Electronic Arts , Sports ,166783,2363475,13,2014-12-19,E,41992 
25, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,166230,1842851,57,2014-12-19,M,41992 
26, Final Fantasy Explorers , 3DS , Square Enix , Role-Playing ,163305,163305,1,2014-12-19,E10+,41992 
27, NBA 2K15 , XOne , Take-Two Interactive , Sports ,159133,796805,11,2014-12-19,E,41992 
28, Halo: The Master Chief Collection , XOne , Microsoft Game Studios , Shooter ,155985,1653549,6,2014-12-19,M,41992 
29, Tomodachi Life , 3DS , Nintendo , Simulation ,150117,3642723,88,2014-12-19,E,41992 
30, Madden NFL 15 , X360 , Electronic Arts , Sports ,149773,1430219,17,2014-12-19,E,41992 
