Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
12, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,110120,854893,3,2014-10-17,M,41929 
13, FIFA 15 , X360 , Electronic Arts , Sports ,90451,1433612,4,2014-10-17,E,41929 
14, Destiny , PS4 , Activision , Action ,82600,3391218,6,2014-10-17,T,41929 
15, The Evil Within , X360 , Bethesda Softworks , Action ,78753,78753,1,2014-10-17,M,41929 
16, The Last of Us Remastered , PS4 , Sony Computer Entertainment America , Adventure ,66541,1631239,12,2014-10-17,M,41929 
17, MineCraft , PS4 , Sony Computer Entertainment , Adventure ,66415,209239,3,2014-10-17,E10+,41929 
18, NBA 2K15 , X360 , Take-Two Interactive , Sports ,64008,246066,2,2014-10-17,E,41929 
19, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,62487,1753851,23,2014-10-17,E10+,41929 
20, Alien: Isolation , PS4 , Sega , Shooter ,56103,244851,2,2014-10-17,M,41929 
21, NBA 2K15 , XOne , Take-Two Interactive , Sports ,54427,252660,2,2014-10-17,E,41929 
22, F1 2014 , PS3 , Codemasters , Action ,50343,56256,3,2014-10-17,E,41929 
23, Minecraft , X360 , Microsoft Game Studios , Adventure ,49427,5530260,72,2014-10-17,E10+,41929 
24, Middle-Earth: Shadow of Mordor , XOne , Warner Bros. Interactive Entertainment , Action ,46960,399665,3,2014-10-17,M,41929 
25, NBA 2K15 , PS3 , Take-Two Interactive , Sports ,46263,167852,2,2014-10-17,E,41929 
26, The Evil Within , PC , Bethesda Softworks , Action ,45266,45266,1,2014-10-17,M,41929 
27, Youkai Watch 2 Ganso/Honke , 3DS , Level 5 , Role-Playing ,44018,2741272,15,2014-10-17,E,41929 
28, Skylanders: Trap Team , X360 , Activision , Action ,42809,127117,2,2014-10-17,E10+,41929 
29, Destiny , XOne , Activision , Action ,40736,1867512,6,2014-10-17,T,41929 
30, Forza Horizon 2 , XOne , Microsoft Game Studios , Action ,40265,352279,3,2014-10-17,E10+,41929 
1, Bayonetta 2 , WiiU , Nintendo , Action ,199093,251296,6,2014-10-24,M,41936 
2, The Evil Within , PS4 , Bethesda Softworks , Action ,192324,628619,2,2014-10-24,M,41936 
3, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,176563,3145016,7,2014-10-24,E10+,41936 
4, FIFA 15 , PS4 , Electronic Arts , Sports ,169432,3590521,5,2014-10-24,E,41936 
5, Monster Hunter 4G , 3DS , Capcom , Role-Playing ,164965,1976175,3,2014-10-24,T,41936 
6, FIFA 15 , PS3 , Electronic Arts , Sports ,152648,2500631,5,2014-10-24,E,41936 
7, The Evil Within , PS3 , Bethesda Softworks , Action ,115104,244057,2,2014-10-24,M,41936 
8, MineCraft , PS4 , Sony Computer Entertainment , Adventure ,112390,321629,4,2014-10-24,E10+,41936 
9, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,88828,943721,4,2014-10-24,M,41936 
10, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,84438,1838289,24,2014-10-24,E10+,41936 
11, NBA 2K15 , PS4 , Take-Two Interactive , Sports ,80806,576817,3,2014-10-24,E,41936 
12, Jikkyou Powerful Pro Yakyuu 2014 , PS3 , Konami Digital Entertainment , Sports ,80348,80348,1,2014-10-24,E,41936 
13, FIFA 15 , X360 , Electronic Arts , Sports ,74156,1507768,5,2014-10-24,E,41936 
14, Borderlands: The Pre-Sequel , X360 , Take-Two Interactive , Shooter ,67237,253159,2,2014-10-24,M,41936 
15, Driveclub , PS4 , Sony Computer Entertainment , Racing ,65924,544057,3,2014-10-24,E,41936 
16, Destiny , PS4 , Activision , Action ,65637,3456855,7,2014-10-24,T,41936 
17, Minecraft , X360 , Microsoft Game Studios , Adventure ,63134,5593394,73,2014-10-24,E10+,41936 
18, The Last of Us Remastered , PS4 , Sony Computer Entertainment America , Adventure ,62985,1694224,13,2014-10-24,M,41936 
19, NBA 2K15 , X360 , Take-Two Interactive , Sports ,52511,298577,3,2014-10-24,E,41936 
20, Fantasy Life , 3DS , Nintendo , Role-Playing ,50534,495513,96,2014-10-24,E10+,41936 
21, Tales of the World: Reve Unitia , 3DS , Namco Bandai Games , Role-Playing ,49436,49436,1,2014-10-24,T,41936 
22, The Evil Within , XOne , Bethesda Softworks , Action ,48497,194618,2,2014-10-24,M,41936 
23, Jikkyou Powerful Pro Yakyuu 2014 , PSV , Konami Digital Entertainment , Sports ,47934,47934,1,2014-10-24,E,41936 
24, Borderlands: The Pre-Sequel , PS3 , Take-Two Interactive , Shooter ,47064,172793,2,2014-10-24,M,41936 
25, FIFA 15 , XOne , Electronic Arts , Sports ,43095,943705,5,2014-10-24,E,41936 
26, Sid Meier's Civilization: Beyond Earth , PC , Take-Two Interactive , Strategy ,42600,42600,1,2014-10-24,E10+,41936 
27, Tomodachi Life , 3DS , Nintendo , Simulation ,41068,2899701,80,2014-10-24,E,41936 
28, Grand Theft Auto V , PS3 , Take-Two Interactive , Action ,39845,18714326,58,2014-10-24,M,41936 
29, NBA 2K15 , XOne , Take-Two Interactive , Sports ,39179,291839,3,2014-10-24,E,41936 
30, The Sims 4 , PC , Electronic Arts , Action ,37478,959326,8,2014-10-24,E,41936 
1, Sunset Overdrive , XOne , Microsoft Game Studios , Shooter ,229739,229739,1,2014-10-31,M,41943 
2, Farming Simulator 2015 , PC , Focus Home Interactive , Simulation ,218451,218451,1,2014-10-31,E,41943 
3, FIFA 15 , PS4 , Electronic Arts , Sports ,164639,3755160,6,2014-10-31,E,41943 
4, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,156232,3301248,8,2014-10-31,E10+,41943 
5, FIFA 15 , PS3 , Electronic Arts , Sports ,146413,2647044,6,2014-10-31,E,41943 
6, WWE 2K15 , PS3 , Take-Two Interactive , Sports ,105461,105461,1,2014-10-31,T,41943 
7, Monster Hunter 4G , 3DS , Capcom , Role-Playing ,97358,2073533,4,2014-10-31,T,41943 
8, MineCraft , PS4 , Sony Computer Entertainment , Adventure ,95286,416915,5,2014-10-31,E10+,41943 
9, The Evil Within , PS4 , Bethesda Softworks , Action ,89247,717866,3,2014-10-31,M,41943 
10, Lords of the Fallen , PS4 , Namco Bandai Games , Role-Playing ,87449,87449,1,2014-10-31,M,41943 
11, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,84612,1922901,25,2014-10-31,E10+,41943 
12, WWE 2K15 , X360 , Take-Two Interactive , Sports ,82605,82605,1,2014-10-31,T,41943 
13, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,73835,1017556,5,2014-10-31,M,41943 
14, FIFA 15 , X360 , Electronic Arts , Sports ,66676,1574444,6,2014-10-31,E,41943 
15, Minecraft , X360 , Microsoft Game Studios , Adventure ,62772,5656166,74,2014-10-31,E10+,41943 
16, NBA 2K15 , PS4 , Take-Two Interactive , Sports ,61744,638561,4,2014-10-31,E,41943 
17, Destiny , PS4 , Activision , Action ,59732,3516587,8,2014-10-31,T,41943 
18, The Evil Within , PS3 , Bethesda Softworks , Action ,53397,297454,3,2014-10-31,M,41943 
19, Freedom Wars , PSV , Sony Computer Entertainment , Action ,46910,338525,19,2014-10-31,T,41943 
20, Bayonetta 2 , WiiU , Nintendo , Action ,46696,297992,7,2014-10-31,M,41943 
21, Tomodachi Life , 3DS , Nintendo , Simulation ,43652,2943353,81,2014-10-31,E,41943 
22, FIFA 15 , XOne , Electronic Arts , Sports ,42726,986431,6,2014-10-31,E,41943 
23, Driveclub , PS4 , Sony Computer Entertainment , Racing ,41731,585788,4,2014-10-31,E,41943 
24, The Last of Us Remastered , PS4 , Sony Computer Entertainment America , Adventure ,41288,1735512,14,2014-10-31,M,41943 
25, NBA 2K15 , X360 , Take-Two Interactive , Sports ,40187,338764,4,2014-10-31,E,41943 
26, Borderlands: The Pre-Sequel , PS3 , Take-Two Interactive , Shooter ,39282,212075,3,2014-10-31,M,41943 
27, The Walking Dead: A Telltale Games Series - The Complete First Season , PS4 , Telltale Games , Adventure ,37429,37429,3,2014-10-31,M,41943 
28, The Evil Within , XOne , Bethesda Softworks , Action ,36456,231074,3,2014-10-31,M,41943 
29, Borderlands: The Pre-Sequel , X360 , Take-Two Interactive , Shooter ,35647,288806,3,2014-10-31,M,41943 
30, The Sims 4 , PC , Electronic Arts , Action ,33417,992743,9,2014-10-31,E,41943 
1, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,2779597,2779597,1,2014-11-07,M,41950 
2, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,1797924,1797924,1,2014-11-07,M,41950 
3, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,1327404,1327404,1,2014-11-07,M,41950 
4, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,1184958,1184958,1,2014-11-07,M,41950 
5, FIFA 15 , PS4 , Electronic Arts , Sports ,135545,3890705,7,2014-11-07,E,41950 
6, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,134712,3435960,9,2014-11-07,E10+,41950 
7, FIFA 15 , PS3 , Electronic Arts , Sports ,117084,2764128,7,2014-11-07,E,41950 
8, Football Manager 2015 , PC , Sega , Simulation ,103026,103026,1,2014-11-07,E,41950 
9, Call of Duty: Advanced Warfare , PC , Activision , Shooter ,98011,98011,1,2014-11-07,M,41950 
10, Sunset Overdrive , XOne , Microsoft Game Studios , Shooter ,91647,321386,2,2014-11-07,M,41950 
11, Farming Simulator 2015 , PC , Focus Home Interactive , Simulation ,79370,297821,6,2014-11-07,E,41950 
12, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,77714,2000615,26,2014-11-07,E10+,41950 
13, Destiny , PS4 , Activision , Action ,72955,3589542,9,2014-11-07,T,41950 
14, FIFA 15 , X360 , Electronic Arts , Sports ,63386,1637830,7,2014-11-07,E,41950 
15, The Evil Within , PS4 , Bethesda Softworks , Action ,62545,780411,4,2014-11-07,M,41950 
16, Minecraft , X360 , Microsoft Game Studios , Adventure ,61827,5717993,75,2014-11-07,E10+,41950 
17, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,60555,1078111,6,2014-11-07,M,41950 
18, Minecraft: PlayStation 4 Edition , PS4 , Sony Computer Entertainment America , Adventure ,58146,475061,6,2014-11-07,E10+,41950 
19, Monster Hunter 4G , 3DS , Capcom , Role-Playing ,55036,2128569,5,2014-11-07,T,41950 
20, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,53040,946617,51,2014-11-07,M,41950 
21, Tomodachi Life , 3DS , Nintendo , Simulation ,52812,2996165,82,2014-11-07,E,41950 
22, NBA 2K15 , PS4 , Take-Two Interactive , Sports ,51892,690453,5,2014-11-07,E,41950 
23, FIFA 15 , XOne , Electronic Arts , Sports ,45242,1031673,7,2014-11-07,E,41950 
24, WWE 2K15 , PS3 , Take-Two Interactive , Sports ,42237,147698,2,2014-11-07,T,41950 
25, The Last of Us Remastered , PS4 , Sony Computer Entertainment America , Adventure ,40222,1775734,15,2014-11-07,M,41950 
26, NBA 2K15 , X360 , Take-Two Interactive , Sports ,39832,378596,5,2014-11-07,E,41950 
27, The Evil Within , PS3 , Bethesda Softworks , Action ,39141,336595,4,2014-11-07,M,41950 
28, Mario Kart 8 , WiiU , Nintendo , Racing ,38129,2922079,24,2014-11-07,E,41950 
29, Madden NFL 15 , X360 , Electronic Arts , Sports ,35723,723240,11,2014-11-07,E,41950 
30, Lords of the Fallen , PS4 , Namco Bandai Games , Role-Playing ,33481,120930,2,2014-11-07,M,41950 
1, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,920712,920712,1,2014-11-14,M,41957 
2, Halo: The Master Chief Collection , XOne , Microsoft Game Studios , Shooter ,901859,901859,1,2014-11-14,M,41957 
3, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,600003,3196029,2,2014-11-14,M,41957 
4, Assassin's Creed: Unity , XOne , Ubisoft , Action ,528411,528411,1,2014-11-14,M,41957 
5, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,454841,1691393,2,2014-11-14,M,41957 
6, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,351661,2079116,2,2014-11-14,M,41957 
7, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,322647,1495567,2,2014-11-14,M,41957 
8, Pro Evolution Soccer 2015 , PS4 , Konami Digital Entertainment , Sports ,177019,177019,1,2014-11-14,E,41957 
9, Assassin's Creed: Rogue , PS3 , Ubisoft , Action ,158440,158440,1,2014-11-14,M,41957 
10, Assassin's Creed: Rogue , X360 , Ubisoft , Action ,147223,147223,1,2014-11-14,M,41957 
11, Pro Evolution Soccer 2015 , PS3 , Konami Digital Entertainment , Sports ,138320,138320,1,2014-11-14,E,41957 
12, Assassin's Creed: Unity , PC , Ubisoft , Action ,134896,134896,1,2014-11-14,M,41957 
13, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,123113,3542411,10,2014-11-14,E10+,41957 
14, FIFA 15 , PS4 , Electronic Arts , Sports ,103551,3624816,8,2014-11-14,E,41957 
15, FIFA 15 , PS3 , Electronic Arts , Sports ,93751,2593888,8,2014-11-14,E,41957 
16, Lego Batman 3: Beyond Gotham , X360 , Warner Bros. Interactive Entertainment , Action ,82566,82566,1,2014-11-14,E,41957 
17, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,70466,1952074,27,2014-11-14,E10+,41957 
18, FIFA 15 , X360 , Electronic Arts , Sports ,68805,1660902,8,2014-11-14,E,41957 
19, Destiny , PS4 , Activision , Action ,63691,3461984,10,2014-11-14,T,41957 
20, Minecraft , X360 , Microsoft Game Studios , Adventure ,63011,5762198,76,2014-11-14,E10+,41957 
21, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,62213,1022897,52,2014-11-14,M,41957 
22, Tomodachi Life , 3DS , Nintendo , Simulation ,58974,3025830,83,2014-11-14,E,41957 
23, Lego Batman 3: Beyond Gotham , PS3 , Warner Bros. Interactive Entertainment , Action ,57314,57314,1,2014-11-14,E,41957 
24, Minecraft: PlayStation 4 Edition , PS4 , Sony Computer Entertainment America , Adventure ,54350,502522,7,2014-11-14,E10+,41957 
25, Mario Kart 8 , WiiU , Nintendo , Racing ,52900,2943219,25,2014-11-14,E,41957 
26, Lego Batman 3: Beyond Gotham , PS4 , Warner Bros. Interactive Entertainment , Action ,52539,52539,1,2014-11-14,E,41957 
27, Just Dance 2015 , Wii , Ubisoft , Misc ,52285,113452,4,2014-11-14,E10+,41957 
28, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,47883,1054758,7,2014-11-14,M,41957 
29, Farming Simulator 2015 , PC , Focus Home Interactive , Simulation ,45670,333479,7,2014-11-14,E,41957 
30, FIFA 15 , XOne , Electronic Arts , Sports ,44105,979860,8,2014-11-14,E,41957 
1, Pokemon Omega Ruby and Alpha Sapphire , 3DS , Nintendo , Role-Playing ,2575149,2575149,1,2014-11-21,E,41964 
2, Grand Theft Auto V , PS4 , Take-Two Interactive , Action ,1859875,1859875,1,2014-11-21,M,41964 
3, Far Cry 4 , PS4 , Ubisoft , Shooter ,906672,906672,1,2014-11-21,M,41964 
4, Grand Theft Auto V , XOne , Take-Two Interactive , Action ,831851,831851,1,2014-11-21,M,41964 
5, Super Smash Bros. for Wii U , WiiU , Nintendo , Fighting ,504059,504059,1,2014-11-21,E10+,41964 
6, Dragon Age: Inquisition , PS4 , Electronic Arts , Role-Playing ,398324,398324,1,2014-11-21,M,41964 
7, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,350000,1270712,2,2014-11-21,M,41964 
8, Far Cry 4 , XOne , Ubisoft , Shooter ,300096,300096,1,2014-11-21,M,41964 
9, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,266720,3462749,3,2014-11-21,M,41964 
10, WWE 2K15 , PS4 , Take-Two Interactive , Sports ,265941,265941,1,2014-11-21,T,41964 
11, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,226378,1917771,3,2014-11-21,M,41964 
12, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,198844,1694411,3,2014-11-21,M,41964 
13, Dragon Age: Inquisition , XOne , Electronic Arts , Role-Playing ,197371,197371,1,2014-11-21,M,41964 
14, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,195241,2274357,3,2014-11-21,M,41964 
15, Assassin's Creed: Unity , XOne , Ubisoft , Action ,175180,703591,2,2014-11-21,M,41964 
16, Far Cry 4 , PS3 , Ubisoft , Shooter ,167312,167312,1,2014-11-21,M,41964 
17, Dragon Age: Inquisition , PC , Electronic Arts , Role-Playing ,159419,159419,1,2014-11-21,M,41964 
18, Halo: The Master Chief Collection , XOne , Microsoft Game Studios , Shooter ,158612,1060471,2,2014-11-21,M,41964 
19, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,153781,3696192,11,2014-11-21,E10+,41964 
20, Far Cry 4 , X360 , Ubisoft , Shooter ,133862,133862,1,2014-11-21,M,41964 
21, Far Cry 4 , PC , Ubisoft , Shooter ,123260,123260,1,2014-11-21,M,41964 
22, FIFA 15 , PS4 , Electronic Arts , Sports ,122297,3747113,9,2014-11-21,E,41964 
23, Dragon Age: Inquisition , X360 , Electronic Arts , Role-Playing ,119084,119084,1,2014-11-21,M,41964 
24, Dragon Age: Inquisition , PS3 , Electronic Arts , Role-Playing ,111205,111205,1,2014-11-21,M,41964 
25, WWE 2K15 , XOne , Take-Two Interactive , Sports ,110985,110985,1,2014-11-21,T,41964 
26, FIFA 15 , PS3 , Electronic Arts , Sports ,101354,2695242,9,2014-11-21,E,41964 
27, Middle-Earth: Shadow of Mordor , PS3 , Warner Bros. Interactive Entertainment , Action ,97764,97764,1,2014-11-21,M,41964 
28, Middle-Earth: Shadow of Mordor , X360 , Warner Bros. Interactive Entertainment , Action ,89349,89349,1,2014-11-21,M,41964 
29, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,89139,2041213,28,2014-11-21,E10+,41964 
30, Minecraft , X360 , Microsoft Game Studios , Adventure ,83307,5845505,77,2014-11-21,E10+,41964 
1, Pokemon Omega Ruby and Alpha Sapphire , 3DS , Nintendo , Role-Playing ,1728514,4303663,2,2014-11-28,E,41971 
2, Grand Theft Auto V , PS4 , Take-Two Interactive , Action ,994220,2854095,2,2014-11-28,M,41971 
3, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,488865,2183276,4,2014-11-28,M,41971 
4, The Last of Us Remastered , PS4 , Sony Computer Entertainment America , Adventure ,457899,2181382,18,2014-11-28,M,41971 
5, Super Smash Bros. for Wii U , WiiU , Nintendo , Fighting ,456729,960788,2,2014-11-28,E10+,41971 
6, Assassin's Creed: Unity , XOne , Ubisoft , Action ,403649,1107240,3,2014-11-28,M,41971 
7, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,370930,2288701,4,2014-11-28,M,41971 
8, Far Cry 4 , PS4 , Ubisoft , Shooter ,368314,1274986,2,2014-11-28,M,41971 
9, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,301679,3997871,12,2014-11-28,E10+,41971 
10, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,297075,1367854,54,2014-11-28,M,41971 
11, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,290529,3753278,4,2014-11-28,M,41971 
12, Grand Theft Auto V , XOne , Take-Two Interactive , Action ,286351,1118202,2,2014-11-28,M,41971 
13, LittleBigPlanet 3 , PS4 , Sony Computer Entertainment , Platform ,256084,331805,2,2014-11-28,E,41971 
14, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,235349,2509706,4,2014-11-28,M,41971 
15, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,233298,1504010,3,2014-11-28,M,41971 
16, Dragon Age: Inquisition , PS4 , Electronic Arts , Role-Playing ,216006,614330,2,2014-11-28,M,41971 
17, Just Dance 2015 , Wii , Ubisoft , Misc ,208984,392325,6,2014-11-28,E10+,41971 
18, Madden NFL 15 , X360 , Electronic Arts , Sports ,204834,1009557,14,2014-11-28,E,41971 
19, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,201890,1300060,9,2014-11-28,M,41971 
20, FIFA 15 , PS3 , Electronic Arts , Sports ,192278,2887520,10,2014-11-28,E,41971 
21, FIFA 15 , PS4 , Electronic Arts , Sports ,192255,3939368,10,2014-11-28,E,41971 
22, Minecraft , X360 , Microsoft Game Studios , Adventure ,176313,6021818,78,2014-11-28,E10+,41971 
23, Mario Kart 8 , WiiU , Nintendo , Racing ,169766,3174964,27,2014-11-28,E,41971 
24, Driveclub , PS4 , Sony Computer Entertainment , Racing ,169637,796369,8,2014-11-28,E,41971 
25, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,163687,8042261,123,2014-11-28,E,41971 
26, FIFA 15 , X360 , Electronic Arts , Sports ,154437,1888080,10,2014-11-28,E,41971 
27, Far Cry 4 , XOne , Ubisoft , Shooter ,152392,452488,2,2014-11-28,M,41971 
28, Super Mario 3D World , WiiU , Nintendo , Platform ,149316,2528747,54,2014-11-28,E,41971 
29, NBA 2K15 , X360 , Take-Two Interactive , Sports ,139948,585534,8,2014-11-28,E,41971 
30, Skylanders: Trap Team , Wii , Activision , Action ,138188,411150,8,2014-11-28,E10+,41971 
1, Pokemon Omega Ruby and Alpha Sapphire , 3DS , Nintendo , Role-Playing ,809912,5113575,3,2014-12-05,E,41978 
2, Grand Theft Auto V , PS4 , Take-Two Interactive , Action ,537250,3391345,3,2014-12-05,M,41978 
3, Super Smash Bros. for Wii U , WiiU , Nintendo , Fighting ,526535,1487323,3,2014-12-05,E10+,41978 
4, The Crew , PS4 , Ubisoft , Racing ,345126,345126,1,2014-12-05,E10+,41978 
5, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,332123,2515399,5,2014-12-05,M,41978 
6, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,327222,4080500,5,2014-12-05,M,41978 
7, Kingdom Hearts HD 2.5 ReMIX , PS3 , Square Enix , Role-Playing ,304794,446388,10,2014-12-05,E10+,41978 
8, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,271439,2560140,5,2014-12-05,M,41978 
9, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,264063,4261934,13,2014-12-05,E10+,41978 
10, Assassin's Creed: Unity , XOne , Ubisoft , Action ,257376,1364616,4,2014-12-05,M,41978 
11, Far Cry 4 , PS4 , Ubisoft , Shooter ,256612,1531598,3,2014-12-05,M,41978 
12, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,253206,2762912,5,2014-12-05,M,41978 
13, FIFA 15 , PS4 , Electronic Arts , Sports ,241973,4181341,11,2014-12-05,E,41978 
14, Just Dance 2015 , Wii , Ubisoft , Misc ,212419,604744,7,2014-12-05,E10+,41978 
15, FIFA 15 , PS3 , Electronic Arts , Sports ,205552,3093072,11,2014-12-05,E,41978 
16, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,203058,1707068,4,2014-12-05,M,41978 
17, Grand Theft Auto V , XOne , Take-Two Interactive , Action ,194485,1312687,3,2014-12-05,M,41978 
18, Mario Kart 8 , WiiU , Nintendo , Racing ,177126,3352090,28,2014-12-05,E,41978 
19, Minecraft , X360 , Microsoft Game Studios , Adventure ,176809,6198627,79,2014-12-05,E10+,41978 
20, Middle-Earth: Shadow of Mordor , PS4 , Warner Bros. Interactive Entertainment , Action ,176482,1476542,10,2014-12-05,M,41978 
21, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,176439,1544293,55,2014-12-05,M,41978 
22, FIFA 15 , X360 , Electronic Arts , Sports ,166112,2054192,11,2014-12-05,E,41978 
23, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,164734,2337711,30,2014-12-05,E10+,41978 
24, LittleBigPlanet 3 , PS4 , Sony Computer Entertainment , Platform ,151193,482998,3,2014-12-05,E,41978 
25, Halo: The Master Chief Collection , XOne , Microsoft Game Studios , Shooter ,151183,1345080,4,2014-12-05,M,41978 
26, Madden NFL 15 , X360 , Electronic Arts , Sports ,148109,1157666,15,2014-12-05,E,41978 
27, Dragon Age: Inquisition , PS4 , Electronic Arts , Role-Playing ,144113,758443,3,2014-12-05,M,41978 
28, Tomodachi Life , 3DS , Nintendo , Simulation ,141872,3360600,86,2014-12-05,E,41978 
29, Driveclub , PS4 , Sony Computer Entertainment , Racing ,135451,931820,9,2014-12-05,E,41978 
30, Destiny , PS4 , Activision , Action ,135200,3774932,13,2014-12-05,T,41978 
1, Youkai Watch 2 Shinuchi , 3DS , Level 5 , Role-Playing ,1227759,1227759,1,2014-12-12,E,41985 
2, Pokemon Omega Ruby and Alpha Sapphire , 3DS , Nintendo , Role-Playing ,636960,5750535,4,2014-12-12,E,41985 
3, Grand Theft Auto V , PS4 , Take-Two Interactive , Action ,477741,3869086,4,2014-12-12,M,41985 
4, Super Smash Bros. for Wii U , WiiU , Nintendo , Fighting ,409706,1897029,4,2014-12-12,E10+,41985 
5, Call of Duty: Advanced Warfare , PS4 , Activision , Shooter ,330654,4411154,6,2014-12-12,M,41985 
6, Super Smash Bros. for Nintendo 3DS , 3DS , Nintendo , Fighting ,304053,4565987,14,2014-12-12,E10+,41985 
7, FIFA 15 , PS4 , Electronic Arts , Sports ,299988,4481329,12,2014-12-12,E,41985 
8, Far Cry 4 , PS4 , Ubisoft , Shooter ,269580,1801178,4,2014-12-12,M,41985 
9, Call of Duty: Advanced Warfare , PS3 , Activision , Shooter ,250110,2810250,6,2014-12-12,M,41985 
10, Call of Duty: Advanced Warfare , XOne , Activision , Shooter ,247641,3010553,6,2014-12-12,M,41985 
11, Just Dance 2015 , Wii , Ubisoft , Misc ,244017,848761,8,2014-12-12,E10+,41985 
12, Assassin's Creed: Unity , PS4 , Ubisoft , Action ,233181,1940249,5,2014-12-12,M,41985 
13, FIFA 15 , PS3 , Electronic Arts , Sports ,223654,3316726,12,2014-12-12,E,41985 
14, Assassin's Creed: Unity , XOne , Ubisoft , Action ,206763,1571379,5,2014-12-12,M,41985 
15, Call of Duty: Advanced Warfare , X360 , Activision , Shooter ,204252,2719651,6,2014-12-12,M,41985 
16, Minecraft , X360 , Microsoft Game Studios , Adventure ,185664,6384291,80,2014-12-12,E10+,41985 
17, Minecraft , PS3 , Sony Computer Entertainment , Adventure ,182484,2520195,31,2014-12-12,E10+,41985 
18, Mario Kart 8 , WiiU , Nintendo , Racing ,179330,3531420,29,2014-12-12,E,41985 
19, The Crew , PS4 , Ubisoft , Racing ,156497,501623,2,2014-12-12,E10+,41985 
20, Grand Theft Auto V , XOne , Take-Two Interactive , Action ,152681,1465368,4,2014-12-12,M,41985 
21, Halo: The Master Chief Collection , XOne , Microsoft Game Studios , Shooter ,152484,1497564,5,2014-12-12,M,41985 
22, FIFA 15 , X360 , Electronic Arts , Sports ,142500,2196692,12,2014-12-12,E,41985 
23, Destiny , PS4 , Activision , Action ,140946,3915878,14,2014-12-12,T,41985 
24, Minecraft: PlayStation 4 Edition , PS4 , Sony Computer Entertainment America , Adventure ,140187,931182,11,2014-12-12,E10+,41985 
25, Assassin's Creed: Rogue , PS3 , Ubisoft , Action ,133713,569049,5,2014-12-12,M,41985 
26, Assassin's Creed IV: Black Flag , XOne , Ubisoft , Action ,132328,1676621,56,2014-12-12,M,41985 
27, Tomodachi Life , 3DS , Nintendo , Simulation ,132006,3492606,87,2014-12-12,E,41985 
28, Dragon Age: Inquisition , PS4 , Electronic Arts , Role-Playing ,131633,890076,4,2014-12-12,M,41985 
29, Driveclub , PS4 , Sony Computer Entertainment , Racing ,125948,1057768,10,2014-12-12,E,41985 
